"","site","location","order","family","length","ecomorphology","area_pool","human_influence","method","a","b","formula_type","dw"
"4896","Nider","Outflow","Diptera","Chironomidae",4,1,30231,24.2948159790324,"kick_net",0.002,2.62,1,0.07558353033149
"4897","Nider","Outflow","Diptera","Chironomidae",4,1,30231,24.2948159790324,"kick_net",0.002,2.62,1,0.07558353033149
"4898","Nider","Outflow","Diptera","Chironomidae",4,1,30231,24.2948159790324,"kick_net",0.002,2.62,1,0.07558353033149
"4899","Nider","Outflow","Diptera","Chironomidae",4,1,30231,24.2948159790324,"kick_net",0.002,2.62,1,0.07558353033149
"4900","Nider","Outflow","Diptera","Chironomidae",5,1,30231,24.2948159790324,"kick_net",0.002,2.62,1,0.135622394240555
"4901","Nider","Outflow","Diptera","Chironomidae",5,1,30231,24.2948159790324,"kick_net",0.002,2.62,1,0.135622394240555
"4902","Nider","Outflow","Diptera","Chironomidae",5,1,30231,24.2948159790324,"kick_net",0.002,2.62,1,0.135622394240555
"4903","Nider","Outflow","Diptera","Chironomidae",6,1,30231,24.2948159790324,"kick_net",0.002,2.62,1,0.218668523080522
"4904","Nider","Outflow","Diptera","Chironomidae",6,1,30231,24.2948159790324,"kick_net",0.002,2.62,1,0.218668523080522
"4905","Nider","Outflow","Diptera","Chironomidae",6,1,30231,24.2948159790324,"kick_net",0.002,2.62,1,0.218668523080522
"4906","Nider","Outflow","Diptera","Chironomidae",6,1,30231,24.2948159790324,"kick_net",0.002,2.62,1,0.218668523080522
"4907","Nider","Outflow","Diptera","Chironomidae",6,1,30231,24.2948159790324,"kick_net",0.002,2.62,1,0.218668523080522
"4908","Nider","Outflow","Diptera","Chironomidae",6,1,30231,24.2948159790324,"kick_net",0.002,2.62,1,0.218668523080522
"4909","Nider","Outflow","Diptera","Chironomidae",7,1,30231,24.2948159790324,"kick_net",0.002,2.62,1,0.327481567511863
"4910","Nider","Outflow","Diptera","Chironomidae",7,1,30231,24.2948159790324,"kick_net",0.002,2.62,1,0.327481567511863
"4911","Nider","Outflow","Diptera","Chironomidae",8,1,30231,24.2948159790324,"kick_net",0.002,2.62,1,0.464649807522386
"4912","Nider","Outflow","Diptera","Chironomidae",8,1,30231,24.2948159790324,"kick_net",0.002,2.62,1,0.464649807522386
"4913","Nider","Outflow","Diptera","Chironomidae",8,1,30231,24.2948159790324,"kick_net",0.002,2.62,1,0.464649807522386
"4914","Nider","Outflow","Diptera","Chironomidae",9,1,30231,24.2948159790324,"kick_net",0.002,2.62,1,0.63262357257604
"4915","Nider","Outflow","Diptera","Chironomidae",9,1,30231,24.2948159790324,"kick_net",0.002,2.62,1,0.63262357257604
"4916","Nider","Outflow","Diptera","Chironomidae",9,1,30231,24.2948159790324,"kick_net",0.002,2.62,1,0.63262357257604
"4917","Nider","Outflow","Diptera","Chironomidae",14,1,30231,24.2948159790324,"kick_net",0.002,2.62,1,2.01319317375311
"4918","Logge","Control","Trichoptera","Polycentropodidae",10,3,5781,34514.8034714792,"kick_net",0.005,2.71,1,2.56430691995682
"4919","Logge","Control","Trichoptera","Polycentropodidae",10,3,5781,34514.8034714792,"kick_net",0.005,2.71,1,2.56430691995682
"4920","Logge","Control","Trichoptera","Polycentropodidae",11,3,5781,34514.8034714792,"kick_net",0.005,2.71,1,3.32004661248695
"4921","Logge","Control","Trichoptera","Polycentropodidae",13,3,5781,34514.8034714792,"kick_net",0.005,2.71,1,5.22103361157125
"4922","Logge","Control","Trichoptera","Polycentropodidae",18,3,5781,34514.8034714792,"kick_net",0.005,2.71,1,12.6112603993686
"4923","Logge","Control","Trichoptera","Polycentropodidae",22,3,5781,34514.8034714792,"kick_net",0.005,2.71,1,21.7237836708869
"4924","Logge","Control","Isopoda","Asellidae",2,3,5781,34514.8034714792,"kick_net",0.0036,3.111,1,0.031103324923187
"4925","Logge","Control","Isopoda","Asellidae",3,3,5781,34514.8034714792,"kick_net",0.0036,3.111,1,0.109806165051428
"4926","Logge","Control","Isopoda","Asellidae",4,3,5781,34514.8034714792,"kick_net",0.0036,3.111,1,0.268726894799263
"4927","Logge","Control","Isopoda","Asellidae",4,3,5781,34514.8034714792,"kick_net",0.0036,3.111,1,0.268726894799263
"4928","Logge","Control","Isopoda","Asellidae",5,3,5781,34514.8034714792,"kick_net",0.0036,3.111,1,0.538019707775883
"4929","Logge","Control","Isopoda","Asellidae",5,3,5781,34514.8034714792,"kick_net",0.0036,3.111,1,0.538019707775883
"4930","Logge","Control","Isopoda","Asellidae",6,3,5781,34514.8034714792,"kick_net",0.0036,3.111,1,0.948704675045465
"4931","Logge","Control","Isopoda","Asellidae",7,3,5781,34514.8034714792,"kick_net",0.0036,3.111,1,1.53250712823004
"4932","Logge","Control","Isopoda","Asellidae",7,3,5781,34514.8034714792,"kick_net",0.0036,3.111,1,1.53250712823004
"4933","Logge","Control","Isopoda","Asellidae",8,3,5781,34514.8034714792,"kick_net",0.0036,3.111,1,2.32174997903905
"4934","Logge","Control","Isopoda","Asellidae",9,3,5781,34514.8034714792,"kick_net",0.0036,3.111,1,3.34927607869486
"4935","Logge","Control","Isopoda","Asellidae",10,3,5781,34514.8034714792,"kick_net",0.0036,3.111,1,4.64838938500873
"4936","Logge","Control","Amphipoda","Gammaridae",11,3,5781,34514.8034714792,"kick_net",0.00845,2.8705,1,8.24469153511625
"4937","Logge","Control","Diptera","Chironomidae",2,3,5781,34514.8034714792,"kick_net",0.002,2.62,1,0.0122950014503041
"4938","Logge","Control","Diptera","Chironomidae",2,3,5781,34514.8034714792,"kick_net",0.002,2.62,1,0.0122950014503041
"4939","Logge","Control","Diptera","Chironomidae",2,3,5781,34514.8034714792,"kick_net",0.002,2.62,1,0.0122950014503041
"4940","Logge","Control","Diptera","Chironomidae",2,3,5781,34514.8034714792,"kick_net",0.002,2.62,1,0.0122950014503041
"4941","Logge","Control","Diptera","Chironomidae",2,3,5781,34514.8034714792,"kick_net",0.002,2.62,1,0.0122950014503041
"4942","Logge","Control","Diptera","Chironomidae",2,3,5781,34514.8034714792,"kick_net",0.002,2.62,1,0.0122950014503041
"4943","Logge","Control","Diptera","Chironomidae",2,3,5781,34514.8034714792,"kick_net",0.002,2.62,1,0.0122950014503041
"4944","Logge","Control","Diptera","Chironomidae",2,3,5781,34514.8034714792,"kick_net",0.002,2.62,1,0.0122950014503041
"4945","Logge","Control","Diptera","Chironomidae",2,3,5781,34514.8034714792,"kick_net",0.002,2.62,1,0.0122950014503041
"4946","Logge","Control","Diptera","Chironomidae",2,3,5781,34514.8034714792,"kick_net",0.002,2.62,1,0.0122950014503041
"4947","Logge","Control","Diptera","Chironomidae",2,3,5781,34514.8034714792,"kick_net",0.002,2.62,1,0.0122950014503041
"4948","Logge","Control","Diptera","Chironomidae",2,3,5781,34514.8034714792,"kick_net",0.002,2.62,1,0.0122950014503041
"4949","Logge","Control","Diptera","Chironomidae",3,3,5781,34514.8034714792,"kick_net",0.002,2.62,1,0.0355703126940442
"4950","Logge","Control","Diptera","Chironomidae",3,3,5781,34514.8034714792,"kick_net",0.002,2.62,1,0.0355703126940442
"4951","Logge","Control","Diptera","Chironomidae",3,3,5781,34514.8034714792,"kick_net",0.002,2.62,1,0.0355703126940442
"4952","Logge","Control","Diptera","Chironomidae",3,3,5781,34514.8034714792,"kick_net",0.002,2.62,1,0.0355703126940442
"4953","Logge","Control","Diptera","Chironomidae",3,3,5781,34514.8034714792,"kick_net",0.002,2.62,1,0.0355703126940442
"4954","Logge","Control","Diptera","Chironomidae",3,3,5781,34514.8034714792,"kick_net",0.002,2.62,1,0.0355703126940442
"4955","Logge","Control","Diptera","Chironomidae",3,3,5781,34514.8034714792,"kick_net",0.002,2.62,1,0.0355703126940442
"4956","Logge","Control","Diptera","Chironomidae",3,3,5781,34514.8034714792,"kick_net",0.002,2.62,1,0.0355703126940442
"4957","Logge","Control","Diptera","Chironomidae",3,3,5781,34514.8034714792,"kick_net",0.002,2.62,1,0.0355703126940442
"4958","Logge","Control","Diptera","Chironomidae",3,3,5781,34514.8034714792,"kick_net",0.002,2.62,1,0.0355703126940442
"4959","Logge","Control","Diptera","Chironomidae",3,3,5781,34514.8034714792,"kick_net",0.002,2.62,1,0.0355703126940442
"4960","Logge","Control","Diptera","Chironomidae",3,3,5781,34514.8034714792,"kick_net",0.002,2.62,1,0.0355703126940442
"4961","Logge","Control","Diptera","Chironomidae",3,3,5781,34514.8034714792,"kick_net",0.002,2.62,1,0.0355703126940442
"4962","Logge","Control","Diptera","Chironomidae",3,3,5781,34514.8034714792,"kick_net",0.002,2.62,1,0.0355703126940442
"4963","Logge","Control","Diptera","Chironomidae",3,3,5781,34514.8034714792,"kick_net",0.002,2.62,1,0.0355703126940442
"4964","Logge","Control","Diptera","Chironomidae",3,3,5781,34514.8034714792,"kick_net",0.002,2.62,1,0.0355703126940442
"4965","Logge","Control","Diptera","Chironomidae",3,3,5781,34514.8034714792,"kick_net",0.002,2.62,1,0.0355703126940442
"4966","Logge","Control","Diptera","Chironomidae",3,3,5781,34514.8034714792,"kick_net",0.002,2.62,1,0.0355703126940442
"4967","Logge","Control","Diptera","Chironomidae",4,3,5781,34514.8034714792,"kick_net",0.002,2.62,1,0.07558353033149
"4968","Logge","Control","Diptera","Chironomidae",4,3,5781,34514.8034714792,"kick_net",0.002,2.62,1,0.07558353033149
"4969","Logge","Control","Diptera","Chironomidae",4,3,5781,34514.8034714792,"kick_net",0.002,2.62,1,0.07558353033149
"4970","Logge","Control","Diptera","Chironomidae",4,3,5781,34514.8034714792,"kick_net",0.002,2.62,1,0.07558353033149
"4971","Logge","Control","Diptera","Chironomidae",4,3,5781,34514.8034714792,"kick_net",0.002,2.62,1,0.07558353033149
"4972","Logge","Control","Diptera","Chironomidae",4,3,5781,34514.8034714792,"kick_net",0.002,2.62,1,0.07558353033149
"4973","Logge","Control","Diptera","Chironomidae",4,3,5781,34514.8034714792,"kick_net",0.002,2.62,1,0.07558353033149
"4974","Logge","Control","Diptera","Chironomidae",4,3,5781,34514.8034714792,"kick_net",0.002,2.62,1,0.07558353033149
"4975","Logge","Control","Diptera","Chironomidae",4,3,5781,34514.8034714792,"kick_net",0.002,2.62,1,0.07558353033149
"4976","Logge","Control","Diptera","Chironomidae",4,3,5781,34514.8034714792,"kick_net",0.002,2.62,1,0.07558353033149
"4977","Logge","Control","Diptera","Chironomidae",5,3,5781,34514.8034714792,"kick_net",0.002,2.62,1,0.135622394240555
"4978","Logge","Control","Diptera","Chironomidae",5,3,5781,34514.8034714792,"kick_net",0.002,2.62,1,0.135622394240555
"4979","Logge","Control","Diptera","Chironomidae",5,3,5781,34514.8034714792,"kick_net",0.002,2.62,1,0.135622394240555
"4980","Logge","Control","Diptera","Chironomidae",5,3,5781,34514.8034714792,"kick_net",0.002,2.62,1,0.135622394240555
"4981","Logge","Control","Diptera","Chironomidae",5,3,5781,34514.8034714792,"kick_net",0.002,2.62,1,0.135622394240555
"4982","Logge","Control","Diptera","Chironomidae",5,3,5781,34514.8034714792,"kick_net",0.002,2.62,1,0.135622394240555
"4983","Logge","Control","Diptera","Chironomidae",5,3,5781,34514.8034714792,"kick_net",0.002,2.62,1,0.135622394240555
"4984","Logge","Control","Diptera","Chironomidae",5,3,5781,34514.8034714792,"kick_net",0.002,2.62,1,0.135622394240555
"4985","Logge","Control","Diptera","Chironomidae",5,3,5781,34514.8034714792,"kick_net",0.002,2.62,1,0.135622394240555
"4986","Logge","Control","Diptera","Chironomidae",5,3,5781,34514.8034714792,"kick_net",0.002,2.62,1,0.135622394240555
"4987","Logge","Control","Diptera","Chironomidae",5,3,5781,34514.8034714792,"kick_net",0.002,2.62,1,0.135622394240555
"4988","Logge","Control","Diptera","Chironomidae",5,3,5781,34514.8034714792,"kick_net",0.002,2.62,1,0.135622394240555
"4989","Logge","Control","Diptera","Chironomidae",5,3,5781,34514.8034714792,"kick_net",0.002,2.62,1,0.135622394240555
"4990","Logge","Control","Diptera","Chironomidae",5,3,5781,34514.8034714792,"kick_net",0.002,2.62,1,0.135622394240555
"4991","Logge","Control","Diptera","Chironomidae",5,3,5781,34514.8034714792,"kick_net",0.002,2.62,1,0.135622394240555
"4992","Logge","Control","Diptera","Chironomidae",5,3,5781,34514.8034714792,"kick_net",0.002,2.62,1,0.135622394240555
"4993","Logge","Control","Diptera","Chironomidae",5,3,5781,34514.8034714792,"kick_net",0.002,2.62,1,0.135622394240555
"4994","Logge","Control","Diptera","Chironomidae",6,3,5781,34514.8034714792,"kick_net",0.002,2.62,1,0.218668523080522
"4995","Logge","Control","Diptera","Chironomidae",6,3,5781,34514.8034714792,"kick_net",0.002,2.62,1,0.218668523080522
"4996","Logge","Control","Diptera","Chironomidae",6,3,5781,34514.8034714792,"kick_net",0.002,2.62,1,0.218668523080522
"4997","Logge","Control","Diptera","Chironomidae",6,3,5781,34514.8034714792,"kick_net",0.002,2.62,1,0.218668523080522
"4998","Logge","Control","Diptera","Chironomidae",6,3,5781,34514.8034714792,"kick_net",0.002,2.62,1,0.218668523080522
"4999","Logge","Control","Diptera","Chironomidae",6,3,5781,34514.8034714792,"kick_net",0.002,2.62,1,0.218668523080522
"5000","Logge","Control","Diptera","Chironomidae",6,3,5781,34514.8034714792,"kick_net",0.002,2.62,1,0.218668523080522
"5001","Logge","Control","Diptera","Chironomidae",6,3,5781,34514.8034714792,"kick_net",0.002,2.62,1,0.218668523080522
"5002","Logge","Control","Diptera","Chironomidae",6,3,5781,34514.8034714792,"kick_net",0.002,2.62,1,0.218668523080522
"5003","Logge","Control","Diptera","Chironomidae",6,3,5781,34514.8034714792,"kick_net",0.002,2.62,1,0.218668523080522
"5004","Logge","Control","Diptera","Chironomidae",7,3,5781,34514.8034714792,"kick_net",0.002,2.62,1,0.327481567511863
"5005","Logge","Control","Diptera","Chironomidae",7,3,5781,34514.8034714792,"kick_net",0.002,2.62,1,0.327481567511863
"5006","Logge","Control","Diptera","Chironomidae",7,3,5781,34514.8034714792,"kick_net",0.002,2.62,1,0.327481567511863
"5007","Logge","Control","Diptera","Chironomidae",7,3,5781,34514.8034714792,"kick_net",0.002,2.62,1,0.327481567511863
"5008","Logge","Control","Diptera","Chironomidae",7,3,5781,34514.8034714792,"kick_net",0.002,2.62,1,0.327481567511863
"5009","Logge","Control","Diptera","Chironomidae",7,3,5781,34514.8034714792,"kick_net",0.002,2.62,1,0.327481567511863
"5010","Logge","Control","Diptera","Chironomidae",7,3,5781,34514.8034714792,"kick_net",0.002,2.62,1,0.327481567511863
"5011","Logge","Control","Diptera","Chironomidae",7,3,5781,34514.8034714792,"kick_net",0.002,2.62,1,0.327481567511863
"5012","Logge","Control","Diptera","Chironomidae",7,3,5781,34514.8034714792,"kick_net",0.002,2.62,1,0.327481567511863
"5013","Logge","Control","Diptera","Chironomidae",7,3,5781,34514.8034714792,"kick_net",0.002,2.62,1,0.327481567511863
"5014","Logge","Control","Diptera","Chironomidae",7,3,5781,34514.8034714792,"kick_net",0.002,2.62,1,0.327481567511863
"5015","Logge","Control","Diptera","Chironomidae",8,3,5781,34514.8034714792,"kick_net",0.002,2.62,1,0.464649807522386
"5016","Logge","Control","Diptera","Chironomidae",8,3,5781,34514.8034714792,"kick_net",0.002,2.62,1,0.464649807522386
"5017","Logge","Control","Diptera","Chironomidae",8,3,5781,34514.8034714792,"kick_net",0.002,2.62,1,0.464649807522386
"5018","Logge","Control","Diptera","Chironomidae",8,3,5781,34514.8034714792,"kick_net",0.002,2.62,1,0.464649807522386
"5019","Logge","Control","Diptera","Chironomidae",8,3,5781,34514.8034714792,"kick_net",0.002,2.62,1,0.464649807522386
"5020","Logge","Control","Diptera","Chironomidae",8,3,5781,34514.8034714792,"kick_net",0.002,2.62,1,0.464649807522386
"5021","Logge","Control","Diptera","Chironomidae",10,3,5781,34514.8034714792,"kick_net",0.002,2.62,1,0.833738766940671
"5022","Logge","Control","Ephemeroptera","Leptophlebiidae",3,3,5781,34514.8034714792,"kick_net",0.005,2.686,1,0.0956131650014637
"5023","Logge","Control","Ephemeroptera","Leptophlebiidae",3,3,5781,34514.8034714792,"kick_net",0.005,2.686,1,0.0956131650014637
"5024","Logge","Control","Ephemeroptera","Leptophlebiidae",3,3,5781,34514.8034714792,"kick_net",0.005,2.686,1,0.0956131650014637
"5025","Logge","Control","Ephemeroptera","Leptophlebiidae",3,3,5781,34514.8034714792,"kick_net",0.005,2.686,1,0.0956131650014637
"5026","Logge","Control","Ephemeroptera","Leptophlebiidae",3,3,5781,34514.8034714792,"kick_net",0.005,2.686,1,0.0956131650014637
"5027","Logge","Control","Ephemeroptera","Leptophlebiidae",4,3,5781,34514.8034714792,"kick_net",0.005,2.686,1,0.207063304717257
"5028","Logge","Control","Ephemeroptera","Leptophlebiidae",4,3,5781,34514.8034714792,"kick_net",0.005,2.686,1,0.207063304717257
"5029","Logge","Control","Ephemeroptera","Leptophlebiidae",4,3,5781,34514.8034714792,"kick_net",0.005,2.686,1,0.207063304717257
"5030","Logge","Control","Ephemeroptera","Leptophlebiidae",4,3,5781,34514.8034714792,"kick_net",0.005,2.686,1,0.207063304717257
"5031","Logge","Control","Ephemeroptera","Leptophlebiidae",4,3,5781,34514.8034714792,"kick_net",0.005,2.686,1,0.207063304717257
"5032","Logge","Control","Ephemeroptera","Leptophlebiidae",4,3,5781,34514.8034714792,"kick_net",0.005,2.686,1,0.207063304717257
"5033","Logge","Control","Ephemeroptera","Leptophlebiidae",4,3,5781,34514.8034714792,"kick_net",0.005,2.686,1,0.207063304717257
"5034","Logge","Control","Ephemeroptera","Leptophlebiidae",5,3,5781,34514.8034714792,"kick_net",0.005,2.686,1,0.377053898937144
"5035","Logge","Control","Ephemeroptera","Leptophlebiidae",5,3,5781,34514.8034714792,"kick_net",0.005,2.686,1,0.377053898937144
"5036","Logge","Control","Ephemeroptera","Leptophlebiidae",5,3,5781,34514.8034714792,"kick_net",0.005,2.686,1,0.377053898937144
"5037","Logge","Control","Ephemeroptera","Leptophlebiidae",5,3,5781,34514.8034714792,"kick_net",0.005,2.686,1,0.377053898937144
"5038","Logge","Control","Ephemeroptera","Leptophlebiidae",5,3,5781,34514.8034714792,"kick_net",0.005,2.686,1,0.377053898937144
"5039","Logge","Control","Ephemeroptera","Leptophlebiidae",5,3,5781,34514.8034714792,"kick_net",0.005,2.686,1,0.377053898937144
"5040","Logge","Control","Ephemeroptera","Leptophlebiidae",5,3,5781,34514.8034714792,"kick_net",0.005,2.686,1,0.377053898937144
"5041","Logge","Control","Ephemeroptera","Leptophlebiidae",5,3,5781,34514.8034714792,"kick_net",0.005,2.686,1,0.377053898937144
"5042","Logge","Control","Ephemeroptera","Leptophlebiidae",5,3,5781,34514.8034714792,"kick_net",0.005,2.686,1,0.377053898937144
"5043","Logge","Control","Ephemeroptera","Leptophlebiidae",5,3,5781,34514.8034714792,"kick_net",0.005,2.686,1,0.377053898937144
"5044","Logge","Control","Ephemeroptera","Leptophlebiidae",5,3,5781,34514.8034714792,"kick_net",0.005,2.686,1,0.377053898937144
"5045","Logge","Control","Ephemeroptera","Leptophlebiidae",5,3,5781,34514.8034714792,"kick_net",0.005,2.686,1,0.377053898937144
"5046","Logge","Control","Ephemeroptera","Leptophlebiidae",5,3,5781,34514.8034714792,"kick_net",0.005,2.686,1,0.377053898937144
"5047","Logge","Control","Ephemeroptera","Leptophlebiidae",6,3,5781,34514.8034714792,"kick_net",0.005,2.686,1,0.615296242395424
"5048","Logge","Control","Ephemeroptera","Leptophlebiidae",6,3,5781,34514.8034714792,"kick_net",0.005,2.686,1,0.615296242395424
"5049","Logge","Control","Ephemeroptera","Leptophlebiidae",6,3,5781,34514.8034714792,"kick_net",0.005,2.686,1,0.615296242395424
"5050","Logge","Control","Ephemeroptera","Leptophlebiidae",6,3,5781,34514.8034714792,"kick_net",0.005,2.686,1,0.615296242395424
"5051","Logge","Control","Ephemeroptera","Leptophlebiidae",6,3,5781,34514.8034714792,"kick_net",0.005,2.686,1,0.615296242395424
"5052","Logge","Control","Ephemeroptera","Leptophlebiidae",6,3,5781,34514.8034714792,"kick_net",0.005,2.686,1,0.615296242395424
"5053","Logge","Control","Ephemeroptera","Leptophlebiidae",6,3,5781,34514.8034714792,"kick_net",0.005,2.686,1,0.615296242395424
"5054","Logge","Control","Ephemeroptera","Leptophlebiidae",7,3,5781,34514.8034714792,"kick_net",0.005,2.686,1,0.930900663428675
"5055","Logge","Control","Ephemeroptera","Leptophlebiidae",7,3,5781,34514.8034714792,"kick_net",0.005,2.686,1,0.930900663428675
"5056","Logge","Control","Ephemeroptera","Leptophlebiidae",7,3,5781,34514.8034714792,"kick_net",0.005,2.686,1,0.930900663428675
"5057","Logge","Control","Ephemeroptera","Leptophlebiidae",7,3,5781,34514.8034714792,"kick_net",0.005,2.686,1,0.930900663428675
"5058","Logge","Control","Ephemeroptera","Baetidae",5,3,5781,34514.8034714792,"kick_net",0.005,2.875,1,0.511103396223714
"5059","Logge","Control","Ephemeroptera","Baetidae",5,3,5781,34514.8034714792,"kick_net",0.005,2.875,1,0.511103396223714
"5060","Logge","Control","Gastropoda","Planorbidae",4,3,5781,34514.8034714792,"kick_net",-3.319,3.1403,2,2.81336192337384
"5061","Logge","Control","Gastropoda","Planorbidae",5,3,5781,34514.8034714792,"kick_net",-3.319,3.1403,2,5.66959607608761
"5062","Logge","Inflow","Diptera","Chironomidae",5,3,5781,34514.8034714792,"kick_net",0.002,2.62,1,0.135622394240555
"5063","Logge","Inflow","Diptera","Chironomidae",5,3,5781,34514.8034714792,"kick_net",0.002,2.62,1,0.135622394240555
"5064","Logge","Inflow","Diptera","Chironomidae",5,3,5781,34514.8034714792,"kick_net",0.002,2.62,1,0.135622394240555
"5065","Logge","Inflow","Diptera","Chironomidae",5,3,5781,34514.8034714792,"kick_net",0.002,2.62,1,0.135622394240555
"5066","Logge","Inflow","Diptera","Chironomidae",6,3,5781,34514.8034714792,"kick_net",0.002,2.62,1,0.218668523080522
"5067","Logge","Inflow","Diptera","Chironomidae",6,3,5781,34514.8034714792,"kick_net",0.002,2.62,1,0.218668523080522
"5068","Logge","Inflow","Diptera","Chironomidae",6,3,5781,34514.8034714792,"kick_net",0.002,2.62,1,0.218668523080522
"5069","Logge","Inflow","Diptera","Chironomidae",6,3,5781,34514.8034714792,"kick_net",0.002,2.62,1,0.218668523080522
"5070","Logge","Inflow","Diptera","Chironomidae",6,3,5781,34514.8034714792,"kick_net",0.002,2.62,1,0.218668523080522
"5071","Logge","Inflow","Diptera","Chironomidae",6,3,5781,34514.8034714792,"kick_net",0.002,2.62,1,0.218668523080522
"5072","Logge","Inflow","Diptera","Chironomidae",6,3,5781,34514.8034714792,"kick_net",0.002,2.62,1,0.218668523080522
"5073","Logge","Inflow","Diptera","Chironomidae",6,3,5781,34514.8034714792,"kick_net",0.002,2.62,1,0.218668523080522
"5074","Logge","Inflow","Diptera","Chironomidae",6,3,5781,34514.8034714792,"kick_net",0.002,2.62,1,0.218668523080522
"5075","Logge","Inflow","Diptera","Chironomidae",6,3,5781,34514.8034714792,"kick_net",0.002,2.62,1,0.218668523080522
"5076","Logge","Inflow","Diptera","Chironomidae",6,3,5781,34514.8034714792,"kick_net",0.002,2.62,1,0.218668523080522
"5077","Logge","Inflow","Diptera","Chironomidae",6,3,5781,34514.8034714792,"kick_net",0.002,2.62,1,0.218668523080522
"5078","Logge","Inflow","Diptera","Chironomidae",7,3,5781,34514.8034714792,"kick_net",0.002,2.62,1,0.327481567511863
"5079","Logge","Inflow","Diptera","Chironomidae",7,3,5781,34514.8034714792,"kick_net",0.002,2.62,1,0.327481567511863
"5080","Logge","Inflow","Diptera","Chironomidae",7,3,5781,34514.8034714792,"kick_net",0.002,2.62,1,0.327481567511863
"5081","Logge","Inflow","Diptera","Chironomidae",7,3,5781,34514.8034714792,"kick_net",0.002,2.62,1,0.327481567511863
"5082","Logge","Inflow","Diptera","Chironomidae",7,3,5781,34514.8034714792,"kick_net",0.002,2.62,1,0.327481567511863
"5083","Logge","Inflow","Diptera","Chironomidae",7,3,5781,34514.8034714792,"kick_net",0.002,2.62,1,0.327481567511863
"5084","Logge","Inflow","Diptera","Chironomidae",7,3,5781,34514.8034714792,"kick_net",0.002,2.62,1,0.327481567511863
"5085","Logge","Inflow","Diptera","Chironomidae",7,3,5781,34514.8034714792,"kick_net",0.002,2.62,1,0.327481567511863
"5086","Logge","Inflow","Diptera","Chironomidae",7,3,5781,34514.8034714792,"kick_net",0.002,2.62,1,0.327481567511863
"5087","Logge","Inflow","Diptera","Chironomidae",7,3,5781,34514.8034714792,"kick_net",0.002,2.62,1,0.327481567511863
"5088","Logge","Inflow","Diptera","Chironomidae",7,3,5781,34514.8034714792,"kick_net",0.002,2.62,1,0.327481567511863
"5089","Logge","Inflow","Diptera","Chironomidae",7,3,5781,34514.8034714792,"kick_net",0.002,2.62,1,0.327481567511863
"5090","Logge","Inflow","Diptera","Chironomidae",7,3,5781,34514.8034714792,"kick_net",0.002,2.62,1,0.327481567511863
"5091","Logge","Inflow","Diptera","Chironomidae",7,3,5781,34514.8034714792,"kick_net",0.002,2.62,1,0.327481567511863
"5092","Logge","Inflow","Diptera","Chironomidae",7,3,5781,34514.8034714792,"kick_net",0.002,2.62,1,0.327481567511863
"5093","Logge","Inflow","Diptera","Chironomidae",7,3,5781,34514.8034714792,"kick_net",0.002,2.62,1,0.327481567511863
"5094","Logge","Inflow","Diptera","Chironomidae",7,3,5781,34514.8034714792,"kick_net",0.002,2.62,1,0.327481567511863
"5095","Logge","Inflow","Diptera","Chironomidae",7,3,5781,34514.8034714792,"kick_net",0.002,2.62,1,0.327481567511863
"5096","Logge","Inflow","Diptera","Chironomidae",7,3,5781,34514.8034714792,"kick_net",0.002,2.62,1,0.327481567511863
"5097","Logge","Inflow","Diptera","Chironomidae",7,3,5781,34514.8034714792,"kick_net",0.002,2.62,1,0.327481567511863
"5098","Logge","Inflow","Diptera","Chironomidae",7,3,5781,34514.8034714792,"kick_net",0.002,2.62,1,0.327481567511863
"5099","Logge","Inflow","Diptera","Chironomidae",7,3,5781,34514.8034714792,"kick_net",0.002,2.62,1,0.327481567511863
"5100","Logge","Inflow","Diptera","Chironomidae",7,3,5781,34514.8034714792,"kick_net",0.002,2.62,1,0.327481567511863
"5101","Logge","Inflow","Diptera","Chironomidae",7,3,5781,34514.8034714792,"kick_net",0.002,2.62,1,0.327481567511863
"5102","Logge","Inflow","Diptera","Chironomidae",7,3,5781,34514.8034714792,"kick_net",0.002,2.62,1,0.327481567511863
"5103","Logge","Inflow","Diptera","Chironomidae",7,3,5781,34514.8034714792,"kick_net",0.002,2.62,1,0.327481567511863
"5104","Logge","Inflow","Diptera","Chironomidae",7,3,5781,34514.8034714792,"kick_net",0.002,2.62,1,0.327481567511863
"5105","Logge","Inflow","Diptera","Chironomidae",7,3,5781,34514.8034714792,"kick_net",0.002,2.62,1,0.327481567511863
"5106","Logge","Inflow","Diptera","Chironomidae",7,3,5781,34514.8034714792,"kick_net",0.002,2.62,1,0.327481567511863
"5107","Logge","Inflow","Diptera","Chironomidae",7,3,5781,34514.8034714792,"kick_net",0.002,2.62,1,0.327481567511863
"5108","Logge","Inflow","Diptera","Chironomidae",7,3,5781,34514.8034714792,"kick_net",0.002,2.62,1,0.327481567511863
"5109","Logge","Inflow","Diptera","Chironomidae",7,3,5781,34514.8034714792,"kick_net",0.002,2.62,1,0.327481567511863
"5110","Logge","Inflow","Diptera","Chironomidae",7,3,5781,34514.8034714792,"kick_net",0.002,2.62,1,0.327481567511863
"5111","Logge","Inflow","Diptera","Chironomidae",8,3,5781,34514.8034714792,"kick_net",0.002,2.62,1,0.464649807522386
"5112","Logge","Inflow","Diptera","Chironomidae",8,3,5781,34514.8034714792,"kick_net",0.002,2.62,1,0.464649807522386
