"","laufnummer","site","location_old","order","family","taxon_lowest","length","ecomorphology","area_pool","human_influence","location","method"
"7412",122,"Rot","Inflow","Ephemeroptera","Baetidae","Baetidae",5,2,212,124046.267085061,"beaver","kick_net"
"7413",122,"Rot","Inflow","Ephemeroptera","Baetidae","Baetidae",5,2,212,124046.267085061,"beaver","kick_net"
"7414",122,"Rot","Inflow","Ephemeroptera","Baetidae","Baetidae",5,2,212,124046.267085061,"beaver","kick_net"
"7415",122,"Rot","Inflow","Ephemeroptera","Baetidae","Baetidae",5,2,212,124046.267085061,"beaver","kick_net"
"7416",122,"Rot","Inflow","Ephemeroptera","Baetidae","Baetidae",5,2,212,124046.267085061,"beaver","kick_net"
"7417",122,"Rot","Inflow","Ephemeroptera","Baetidae","Baetidae",5,2,212,124046.267085061,"beaver","kick_net"
"7418",122,"Rot","Inflow","Ephemeroptera","Baetidae","Baetidae",5,2,212,124046.267085061,"beaver","kick_net"
"7419",122,"Rot","Inflow","Ephemeroptera","Baetidae","Baetidae",6,2,212,124046.267085061,"beaver","kick_net"
"7420",122,"Rot","Inflow","Ephemeroptera","Baetidae","Baetidae",6,2,212,124046.267085061,"beaver","kick_net"
"7421",122,"Rot","Inflow","Ephemeroptera","Baetidae","Baetidae",7,2,212,124046.267085061,"beaver","kick_net"
"7422",122,"Rot","Inflow","Diptera","Chironomidae","Chironomidae",2,2,212,124046.267085061,"beaver","kick_net"
"7423",122,"Rot","Inflow","Diptera","Chironomidae","Chironomidae",2,2,212,124046.267085061,"beaver","kick_net"
"7424",122,"Rot","Inflow","Diptera","Chironomidae","Chironomidae",3,2,212,124046.267085061,"beaver","kick_net"
"7425",122,"Rot","Inflow","Diptera","Chironomidae","Chironomidae",5,2,212,124046.267085061,"beaver","kick_net"
"7426",122,"Rot","Inflow","Diptera","Chironomidae","Chironomidae",6,2,212,124046.267085061,"beaver","kick_net"
"7427",122,"Rot","Inflow","Diptera","Chironomidae","Chironomidae",7,2,212,124046.267085061,"beaver","kick_net"
"7428",122,"Rot","Inflow","Diptera","Chironomidae","Chironomidae",8,2,212,124046.267085061,"beaver","kick_net"
"7429",122,"Rot","Inflow","Diptera","Chironomidae","Chironomidae",8,2,212,124046.267085061,"beaver","kick_net"
"7430",122,"Rot","Inflow","Diptera","Chironomidae","Chironomidae",8,2,212,124046.267085061,"beaver","kick_net"
"7431",122,"Rot","Inflow","Diptera","Chironomidae","Chironomidae",8,2,212,124046.267085061,"beaver","kick_net"
"7432",122,"Rot","Inflow","Diptera","Chironomidae","Chironomidae",8,2,212,124046.267085061,"beaver","kick_net"
"7433",122,"Rot","Inflow","Diptera","Chironomidae","Chironomidae",8,2,212,124046.267085061,"beaver","kick_net"
"7434",122,"Rot","Inflow","Diptera","Chironomidae","Chironomidae",9,2,212,124046.267085061,"beaver","kick_net"
"7435",122,"Rot","Inflow","Diptera","Chironomidae","Chironomidae",9,2,212,124046.267085061,"beaver","kick_net"
"7436",122,"Rot","Inflow","Diptera","Chironomidae","Chironomidae",10,2,212,124046.267085061,"beaver","kick_net"
"7437",122,"Rot","Inflow","Diptera","Simuliidae","Simuliidae",3,2,212,124046.267085061,"beaver","kick_net"
"7438",122,"Rot","Inflow","Diptera","Simuliidae","Simuliidae",4,2,212,124046.267085061,"beaver","kick_net"
"7439",122,"Rot","Inflow","Diptera","Simuliidae","Simuliidae",4,2,212,124046.267085061,"beaver","kick_net"
"7440",122,"Rot","Inflow","Diptera","Simuliidae","Simuliidae",6,2,212,124046.267085061,"beaver","kick_net"
"7441",122,"Rot","Inflow","Diptera","Simuliidae","Simuliidae",6,2,212,124046.267085061,"beaver","kick_net"
"7442",122,"Rot","Inflow","Diptera","Simuliidae","Simuliidae",6,2,212,124046.267085061,"beaver","kick_net"
"7443",122,"Rot","Inflow","Diptera","Limoniidae","Limoniidae",4,2,212,124046.267085061,"beaver","kick_net"
"7444",122,"Rot","Inflow","Diptera","Limoniidae","Limoniidae",5,2,212,124046.267085061,"beaver","kick_net"
"7445",122,"Rot","Inflow","Diptera","Limoniidae","Limoniidae",5,2,212,124046.267085061,"beaver","kick_net"
"7446",122,"Rot","Inflow","Diptera","Limoniidae","Limoniidae",10,2,212,124046.267085061,"beaver","kick_net"
"7447",122,"Rot","Inflow","Diptera","Limoniidae","Limoniidae",12,2,212,124046.267085061,"beaver","kick_net"
"7448",122,"Rot","Inflow","Diptera","Limoniidae","Limoniidae",13,2,212,124046.267085061,"beaver","kick_net"
"7449",122,"Rot","Inflow","Plecoptera","Nemouridae","Nemouridae",4,2,212,124046.267085061,"beaver","kick_net"
"7450",122,"Rot","Inflow","Plecoptera","Nemouridae","Nemouridae",5,2,212,124046.267085061,"beaver","kick_net"
"7451",122,"Rot","Inflow","Trichoptera","Rhyacophilidae","Rhyacophilidae",16,2,212,124046.267085061,"beaver","kick_net"
"7452",122,"Rot","Inflow","Trichoptera","Hydropsychidae","Hydropsychidae",10,2,212,124046.267085061,"beaver","kick_net"
"7453",122,"Rot","Inflow","Trichoptera","Hydropsychidae","Hydropsychidae",10,2,212,124046.267085061,"beaver","kick_net"
"7454",122,"Rot","Inflow","Trichoptera","Hydropsychidae","Hydropsychidae",16,2,212,124046.267085061,"beaver","kick_net"
"7455",122,"Rot","Inflow","Trichoptera","Brachycentridae","Brachycentridae",26,2,212,124046.267085061,"beaver","kick_net"
"7456",122,"Rot","Inflow","Trichoptera","Brachycentridae","Brachycentridae",26,2,212,124046.267085061,"beaver","kick_net"
"7457",122,"Rot","Inflow","Coleoptera","Elmidae","Elmidae",2,2,212,124046.267085061,"beaver","kick_net"
"7458",122,"Rot","Inflow","Coleoptera","Elmidae","Elmidae",5,2,212,124046.267085061,"beaver","kick_net"
"7459",122,"Rot","Inflow","Coleoptera","Dytiscidae","Dytiscidae",3,2,212,124046.267085061,"beaver","kick_net"
"7460",122,"Rot","Inflow","Amphipoda","Gammaridae","Gammaridae",2,2,212,124046.267085061,"beaver","kick_net"
"7461",122,"Rot","Inflow","Amphipoda","Gammaridae","Gammaridae",2,2,212,124046.267085061,"beaver","kick_net"
"7462",122,"Rot","Inflow","Amphipoda","Gammaridae","Gammaridae",2,2,212,124046.267085061,"beaver","kick_net"
"7463",122,"Rot","Inflow","Amphipoda","Gammaridae","Gammaridae",2,2,212,124046.267085061,"beaver","kick_net"
"7464",122,"Rot","Inflow","Amphipoda","Gammaridae","Gammaridae",2,2,212,124046.267085061,"beaver","kick_net"
"7465",122,"Rot","Inflow","Amphipoda","Gammaridae","Gammaridae",3,2,212,124046.267085061,"beaver","kick_net"
"7466",122,"Rot","Inflow","Amphipoda","Gammaridae","Gammaridae",3,2,212,124046.267085061,"beaver","kick_net"
"7467",122,"Rot","Inflow","Amphipoda","Gammaridae","Gammaridae",3,2,212,124046.267085061,"beaver","kick_net"
"7468",122,"Rot","Inflow","Amphipoda","Gammaridae","Gammaridae",3,2,212,124046.267085061,"beaver","kick_net"
"7469",122,"Rot","Inflow","Amphipoda","Gammaridae","Gammaridae",3,2,212,124046.267085061,"beaver","kick_net"
"7470",122,"Rot","Inflow","Amphipoda","Gammaridae","Gammaridae",3,2,212,124046.267085061,"beaver","kick_net"
"7471",122,"Rot","Inflow","Amphipoda","Gammaridae","Gammaridae",4,2,212,124046.267085061,"beaver","kick_net"
"7472",122,"Rot","Inflow","Amphipoda","Gammaridae","Gammaridae",4,2,212,124046.267085061,"beaver","kick_net"
"7473",122,"Rot","Inflow","Amphipoda","Gammaridae","Gammaridae",4,2,212,124046.267085061,"beaver","kick_net"
"7474",122,"Rot","Inflow","Amphipoda","Gammaridae","Gammaridae",5,2,212,124046.267085061,"beaver","kick_net"
"7475",122,"Rot","Inflow","Amphipoda","Gammaridae","Gammaridae",5,2,212,124046.267085061,"beaver","kick_net"
"7476",122,"Rot","Inflow","Amphipoda","Gammaridae","Gammaridae",7,2,212,124046.267085061,"beaver","kick_net"
"7477",122,"Rot","Inflow","Amphipoda","Gammaridae","Gammaridae",7,2,212,124046.267085061,"beaver","kick_net"
"7478",122,"Rot","Inflow","Amphipoda","Gammaridae","Gammaridae",7,2,212,124046.267085061,"beaver","kick_net"
"7479",122,"Rot","Inflow","Amphipoda","Gammaridae","Gammaridae",7,2,212,124046.267085061,"beaver","kick_net"
"7480",122,"Rot","Inflow","Amphipoda","Gammaridae","Gammaridae",7,2,212,124046.267085061,"beaver","kick_net"
"7481",122,"Rot","Inflow","Amphipoda","Gammaridae","Gammaridae",8,2,212,124046.267085061,"beaver","kick_net"
"7482",122,"Rot","Inflow","Amphipoda","Gammaridae","Gammaridae",8,2,212,124046.267085061,"beaver","kick_net"
"7483",122,"Rot","Inflow","Amphipoda","Gammaridae","Gammaridae",8,2,212,124046.267085061,"beaver","kick_net"
"7484",122,"Rot","Inflow","Amphipoda","Gammaridae","Gammaridae",8,2,212,124046.267085061,"beaver","kick_net"
"7485",122,"Rot","Inflow","Amphipoda","Gammaridae","Gammaridae",8,2,212,124046.267085061,"beaver","kick_net"
"7486",122,"Rot","Inflow","Amphipoda","Gammaridae","Gammaridae",8,2,212,124046.267085061,"beaver","kick_net"
"7487",122,"Rot","Inflow","Amphipoda","Gammaridae","Gammaridae",8,2,212,124046.267085061,"beaver","kick_net"
"7488",122,"Rot","Inflow","Amphipoda","Gammaridae","Gammaridae",8,2,212,124046.267085061,"beaver","kick_net"
"7489",122,"Rot","Inflow","Amphipoda","Gammaridae","Gammaridae",8,2,212,124046.267085061,"beaver","kick_net"
"7490",122,"Rot","Inflow","Amphipoda","Gammaridae","Gammaridae",8,2,212,124046.267085061,"beaver","kick_net"
"7491",122,"Rot","Inflow","Amphipoda","Gammaridae","Gammaridae",8,2,212,124046.267085061,"beaver","kick_net"
"7492",122,"Rot","Inflow","Amphipoda","Gammaridae","Gammaridae",9,2,212,124046.267085061,"beaver","kick_net"
"7493",122,"Rot","Inflow","Amphipoda","Gammaridae","Gammaridae",9,2,212,124046.267085061,"beaver","kick_net"
"7494",122,"Rot","Inflow","Amphipoda","Gammaridae","Gammaridae",9,2,212,124046.267085061,"beaver","kick_net"
"7495",122,"Rot","Inflow","Amphipoda","Gammaridae","Gammaridae",9,2,212,124046.267085061,"beaver","kick_net"
"7496",122,"Rot","Inflow","Amphipoda","Gammaridae","Gammaridae",9,2,212,124046.267085061,"beaver","kick_net"
"7497",122,"Rot","Inflow","Amphipoda","Gammaridae","Gammaridae",9,2,212,124046.267085061,"beaver","kick_net"
"7498",122,"Rot","Inflow","Amphipoda","Gammaridae","Gammaridae",9,2,212,124046.267085061,"beaver","kick_net"
"7499",122,"Rot","Inflow","Amphipoda","Gammaridae","Gammaridae",10,2,212,124046.267085061,"beaver","kick_net"
"7500",122,"Rot","Inflow","Amphipoda","Gammaridae","Gammaridae",10,2,212,124046.267085061,"beaver","kick_net"
"7501",122,"Rot","Inflow","Amphipoda","Gammaridae","Gammaridae",10,2,212,124046.267085061,"beaver","kick_net"
"7502",122,"Rot","Inflow","Amphipoda","Gammaridae","Gammaridae",10,2,212,124046.267085061,"beaver","kick_net"
"7503",122,"Rot","Inflow","Amphipoda","Gammaridae","Gammaridae",10,2,212,124046.267085061,"beaver","kick_net"
"7504",122,"Rot","Inflow","Amphipoda","Gammaridae","Gammaridae",10,2,212,124046.267085061,"beaver","kick_net"
"7505",122,"Rot","Inflow","Amphipoda","Gammaridae","Gammaridae",10,2,212,124046.267085061,"beaver","kick_net"
"7506",122,"Rot","Inflow","Amphipoda","Gammaridae","Gammaridae",11,2,212,124046.267085061,"beaver","kick_net"
"7507",122,"Rot","Inflow","Amphipoda","Gammaridae","Gammaridae",11,2,212,124046.267085061,"beaver","kick_net"
"7508",122,"Rot","Inflow","Amphipoda","Gammaridae","Gammaridae",11,2,212,124046.267085061,"beaver","kick_net"
"7509",122,"Rot","Inflow","Amphipoda","Gammaridae","Gammaridae",11,2,212,124046.267085061,"beaver","kick_net"
"7510",122,"Rot","Inflow","Amphipoda","Gammaridae","Gammaridae",11,2,212,124046.267085061,"beaver","kick_net"
"7511",122,"Rot","Inflow","Amphipoda","Gammaridae","Gammaridae",12,2,212,124046.267085061,"beaver","kick_net"
"7512",122,"Rot","Inflow","Amphipoda","Gammaridae","Gammaridae",12,2,212,124046.267085061,"beaver","kick_net"
"7513",122,"Rot","Inflow","Amphipoda","Gammaridae","Gammaridae",14,2,212,124046.267085061,"beaver","kick_net"
"7514",123,"Rot","Pool","Bivalvia","Sphaeriidae","Sphaeriidae",1,2,212,124046.267085061,"beaver","kick_net"
"7515",123,"Rot","Pool","Bivalvia","Sphaeriidae","Sphaeriidae",2,2,212,124046.267085061,"beaver","kick_net"
"7516",123,"Rot","Pool","Bivalvia","Sphaeriidae","Sphaeriidae",2,2,212,124046.267085061,"beaver","kick_net"
"7517",123,"Rot","Pool","Bivalvia","Sphaeriidae","Sphaeriidae",3,2,212,124046.267085061,"beaver","kick_net"
"7518",123,"Rot","Pool","Bivalvia","Sphaeriidae","Sphaeriidae",3,2,212,124046.267085061,"beaver","kick_net"
"7519",123,"Rot","Pool","Bivalvia","Sphaeriidae","Sphaeriidae",4,2,212,124046.267085061,"beaver","kick_net"
"7520",123,"Rot","Pool","Gastropoda","Ancylidae","Ancylidae",2,2,212,124046.267085061,"beaver","kick_net"
"7521",123,"Rot","Pool","Gastropoda","Ancylidae","Ancylidae",3,2,212,124046.267085061,"beaver","kick_net"
"7522",123,"Rot","Pool","Gastropoda","Hydrobiidae","Hydrobiidae",2,2,212,124046.267085061,"beaver","kick_net"
"7523",123,"Rot","Pool","Ephemeroptera","Ephemerellidae","Ephemerellidae",3,2,212,124046.267085061,"beaver","kick_net"
"7524",123,"Rot","Pool","Diptera","Psychodidae","Psychodidae",3,2,212,124046.267085061,"beaver","kick_net"
"7525",123,"Rot","Pool","Diptera","Psychodidae","Psychodidae",5,2,212,124046.267085061,"beaver","kick_net"
"7526",123,"Rot","Pool","Diptera","Empididae","Empididae",5,2,212,124046.267085061,"beaver","kick_net"
"7527",123,"Rot","Pool","Diptera","Chironomidae","Chironomidae",2,2,212,124046.267085061,"beaver","kick_net"
"7528",123,"Rot","Pool","Diptera","Chironomidae","Chironomidae",2,2,212,124046.267085061,"beaver","kick_net"
"7529",123,"Rot","Pool","Diptera","Chironomidae","Chironomidae",3,2,212,124046.267085061,"beaver","kick_net"
"7530",123,"Rot","Pool","Diptera","Chironomidae","Chironomidae",3,2,212,124046.267085061,"beaver","kick_net"
"7531",123,"Rot","Pool","Diptera","Chironomidae","Chironomidae",3,2,212,124046.267085061,"beaver","kick_net"
"7532",123,"Rot","Pool","Amphipoda","Gammaridae","Gammaridae",1,2,212,124046.267085061,"beaver","kick_net"
"7533",123,"Rot","Pool","Amphipoda","Gammaridae","Gammaridae",1,2,212,124046.267085061,"beaver","kick_net"
"7534",123,"Rot","Pool","Amphipoda","Gammaridae","Gammaridae",1,2,212,124046.267085061,"beaver","kick_net"
"7535",123,"Rot","Pool","Amphipoda","Gammaridae","Gammaridae",2,2,212,124046.267085061,"beaver","kick_net"
"7536",123,"Rot","Pool","Amphipoda","Gammaridae","Gammaridae",2,2,212,124046.267085061,"beaver","kick_net"
"7537",123,"Rot","Pool","Amphipoda","Gammaridae","Gammaridae",2,2,212,124046.267085061,"beaver","kick_net"
"7538",123,"Rot","Pool","Amphipoda","Gammaridae","Gammaridae",2,2,212,124046.267085061,"beaver","kick_net"
"7539",123,"Rot","Pool","Amphipoda","Gammaridae","Gammaridae",2,2,212,124046.267085061,"beaver","kick_net"
"7540",123,"Rot","Pool","Amphipoda","Gammaridae","Gammaridae",2,2,212,124046.267085061,"beaver","kick_net"
"7541",123,"Rot","Pool","Amphipoda","Gammaridae","Gammaridae",2,2,212,124046.267085061,"beaver","kick_net"
"7542",123,"Rot","Pool","Amphipoda","Gammaridae","Gammaridae",2,2,212,124046.267085061,"beaver","kick_net"
"7543",123,"Rot","Pool","Amphipoda","Gammaridae","Gammaridae",2,2,212,124046.267085061,"beaver","kick_net"
"7544",123,"Rot","Pool","Amphipoda","Gammaridae","Gammaridae",2,2,212,124046.267085061,"beaver","kick_net"
"7545",123,"Rot","Pool","Amphipoda","Gammaridae","Gammaridae",2,2,212,124046.267085061,"beaver","kick_net"
"7546",123,"Rot","Pool","Amphipoda","Gammaridae","Gammaridae",2,2,212,124046.267085061,"beaver","kick_net"
"7547",123,"Rot","Pool","Amphipoda","Gammaridae","Gammaridae",2,2,212,124046.267085061,"beaver","kick_net"
"7548",123,"Rot","Pool","Amphipoda","Gammaridae","Gammaridae",2,2,212,124046.267085061,"beaver","kick_net"
"7549",123,"Rot","Pool","Amphipoda","Gammaridae","Gammaridae",2,2,212,124046.267085061,"beaver","kick_net"
"7550",123,"Rot","Pool","Amphipoda","Gammaridae","Gammaridae",2,2,212,124046.267085061,"beaver","kick_net"
"7551",123,"Rot","Pool","Amphipoda","Gammaridae","Gammaridae",2,2,212,124046.267085061,"beaver","kick_net"
"7552",123,"Rot","Pool","Amphipoda","Gammaridae","Gammaridae",2,2,212,124046.267085061,"beaver","kick_net"
"7553",123,"Rot","Pool","Amphipoda","Gammaridae","Gammaridae",2,2,212,124046.267085061,"beaver","kick_net"
"7554",123,"Rot","Pool","Amphipoda","Gammaridae","Gammaridae",2,2,212,124046.267085061,"beaver","kick_net"
"7555",123,"Rot","Pool","Amphipoda","Gammaridae","Gammaridae",3,2,212,124046.267085061,"beaver","kick_net"
"7556",123,"Rot","Pool","Nemathelminthes",NA,"Nemathelminthes",15,2,212,124046.267085061,"beaver","kick_net"
"7557",123,"Rot","Pool","Nemathelminthes",NA,"Nemathelminthes",20,2,212,124046.267085061,"beaver","kick_net"
"7558",123,"Rot","Pool","Oligochaeta",NA,"Oligochaeta",1,2,212,124046.267085061,"beaver","kick_net"
"7559",123,"Rot","Pool","Oligochaeta",NA,"Oligochaeta",1,2,212,124046.267085061,"beaver","kick_net"
"7560",123,"Rot","Pool","Oligochaeta",NA,"Oligochaeta",2,2,212,124046.267085061,"beaver","kick_net"
"7561",123,"Rot","Pool","Oligochaeta",NA,"Oligochaeta",2,2,212,124046.267085061,"beaver","kick_net"
"7562",123,"Rot","Pool","Oligochaeta",NA,"Oligochaeta",2,2,212,124046.267085061,"beaver","kick_net"
"7563",123,"Rot","Pool","Oligochaeta",NA,"Oligochaeta",2,2,212,124046.267085061,"beaver","kick_net"
"7564",123,"Rot","Pool","Oligochaeta",NA,"Oligochaeta",2,2,212,124046.267085061,"beaver","kick_net"
"7565",123,"Rot","Pool","Oligochaeta",NA,"Oligochaeta",2,2,212,124046.267085061,"beaver","kick_net"
"7566",123,"Rot","Pool","Oligochaeta",NA,"Oligochaeta",2,2,212,124046.267085061,"beaver","kick_net"
"7567",123,"Rot","Pool","Oligochaeta",NA,"Oligochaeta",2,2,212,124046.267085061,"beaver","kick_net"
"7568",123,"Rot","Pool","Oligochaeta",NA,"Oligochaeta",2,2,212,124046.267085061,"beaver","kick_net"
"7569",123,"Rot","Pool","Oligochaeta",NA,"Oligochaeta",3,2,212,124046.267085061,"beaver","kick_net"
"7570",123,"Rot","Pool","Oligochaeta",NA,"Oligochaeta",3,2,212,124046.267085061,"beaver","kick_net"
"7571",123,"Rot","Pool","Oligochaeta",NA,"Oligochaeta",3,2,212,124046.267085061,"beaver","kick_net"
"7572",123,"Rot","Pool","Oligochaeta",NA,"Oligochaeta",3,2,212,124046.267085061,"beaver","kick_net"
"7573",123,"Rot","Pool","Oligochaeta",NA,"Oligochaeta",4,2,212,124046.267085061,"beaver","kick_net"
"7574",123,"Rot","Pool","Oligochaeta",NA,"Oligochaeta",5,2,212,124046.267085061,"beaver","kick_net"
"7575",123,"Rot","Pool","Oligochaeta",NA,"Oligochaeta",5,2,212,124046.267085061,"beaver","kick_net"
"7576",123,"Rot","Pool","Oligochaeta",NA,"Oligochaeta",5,2,212,124046.267085061,"beaver","kick_net"
"7577",123,"Rot","Pool","Oligochaeta",NA,"Oligochaeta",6,2,212,124046.267085061,"beaver","kick_net"
"7578",123,"Rot","Pool","Oligochaeta",NA,"Oligochaeta",6,2,212,124046.267085061,"beaver","kick_net"
"7579",123,"Rot","Pool","Oligochaeta",NA,"Oligochaeta",6,2,212,124046.267085061,"beaver","kick_net"
"7580",123,"Rot","Pool","Oligochaeta",NA,"Oligochaeta",7,2,212,124046.267085061,"beaver","kick_net"
"7581",123,"Rot","Pool","Oligochaeta",NA,"Oligochaeta",7,2,212,124046.267085061,"beaver","kick_net"
"7582",123,"Rot","Pool","Oligochaeta",NA,"Oligochaeta",7,2,212,124046.267085061,"beaver","kick_net"
"7583",123,"Rot","Pool","Oligochaeta",NA,"Oligochaeta",7,2,212,124046.267085061,"beaver","kick_net"
"7584",123,"Rot","Pool","Oligochaeta",NA,"Oligochaeta",8,2,212,124046.267085061,"beaver","kick_net"
"7585",123,"Rot","Pool","Oligochaeta",NA,"Oligochaeta",9,2,212,124046.267085061,"beaver","kick_net"
"7586",123,"Rot","Pool","Oligochaeta",NA,"Oligochaeta",9,2,212,124046.267085061,"beaver","kick_net"
"7587",123,"Rot","Pool","Oligochaeta",NA,"Oligochaeta",12,2,212,124046.267085061,"beaver","kick_net"
"7588",123,"Rot","Pool","Oligochaeta",NA,"Oligochaeta",13,2,212,124046.267085061,"beaver","kick_net"
"7589",123,"Rot","Pool","Oligochaeta",NA,"Oligochaeta",14,2,212,124046.267085061,"beaver","kick_net"
"7590",123,"Rot","Pool","Oligochaeta",NA,"Oligochaeta",22,2,212,124046.267085061,"beaver","kick_net"
"7591",123,"Rot","Pool","Ephemeroptera","Ephemerellidae","Ephemerellidae",2,2,212,124046.267085061,"beaver","kick_net"
"7592",123,"Rot","Pool","Ephemeroptera","Ephemerellidae","Ephemerellidae",2,2,212,124046.267085061,"beaver","kick_net"
"7593",123,"Rot","Pool","Ephemeroptera","Ephemerellidae","Ephemerellidae",2,2,212,124046.267085061,"beaver","kick_net"
"7594",123,"Rot","Pool","Ephemeroptera","Ephemerellidae","Ephemerellidae",3,2,212,124046.267085061,"beaver","kick_net"
"7595",123,"Rot","Pool","Ephemeroptera","Ephemerellidae","Ephemerellidae",3,2,212,124046.267085061,"beaver","kick_net"
"7596",123,"Rot","Pool","Ephemeroptera","Ephemerellidae","Ephemerellidae",3,2,212,124046.267085061,"beaver","kick_net"
"7597",123,"Rot","Pool","Ephemeroptera","Ephemerellidae","Ephemerellidae",3,2,212,124046.267085061,"beaver","kick_net"
"7598",123,"Rot","Pool","Ephemeroptera","Ephemerellidae","Ephemerellidae",3,2,212,124046.267085061,"beaver","kick_net"
"7599",123,"Rot","Pool","Ephemeroptera","Ephemerellidae","Ephemerellidae",3,2,212,124046.267085061,"beaver","kick_net"
"7600",123,"Rot","Pool","Ephemeroptera","Ephemerellidae","Ephemerellidae",3,2,212,124046.267085061,"beaver","kick_net"
"7601",123,"Rot","Pool","Ephemeroptera","Ephemerellidae","Ephemerellidae",3,2,212,124046.267085061,"beaver","kick_net"
"7602",123,"Rot","Pool","Ephemeroptera","Ephemerellidae","Ephemerellidae",3,2,212,124046.267085061,"beaver","kick_net"
"7603",123,"Rot","Pool","Ephemeroptera","Ephemerellidae","Ephemerellidae",3,2,212,124046.267085061,"beaver","kick_net"
"7604",123,"Rot","Pool","Ephemeroptera","Ephemerellidae","Ephemerellidae",4,2,212,124046.267085061,"beaver","kick_net"
"7605",123,"Rot","Pool","Ephemeroptera","Ephemerellidae","Ephemerellidae",4,2,212,124046.267085061,"beaver","kick_net"
"7606",123,"Rot","Pool","Ephemeroptera","Ephemerellidae","Ephemerellidae",4,2,212,124046.267085061,"beaver","kick_net"
"7607",123,"Rot","Pool","Ephemeroptera","Ephemerellidae","Ephemerellidae",4,2,212,124046.267085061,"beaver","kick_net"
"7608",123,"Rot","Pool","Ephemeroptera","Ephemerellidae","Ephemerellidae",4,2,212,124046.267085061,"beaver","kick_net"
"7609",123,"Rot","Pool","Ephemeroptera","Ephemerellidae","Ephemerellidae",4,2,212,124046.267085061,"beaver","kick_net"
"7610",123,"Rot","Pool","Ephemeroptera","Ephemerellidae","Ephemerellidae",4,2,212,124046.267085061,"beaver","kick_net"
"7611",123,"Rot","Pool","Ephemeroptera","Ephemerellidae","Ephemerellidae",4,2,212,124046.267085061,"beaver","kick_net"
"7612",123,"Rot","Pool","Ephemeroptera","Ephemerellidae","Ephemerellidae",4,2,212,124046.267085061,"beaver","kick_net"
"7613",123,"Rot","Pool","Ephemeroptera","Ephemerellidae","Ephemerellidae",4,2,212,124046.267085061,"beaver","kick_net"
"7614",123,"Rot","Pool","Ephemeroptera","Ephemerellidae","Ephemerellidae",4,2,212,124046.267085061,"beaver","kick_net"
"7615",123,"Rot","Pool","Ephemeroptera","Ephemerellidae","Ephemerellidae",4,2,212,124046.267085061,"beaver","kick_net"
"7616",123,"Rot","Pool","Ephemeroptera","Ephemerellidae","Ephemerellidae",4,2,212,124046.267085061,"beaver","kick_net"
"7617",123,"Rot","Pool","Ephemeroptera","Ephemerellidae","Ephemerellidae",4,2,212,124046.267085061,"beaver","kick_net"
"7618",123,"Rot","Pool","Ephemeroptera","Ephemerellidae","Ephemerellidae",4,2,212,124046.267085061,"beaver","kick_net"
"7619",123,"Rot","Pool","Ephemeroptera","Ephemerellidae","Ephemerellidae",4,2,212,124046.267085061,"beaver","kick_net"
"7620",123,"Rot","Pool","Ephemeroptera","Ephemerellidae","Ephemerellidae",4,2,212,124046.267085061,"beaver","kick_net"
"7621",123,"Rot","Pool","Ephemeroptera","Ephemerellidae","Ephemerellidae",4,2,212,124046.267085061,"beaver","kick_net"
"7622",123,"Rot","Pool","Ephemeroptera","Ephemerellidae","Ephemerellidae",5,2,212,124046.267085061,"beaver","kick_net"
"7623",123,"Rot","Pool","Ephemeroptera","Ephemerellidae","Ephemerellidae",5,2,212,124046.267085061,"beaver","kick_net"
"7624",123,"Rot","Pool","Ephemeroptera","Ephemerellidae","Ephemerellidae",5,2,212,124046.267085061,"beaver","kick_net"
"7625",123,"Rot","Pool","Ephemeroptera","Ephemerellidae","Ephemerellidae",5,2,212,124046.267085061,"beaver","kick_net"
"7626",123,"Rot","Pool","Ephemeroptera","Ephemerellidae","Ephemerellidae",5,2,212,124046.267085061,"beaver","kick_net"
"7627",123,"Rot","Pool","Ephemeroptera","Ephemerellidae","Ephemerellidae",5,2,212,124046.267085061,"beaver","kick_net"
"7628",123,"Rot","Pool","Ephemeroptera","Ephemerellidae","Ephemerellidae",5,2,212,124046.267085061,"beaver","kick_net"
"7629",123,"Rot","Pool","Ephemeroptera","Ephemerellidae","Ephemerellidae",5,2,212,124046.267085061,"beaver","kick_net"
"7630",123,"Rot","Pool","Ephemeroptera","Ephemerellidae","Ephemerellidae",5,2,212,124046.267085061,"beaver","kick_net"
"7631",123,"Rot","Pool","Ephemeroptera","Ephemerellidae","Ephemerellidae",5,2,212,124046.267085061,"beaver","kick_net"
"7632",123,"Rot","Pool","Ephemeroptera","Ephemerellidae","Ephemerellidae",5,2,212,124046.267085061,"beaver","kick_net"
"7633",123,"Rot","Pool","Ephemeroptera","Ephemerellidae","Ephemerellidae",5,2,212,124046.267085061,"beaver","kick_net"
"7634",123,"Rot","Pool","Ephemeroptera","Ephemerellidae","Ephemerellidae",5,2,212,124046.267085061,"beaver","kick_net"
"7635",123,"Rot","Pool","Ephemeroptera","Ephemerellidae","Ephemerellidae",5,2,212,124046.267085061,"beaver","kick_net"
"7636",123,"Rot","Pool","Ephemeroptera","Ephemerellidae","Ephemerellidae",5,2,212,124046.267085061,"beaver","kick_net"
"7637",123,"Rot","Pool","Ephemeroptera","Ephemerellidae","Ephemerellidae",5,2,212,124046.267085061,"beaver","kick_net"
