"","site","location","point","order","family","length","ecomorphology","area_pool","human_influence","method"
"39475","Hemishofen","Control","2","Entomobryomorpha",NA,1,2,249,39087.44309631,"suction"
"39476","Hemishofen","Control","2","Entomobryomorpha",NA,1,2,249,39087.44309631,"suction"
"39477","Hemishofen","Control","2","Entomobryomorpha",NA,1,2,249,39087.44309631,"suction"
"39478","Hemishofen","Control","2","Entomobryomorpha",NA,1,2,249,39087.44309631,"suction"
"39479","Hemishofen","Control","2","Entomobryomorpha",NA,1,2,249,39087.44309631,"suction"
"39480","Hemishofen","Control","2","Entomobryomorpha",NA,1,2,249,39087.44309631,"suction"
"39481","Hemishofen","Control","2","Entomobryomorpha",NA,1,2,249,39087.44309631,"suction"
"39482","Hemishofen","Control","2","Entomobryomorpha",NA,1,2,249,39087.44309631,"suction"
"39483","Hemishofen","Control","2","Entomobryomorpha",NA,1,2,249,39087.44309631,"suction"
"39484","Hemishofen","Control","2","Entomobryomorpha",NA,1,2,249,39087.44309631,"suction"
"39485","Hemishofen","Control","2","Entomobryomorpha",NA,1,2,249,39087.44309631,"suction"
"39486","Hemishofen","Control","2","Entomobryomorpha",NA,1,2,249,39087.44309631,"suction"
"39487","Hemishofen","Control","2","Entomobryomorpha",NA,1,2,249,39087.44309631,"suction"
"39488","Hemishofen","Control","2","Entomobryomorpha",NA,1,2,249,39087.44309631,"suction"
"39489","Hemishofen","Control","2","Entomobryomorpha",NA,1,2,249,39087.44309631,"suction"
"39490","Hemishofen","Control","2","Entomobryomorpha",NA,1,2,249,39087.44309631,"suction"
"39491","Hemishofen","Control","2","Entomobryomorpha",NA,1,2,249,39087.44309631,"suction"
"39492","Hemishofen","Control","2","Entomobryomorpha",NA,1,2,249,39087.44309631,"suction"
"39493","Hemishofen","Control","2","Entomobryomorpha",NA,1,2,249,39087.44309631,"suction"
"39494","Hemishofen","Control","2","Entomobryomorpha",NA,1,2,249,39087.44309631,"suction"
"39495","Hemishofen","Control","2","Entomobryomorpha",NA,1,2,249,39087.44309631,"suction"
"39496","Hemishofen","Control","2","Entomobryomorpha",NA,1,2,249,39087.44309631,"suction"
"39497","Hemishofen","Control","2","Entomobryomorpha",NA,1,2,249,39087.44309631,"suction"
"39498","Hemishofen","Control","2","Entomobryomorpha",NA,1,2,249,39087.44309631,"suction"
"39499","Hemishofen","Control","2","Entomobryomorpha",NA,1,2,249,39087.44309631,"suction"
"39500","Hemishofen","Control","2","Entomobryomorpha",NA,1,2,249,39087.44309631,"suction"
"39501","Hemishofen","Control","2","Entomobryomorpha",NA,1,2,249,39087.44309631,"suction"
"39502","Hemishofen","Control","2","Entomobryomorpha",NA,1,2,249,39087.44309631,"suction"
"39503","Hemishofen","Control","2","Entomobryomorpha",NA,1,2,249,39087.44309631,"suction"
"39504","Hemishofen","Control","2","Entomobryomorpha",NA,1,2,249,39087.44309631,"suction"
"39505","Hemishofen","Control","2","Entomobryomorpha",NA,1,2,249,39087.44309631,"suction"
"39506","Hemishofen","Control","2","Entomobryomorpha",NA,1,2,249,39087.44309631,"suction"
"39507","Hemishofen","Control","2","Entomobryomorpha",NA,1,2,249,39087.44309631,"suction"
"39508","Hemishofen","Control","2","Entomobryomorpha",NA,1,2,249,39087.44309631,"suction"
"39509","Hemishofen","Control","2","Entomobryomorpha",NA,1,2,249,39087.44309631,"suction"
"39510","Hemishofen","Control","2","Entomobryomorpha",NA,1,2,249,39087.44309631,"suction"
"39511","Hemishofen","Control","2","Entomobryomorpha",NA,1,2,249,39087.44309631,"suction"
"39512","Hemishofen","Control","2","Entomobryomorpha",NA,1,2,249,39087.44309631,"suction"
"39513","Hemishofen","Control","2","Entomobryomorpha",NA,1,2,249,39087.44309631,"suction"
"39514","Hemishofen","Control","2","Entomobryomorpha",NA,1,2,249,39087.44309631,"suction"
"39515","Hemishofen","Control","2","Entomobryomorpha",NA,1,2,249,39087.44309631,"suction"
"39516","Hemishofen","Control","2","Entomobryomorpha",NA,1,2,249,39087.44309631,"suction"
"39517","Hemishofen","Control","2","Entomobryomorpha",NA,1,2,249,39087.44309631,"suction"
"39518","Hemishofen","Control","2","Entomobryomorpha",NA,1,2,249,39087.44309631,"suction"
"39519","Hemishofen","Control","2","Entomobryomorpha",NA,1,2,249,39087.44309631,"suction"
"39520","Hemishofen","Control","2","Entomobryomorpha",NA,1,2,249,39087.44309631,"suction"
"39521","Hemishofen","Control","2","Entomobryomorpha",NA,1,2,249,39087.44309631,"suction"
"39522","Hemishofen","Control","2","Entomobryomorpha",NA,1,2,249,39087.44309631,"suction"
"39523","Hemishofen","Control","2","Entomobryomorpha",NA,1,2,249,39087.44309631,"suction"
"39524","Hemishofen","Control","2","Entomobryomorpha",NA,1,2,249,39087.44309631,"suction"
"39525","Hemishofen","Control","2","Entomobryomorpha",NA,1,2,249,39087.44309631,"suction"
"39526","Hemishofen","Control","2","Entomobryomorpha",NA,1,2,249,39087.44309631,"suction"
"39527","Hemishofen","Control","2","Entomobryomorpha",NA,1,2,249,39087.44309631,"suction"
"39528","Hemishofen","Control","2","Entomobryomorpha",NA,1,2,249,39087.44309631,"suction"
"39529","Hemishofen","Control","2","Entomobryomorpha",NA,1,2,249,39087.44309631,"suction"
"39530","Hemishofen","Control","2","Entomobryomorpha",NA,1,2,249,39087.44309631,"suction"
"39531","Hemishofen","Control","2","Entomobryomorpha",NA,1,2,249,39087.44309631,"suction"
"39532","Hemishofen","Control","2","Entomobryomorpha",NA,1,2,249,39087.44309631,"suction"
"39533","Hemishofen","Control","2","Entomobryomorpha",NA,1,2,249,39087.44309631,"suction"
"39534","Hemishofen","Control","2","Entomobryomorpha",NA,1,2,249,39087.44309631,"suction"
"39535","Hemishofen","Control","2","Entomobryomorpha",NA,1,2,249,39087.44309631,"suction"
"39536","Hemishofen","Control","2","Entomobryomorpha",NA,1,2,249,39087.44309631,"suction"
"39537","Hemishofen","Control","2","Entomobryomorpha",NA,1,2,249,39087.44309631,"suction"
"39538","Hemishofen","Control","2","Entomobryomorpha",NA,1,2,249,39087.44309631,"suction"
"39539","Hemishofen","Control","2","Entomobryomorpha",NA,1,2,249,39087.44309631,"suction"
"39540","Hemishofen","Control","2","Entomobryomorpha",NA,1,2,249,39087.44309631,"suction"
"39541","Hemishofen","Control","2","Entomobryomorpha",NA,1,2,249,39087.44309631,"suction"
"39542","Hemishofen","Control","2","Entomobryomorpha",NA,1,2,249,39087.44309631,"suction"
"39543","Hemishofen","Control","2","Entomobryomorpha",NA,1,2,249,39087.44309631,"suction"
"39544","Hemishofen","Control","2","Entomobryomorpha",NA,1,2,249,39087.44309631,"suction"
"39545","Hemishofen","Control","2","Entomobryomorpha",NA,1,2,249,39087.44309631,"suction"
"39546","Hemishofen","Control","2","Entomobryomorpha",NA,1,2,249,39087.44309631,"suction"
"39547","Hemishofen","Control","2","Entomobryomorpha",NA,1,2,249,39087.44309631,"suction"
"39548","Hemishofen","Control","2","Entomobryomorpha",NA,1,2,249,39087.44309631,"suction"
"39549","Hemishofen","Control","2","Entomobryomorpha",NA,1,2,249,39087.44309631,"suction"
"39550","Hemishofen","Control","2","Entomobryomorpha",NA,1,2,249,39087.44309631,"suction"
"39551","Hemishofen","Control","2","Entomobryomorpha",NA,1,2,249,39087.44309631,"suction"
"39552","Hemishofen","Control","2","Entomobryomorpha",NA,1,2,249,39087.44309631,"suction"
"39553","Hemishofen","Control","2","Entomobryomorpha",NA,1,2,249,39087.44309631,"suction"
"39554","Hemishofen","Control","2","Entomobryomorpha",NA,1,2,249,39087.44309631,"suction"
"39555","Hemishofen","Control","2","Entomobryomorpha",NA,1,2,249,39087.44309631,"suction"
"39556","Hemishofen","Control","2","Entomobryomorpha",NA,1,2,249,39087.44309631,"suction"
"39557","Hemishofen","Control","2","Entomobryomorpha",NA,1,2,249,39087.44309631,"suction"
"39558","Hemishofen","Control","2","Entomobryomorpha",NA,1,2,249,39087.44309631,"suction"
"39559","Hemishofen","Control","2","Entomobryomorpha",NA,1,2,249,39087.44309631,"suction"
"39560","Hemishofen","Control","2","Entomobryomorpha",NA,1,2,249,39087.44309631,"suction"
"39561","Hemishofen","Control","2","Entomobryomorpha",NA,1,2,249,39087.44309631,"suction"
"39562","Hemishofen","Control","2","Entomobryomorpha",NA,1,2,249,39087.44309631,"suction"
"39563","Hemishofen","Control","2","Entomobryomorpha",NA,1,2,249,39087.44309631,"suction"
"39564","Hemishofen","Control","2","Entomobryomorpha",NA,1,2,249,39087.44309631,"suction"
"39565","Hemishofen","Control","2","Entomobryomorpha",NA,1,2,249,39087.44309631,"suction"
"39566","Hemishofen","Control","2","Entomobryomorpha",NA,1,2,249,39087.44309631,"suction"
"39567","Hemishofen","Control","2","Entomobryomorpha",NA,1,2,249,39087.44309631,"suction"
"39568","Hemishofen","Control","2","Entomobryomorpha",NA,1,2,249,39087.44309631,"suction"
"39569","Hemishofen","Control","2","Entomobryomorpha",NA,1,2,249,39087.44309631,"suction"
"39570","Hemishofen","Control","2","Entomobryomorpha",NA,1,2,249,39087.44309631,"suction"
"39571","Hemishofen","Control","2","Entomobryomorpha",NA,1,2,249,39087.44309631,"suction"
"39572","Hemishofen","Control","2","Entomobryomorpha",NA,1,2,249,39087.44309631,"suction"
"39573","Hemishofen","Control","2","Entomobryomorpha",NA,1,2,249,39087.44309631,"suction"
"39574","Hemishofen","Control","2","Entomobryomorpha",NA,1,2,249,39087.44309631,"suction"
"39575","Hemishofen","Control","2","Entomobryomorpha",NA,1,2,249,39087.44309631,"suction"
"39576","Hemishofen","Control","2","Entomobryomorpha",NA,1,2,249,39087.44309631,"suction"
"39577","Hemishofen","Control","2","Entomobryomorpha",NA,1,2,249,39087.44309631,"suction"
"39578","Hemishofen","Control","2","Entomobryomorpha",NA,1,2,249,39087.44309631,"suction"
"39579","Hemishofen","Control","2","Entomobryomorpha",NA,1,2,249,39087.44309631,"suction"
"39580","Hemishofen","Control","2","Entomobryomorpha",NA,1,2,249,39087.44309631,"suction"
"39581","Hemishofen","Control","2","Entomobryomorpha",NA,1,2,249,39087.44309631,"suction"
"39582","Hemishofen","Control","2","Entomobryomorpha",NA,1,2,249,39087.44309631,"suction"
"39583","Hemishofen","Control","2","Entomobryomorpha",NA,1,2,249,39087.44309631,"suction"
"39584","Hemishofen","Control","2","Entomobryomorpha",NA,1,2,249,39087.44309631,"suction"
"39585","Hemishofen","Control","2","Entomobryomorpha",NA,1,2,249,39087.44309631,"suction"
"39586","Hemishofen","Control","2","Entomobryomorpha",NA,1,2,249,39087.44309631,"suction"
"39587","Hemishofen","Control","2","Entomobryomorpha",NA,1,2,249,39087.44309631,"suction"
"39588","Hemishofen","Control","2","Entomobryomorpha",NA,1,2,249,39087.44309631,"suction"
"39589","Hemishofen","Control","2","Entomobryomorpha",NA,1,2,249,39087.44309631,"suction"
"39590","Hemishofen","Control","2","Entomobryomorpha",NA,1,2,249,39087.44309631,"suction"
"39591","Hemishofen","Control","2","Entomobryomorpha",NA,1,2,249,39087.44309631,"suction"
"39592","Hemishofen","Control","2","Entomobryomorpha",NA,1,2,249,39087.44309631,"suction"
"39593","Hemishofen","Control","2","Entomobryomorpha",NA,1,2,249,39087.44309631,"suction"
"39594","Hemishofen","Control","2","Entomobryomorpha",NA,1,2,249,39087.44309631,"suction"
"39595","Hemishofen","Control","2","Entomobryomorpha",NA,1,2,249,39087.44309631,"suction"
"39596","Hemishofen","Control","2","Entomobryomorpha",NA,1,2,249,39087.44309631,"suction"
"39597","Hemishofen","Control","2","Entomobryomorpha",NA,1,2,249,39087.44309631,"suction"
"39598","Hemishofen","Control","2","Entomobryomorpha",NA,1,2,249,39087.44309631,"suction"
"39599","Hemishofen","Control","2","Entomobryomorpha",NA,1,2,249,39087.44309631,"suction"
"39600","Hemishofen","Control","2","Entomobryomorpha",NA,1,2,249,39087.44309631,"suction"
"39601","Hemishofen","Control","2","Entomobryomorpha",NA,1,2,249,39087.44309631,"suction"
"39602","Hemishofen","Control","2","Entomobryomorpha",NA,1,2,249,39087.44309631,"suction"
"39603","Hemishofen","Control","2","Entomobryomorpha",NA,1,2,249,39087.44309631,"suction"
"39604","Hemishofen","Control","2","Entomobryomorpha",NA,1,2,249,39087.44309631,"suction"
"39605","Hemishofen","Control","2","Entomobryomorpha",NA,1,2,249,39087.44309631,"suction"
"39606","Hemishofen","Control","2","Entomobryomorpha",NA,0.5,2,249,39087.44309631,"suction"
"39607","Hemishofen","Control","2","Entomobryomorpha",NA,0.5,2,249,39087.44309631,"suction"
"39608","Hemishofen","Control","2","Entomobryomorpha",NA,0.5,2,249,39087.44309631,"suction"
"39609","Hemishofen","Control","2","Entomobryomorpha",NA,0.5,2,249,39087.44309631,"suction"
"39610","Hemishofen","Control","2","Entomobryomorpha",NA,0.5,2,249,39087.44309631,"suction"
"39611","Hemishofen","Control","2","Entomobryomorpha",NA,0.5,2,249,39087.44309631,"suction"
"39612","Hemishofen","Control","2","Entomobryomorpha",NA,0.5,2,249,39087.44309631,"suction"
"39613","Hemishofen","Control","2","Entomobryomorpha",NA,0.5,2,249,39087.44309631,"suction"
"39614","Hemishofen","Control","2","Entomobryomorpha",NA,0.5,2,249,39087.44309631,"suction"
"39615","Hemishofen","Control","2","Entomobryomorpha",NA,0.5,2,249,39087.44309631,"suction"
"39616","Hemishofen","Control","2","Entomobryomorpha",NA,0.5,2,249,39087.44309631,"suction"
"39617","Hemishofen","Control","2","Entomobryomorpha",NA,0.5,2,249,39087.44309631,"suction"
"39618","Hemishofen","Control","2","Entomobryomorpha",NA,0.5,2,249,39087.44309631,"suction"
"39619","Hemishofen","Control","2","Entomobryomorpha",NA,0.5,2,249,39087.44309631,"suction"
"39620","Hemishofen","Control","2","Entomobryomorpha",NA,0.5,2,249,39087.44309631,"suction"
"39621","Hemishofen","Control","2","Araneae",NA,1,2,249,39087.44309631,"suction"
"39622","Hemishofen","Control","2","Araneae",NA,1,2,249,39087.44309631,"suction"
"39623","Hemishofen","Control","2","Acari",NA,1,2,249,39087.44309631,"suction"
"39624","Hemishofen","Control","2","Acari",NA,1,2,249,39087.44309631,"suction"
"39625","Hemishofen","Control","2","Acari",NA,1,2,249,39087.44309631,"suction"
"39626","Hemishofen","Control","2","Acari",NA,1,2,249,39087.44309631,"suction"
"39627","Hemishofen","Control","2","Acari",NA,1,2,249,39087.44309631,"suction"
"39628","Hemishofen","Control","2","Hymenoptera",NA,2,2,249,39087.44309631,"suction"
"39629","Hemishofen","Control","2","Hymenoptera",NA,2,2,249,39087.44309631,"suction"
"39630","Hemishofen","Control","2","Hymenoptera",NA,2,2,249,39087.44309631,"suction"
"39631","Hemishofen","Control","2","Hymenoptera",NA,1,2,249,39087.44309631,"suction"
"39632","Hemishofen","Control","2","Hymenoptera",NA,5,2,249,39087.44309631,"suction"
"39633","Hemishofen","Control","2","Hymenoptera",NA,5,2,249,39087.44309631,"suction"
"39634","Hemishofen","Control","2","Hemiptera",NA,1,2,249,39087.44309631,"suction"
"39635","Hemishofen","Control","2","Hemiptera",NA,1,2,249,39087.44309631,"suction"
"39636","Hemishofen","Control","2","Hemiptera",NA,1,2,249,39087.44309631,"suction"
"39637","Hemishofen","Control","2","Hemiptera",NA,1,2,249,39087.44309631,"suction"
"39638","Hemishofen","Control","2","Hemiptera",NA,1,2,249,39087.44309631,"suction"
"39639","Hemishofen","Control","2","Hemiptera",NA,1,2,249,39087.44309631,"suction"
"39640","Hemishofen","Control","2","Hemiptera",NA,1,2,249,39087.44309631,"suction"
"39641","Hemishofen","Control","2","Hemiptera",NA,1,2,249,39087.44309631,"suction"
"39642","Hemishofen","Control","2","Hemiptera",NA,1,2,249,39087.44309631,"suction"
"39643","Hemishofen","Control","2","Hemiptera",NA,1,2,249,39087.44309631,"suction"
"39644","Hemishofen","Control","2","Hemiptera",NA,1,2,249,39087.44309631,"suction"
"39645","Hemishofen","Control","2","Hemiptera",NA,1,2,249,39087.44309631,"suction"
"39646","Hemishofen","Control","2","Hemiptera",NA,1,2,249,39087.44309631,"suction"
"39647","Hemishofen","Control","2","Hemiptera",NA,1,2,249,39087.44309631,"suction"
"39648","Hemishofen","Control","2","Hemiptera",NA,1,2,249,39087.44309631,"suction"
"39649","Hemishofen","Control","2","Hemiptera",NA,1,2,249,39087.44309631,"suction"
"39650","Hemishofen","Control","2","Hemiptera",NA,1,2,249,39087.44309631,"suction"
"39651","Hemishofen","Control","2","Hemiptera",NA,1,2,249,39087.44309631,"suction"
"39652","Hemishofen","Control","2","Hemiptera",NA,1,2,249,39087.44309631,"suction"
"39653","Hemishofen","Control","2","Hemiptera",NA,1,2,249,39087.44309631,"suction"
"39654","Hemishofen","Control","2","Hemiptera",NA,1,2,249,39087.44309631,"suction"
"39655","Hemishofen","Control","2","Hemiptera",NA,1,2,249,39087.44309631,"suction"
"39656","Hemishofen","Control","2","Hemiptera",NA,1,2,249,39087.44309631,"suction"
"39657","Hemishofen","Control","2","Hemiptera",NA,1,2,249,39087.44309631,"suction"
"39658","Hemishofen","Control","2","Hemiptera",NA,1,2,249,39087.44309631,"suction"
"39659","Hemishofen","Control","2","Hemiptera",NA,1,2,249,39087.44309631,"suction"
"39660","Hemishofen","Control","2","Hemiptera",NA,1,2,249,39087.44309631,"suction"
"39661","Hemishofen","Control","2","Thysanoptera",NA,2,2,249,39087.44309631,"suction"
"39662","Hemishofen","Control","2","Thysanoptera",NA,2,2,249,39087.44309631,"suction"
"39663","Hemishofen","Control","2","Thysanoptera",NA,2,2,249,39087.44309631,"suction"
"39664","Hemishofen","Control","2","Thysanoptera",NA,2,2,249,39087.44309631,"suction"
"39665","Hemishofen","Control","2","Thysanoptera",NA,2,2,249,39087.44309631,"suction"
"39666","Hemishofen","Control","2","Thysanoptera",NA,2,2,249,39087.44309631,"suction"
"39667","Hemishofen","Control","2","Thysanoptera",NA,2,2,249,39087.44309631,"suction"
"39668","Hemishofen","Control","2","Thysanoptera",NA,2,2,249,39087.44309631,"suction"
"39669","Hemishofen","Control","2","Thysanoptera",NA,2,2,249,39087.44309631,"suction"
"39670","Hemishofen","Control","2","Thysanoptera",NA,2,2,249,39087.44309631,"suction"
"39671","Hemishofen","Control","2","Thysanoptera",NA,2,2,249,39087.44309631,"suction"
"39672","Hemishofen","Control","2","Thysanoptera",NA,2,2,249,39087.44309631,"suction"
"39673","Hemishofen","Control","2","Thysanoptera",NA,2,2,249,39087.44309631,"suction"
"39674","Hemishofen","Control","2","Thysanoptera",NA,2,2,249,39087.44309631,"suction"
"39675","Hemishofen","Control","2","Thysanoptera",NA,1,2,249,39087.44309631,"suction"
"39676","Hemishofen","Control","2","Thysanoptera",NA,1,2,249,39087.44309631,"suction"
"39677","Hemishofen","Control","2","Thysanoptera",NA,1,2,249,39087.44309631,"suction"
"39678","Hemishofen","Control","2","Thysanoptera",NA,1,2,249,39087.44309631,"suction"
"39679","Hemishofen","Control","2","Thysanoptera",NA,1,2,249,39087.44309631,"suction"
"39680","Hemishofen","Control","2","Thysanoptera",NA,1,2,249,39087.44309631,"suction"
"39681","Hemishofen","Control","2","Thysanoptera",NA,1,2,249,39087.44309631,"suction"
"39682","Hemishofen","Control","2","Thysanoptera",NA,1,2,249,39087.44309631,"suction"
"39683","Hemishofen","Control","2","Thysanoptera",NA,1,2,249,39087.44309631,"suction"
"39684","Hemishofen","Control","2","Thysanoptera",NA,1,2,249,39087.44309631,"suction"
"39685","Hemishofen","Control","2","Thysanoptera",NA,1,2,249,39087.44309631,"suction"
"39686","Hemishofen","Control","2","Thysanoptera",NA,1,2,249,39087.44309631,"suction"
"39687","Hemishofen","Control","2","Thysanoptera",NA,1,2,249,39087.44309631,"suction"
"39688","Hemishofen","Control","2","Thysanoptera",NA,1,2,249,39087.44309631,"suction"
"39689","Hemishofen","Control","2","Thysanoptera",NA,1,2,249,39087.44309631,"suction"
"39690","Hemishofen","Control","2","Thysanoptera",NA,1,2,249,39087.44309631,"suction"
"39691","Hemishofen","Control","2","Thysanoptera",NA,1,2,249,39087.44309631,"suction"
"39692","Hemishofen","Control","2","Thysanoptera",NA,1,2,249,39087.44309631,"suction"
"39693","Hemishofen","Control","2","Thysanoptera",NA,1,2,249,39087.44309631,"suction"
"39694","Hemishofen","Control","2","Thysanoptera",NA,1,2,249,39087.44309631,"suction"
"39695","Hemishofen","Control","2","Thysanoptera",NA,1,2,249,39087.44309631,"suction"
"39696","Hemishofen","Control","2","Thysanoptera",NA,1,2,249,39087.44309631,"suction"
"39697","Hemishofen","Control","2","Coleoptera",NA,2,2,249,39087.44309631,"suction"
"39698","Hemishofen","Control","2","Coleoptera",NA,4,2,249,39087.44309631,"suction"
"39699","Hemishofen","Control","2","Coleoptera",NA,4,2,249,39087.44309631,"suction"
"39700","Hemishofen","Control","2","Coleoptera",NA,4,2,249,39087.44309631,"suction"
"39701","Hemishofen","Control","2","Coleoptera",NA,2,2,249,39087.44309631,"suction"
"39702","Hemishofen","Control","2","Coleoptera",NA,2,2,249,39087.44309631,"suction"
"39703","Hemishofen","Control","2","Coleoptera",NA,3,2,249,39087.44309631,"suction"
"39704","Hemishofen","Control","2","Coleoptera",NA,3,2,249,39087.44309631,"suction"
"39705","Hemishofen","Control","2","Coleoptera",NA,3,2,249,39087.44309631,"suction"
"39706","Hemishofen","Control","2","Hemiptera",NA,6,2,249,39087.44309631,"suction"
"39707","Hemishofen","Control","2","Diptera",NA,1,2,249,39087.44309631,"suction"
"39708","Hemishofen","Control","2","Diptera",NA,1,2,249,39087.44309631,"suction"
"39709","Hemishofen","Control","2","Diptera",NA,1,2,249,39087.44309631,"suction"
"39710","Hemishofen","Control","2","Diptera",NA,1,2,249,39087.44309631,"suction"
"39711","Hemishofen","Control","2","Diptera",NA,1,2,249,39087.44309631,"suction"
"39712","Hemishofen","Control","2","Diptera",NA,2,2,249,39087.44309631,"suction"
"39713","Hemishofen","Control","2","Diptera",NA,2,2,249,39087.44309631,"suction"
"39714","Hemishofen","Control","2","Diptera",NA,2,2,249,39087.44309631,"suction"
"39715","Hemishofen","Control","2","Diptera",NA,2,2,249,39087.44309631,"suction"
"39716","Hemishofen","Control","2","Diptera",NA,2,2,249,39087.44309631,"suction"
"39717","Hemishofen","Control","2","Diptera",NA,2,2,249,39087.44309631,"suction"
"39718","Hemishofen","Control","2","Diptera",NA,3,2,249,39087.44309631,"suction"
"39719","Hemishofen","Control","2","Diptera",NA,3,2,249,39087.44309631,"suction"
"39720","Hemishofen","Control","2","Diptera",NA,3,2,249,39087.44309631,"suction"
"39721","Hemishofen","Control","2","Diptera",NA,3,2,249,39087.44309631,"suction"
"39722","Hemishofen","Control","2","Diptera",NA,3,2,249,39087.44309631,"suction"
"39723","Hemishofen","Control","2","Diptera",NA,4,2,249,39087.44309631,"suction"
"39724","Hemishofen","Control","2","Diptera",NA,4,2,249,39087.44309631,"suction"
"39725","Hemishofen","Control","2","Diptera",NA,2,2,249,39087.44309631,"suction"
"39726","Hemishofen","Control","2","Diptera",NA,2,2,249,39087.44309631,"suction"
"39727","Hemishofen","Control","2","Diptera",NA,2,2,249,39087.44309631,"suction"
"39728","Hemishofen","Control","2","Diptera",NA,2,2,249,39087.44309631,"suction"
"39729","Hemishofen","Control","2","Diptera",NA,2,2,249,39087.44309631,"suction"
"39730","Hemishofen","Control","2","Diptera",NA,2,2,249,39087.44309631,"suction"
"39731","Hemishofen","Control","2","Diptera",NA,2,2,249,39087.44309631,"suction"
"39732","Hemishofen","Control","2","Diptera",NA,2,2,249,39087.44309631,"suction"
"39733","Hemishofen","Control","2","Diptera",NA,2,2,249,39087.44309631,"suction"
"39734","Hemishofen","Control","2","Diptera",NA,2,2,249,39087.44309631,"suction"
"39735","Hemishofen","Control","2","Diptera",NA,2,2,249,39087.44309631,"suction"
"39736","Hemishofen","Control","2","Diptera",NA,2,2,249,39087.44309631,"suction"
"39737","Hemishofen","Control","2","Diptera",NA,2,2,249,39087.44309631,"suction"
"39738","Hemishofen","Control","2","Diptera",NA,2,2,249,39087.44309631,"suction"
"39739","Hemishofen","Control","2","Diptera",NA,2,2,249,39087.44309631,"suction"
"39740","Hemishofen","Control","2","Hemiptera",NA,1,2,249,39087.44309631,"suction"
"39741","Hemishofen","Control","2","Hemiptera",NA,1,2,249,39087.44309631,"suction"
"39742","Hemishofen","Control","2","Hemiptera",NA,1,2,249,39087.44309631,"suction"
"39743","Hemishofen","Control","2","Hemiptera",NA,1,2,249,39087.44309631,"suction"
"39744","Hemishofen","Control","2","Hemiptera",NA,1,2,249,39087.44309631,"suction"
"39745","Hemishofen","Control","2","Hemiptera",NA,1,2,249,39087.44309631,"suction"
"39746","Hemishofen","Control","2","Hemiptera",NA,1,2,249,39087.44309631,"suction"
"39747","Hemishofen","Control","2","Hemiptera",NA,1,2,249,39087.44309631,"suction"
"39748","Hemishofen","Control","2","Hemiptera",NA,1,2,249,39087.44309631,"suction"
"39749","Hemishofen","Control","2","Hemiptera",NA,1,2,249,39087.44309631,"suction"
"39750","Hemishofen","Control","2","Hemiptera",NA,1,2,249,39087.44309631,"suction"
"39751","Hemishofen","Control","2","Hemiptera",NA,1,2,249,39087.44309631,"suction"
"39752","Hemishofen","Control","2","Hemiptera",NA,1,2,249,39087.44309631,"suction"
"39753","Hemishofen","Control","2","Hemiptera",NA,1,2,249,39087.44309631,"suction"
"39754","Hemishofen","Control","2","Hemiptera",NA,1,2,249,39087.44309631,"suction"
"39755","Hemishofen","Control","2","Hemiptera",NA,1,2,249,39087.44309631,"suction"
"39756","Hemishofen","Control","2","Hemiptera",NA,2,2,249,39087.44309631,"suction"
"39757","Hemishofen","Control","2","Hemiptera",NA,2,2,249,39087.44309631,"suction"
"39758","Hemishofen","Control","2","Hemiptera",NA,2,2,249,39087.44309631,"suction"
"39759","Hemishofen","Control","2","Hemiptera",NA,2,2,249,39087.44309631,"suction"
"39760","Hemishofen","Control","2","Hemiptera",NA,2,2,249,39087.44309631,"suction"
"39761","Hemishofen","Control","2","Hemiptera",NA,2,2,249,39087.44309631,"suction"
"39762","Hemishofen","Control","2","Hemiptera",NA,2,2,249,39087.44309631,"suction"
"39763","Hemishofen","Control","2","Hemiptera",NA,2,2,249,39087.44309631,"suction"
"39764","Hemishofen","Control","2","Hemiptera",NA,2,2,249,39087.44309631,"suction"
"39765","Hemishofen","Control","2","Hemiptera",NA,2,2,249,39087.44309631,"suction"
"39766","Hemishofen","Control","2","Hemiptera",NA,2,2,249,39087.44309631,"suction"
"39767","Hemishofen","Control","2","Hemiptera",NA,2,2,249,39087.44309631,"suction"
"39768","Hemishofen","Control","2","Hemiptera",NA,2,2,249,39087.44309631,"suction"
"39769","Hemishofen","Control","2","Hemiptera",NA,3,2,249,39087.44309631,"suction"
"39770","Hemishofen","Control","2","Hemiptera",NA,3,2,249,39087.44309631,"suction"
"39771","Hemishofen","Control","2","Hemiptera",NA,2,2,249,39087.44309631,"suction"
"39772","Hemishofen","Control","2","Hemiptera",NA,2,2,249,39087.44309631,"suction"
"39773","Hemishofen","Control","2","Hemiptera",NA,2,2,249,39087.44309631,"suction"
"39774","Hemishofen","Control","2","Hemiptera",NA,2,2,249,39087.44309631,"suction"
"39775","Hemishofen","Control","2","Hemiptera",NA,2,2,249,39087.44309631,"suction"
"39776","Hemishofen","Control","2","Hemiptera",NA,3,2,249,39087.44309631,"suction"
"39777","Hemishofen","Control","2","Hemiptera",NA,3,2,249,39087.44309631,"suction"
"39778","Hemishofen","Control","2","Hemiptera",NA,3,2,249,39087.44309631,"suction"
"39779","Hemishofen","Control","2","Hemiptera",NA,3,2,249,39087.44309631,"suction"
"39780","Hemishofen","Control","2","Orthoptera",NA,2,2,249,39087.44309631,"suction"
"39781","Hemishofen","Control","2","Symphypleona",NA,1,2,249,39087.44309631,"suction"
