"","X","site","location","order","family","length","ecomorphology","area_pool","human_influence","method","point","type"
"37550",15931,"Leugene","Pool","Diptera",NA,7,3,212,181798.799589326,"suction",2,"terrestrial"
"37551",15932,"Leugene","Pool","Diptera",NA,6,3,212,181798.799589326,"suction",2,"terrestrial"
"37552",15933,"Leugene","Pool","Diptera",NA,4,3,212,181798.799589326,"suction",2,"terrestrial"
"37553",15934,"Leugene","Pool","Diptera",NA,3,3,212,181798.799589326,"suction",2,"terrestrial"
"37554",15935,"Leugene","Pool","Diptera",NA,2,3,212,181798.799589326,"suction",2,"terrestrial"
"37555",15936,"Leugene","Pool","Diptera",NA,2,3,212,181798.799589326,"suction",2,"terrestrial"
"37556",15937,"Leugene","Pool","Diptera",NA,2,3,212,181798.799589326,"suction",2,"terrestrial"
"37557",15938,"Leugene","Pool","Diptera",NA,2,3,212,181798.799589326,"suction",2,"terrestrial"
"37558",15939,"Leugene","Pool","Diptera",NA,2,3,212,181798.799589326,"suction",2,"terrestrial"
"37559",15940,"Leugene","Pool","Diptera",NA,2,3,212,181798.799589326,"suction",2,"terrestrial"
"37560",15941,"Leugene","Pool","Diptera",NA,2,3,212,181798.799589326,"suction",2,"terrestrial"
"37561",15942,"Leugene","Pool","Diptera",NA,2,3,212,181798.799589326,"suction",2,"terrestrial"
"37562",15943,"Leugene","Pool","Diptera",NA,2,3,212,181798.799589326,"suction",2,"terrestrial"
"37563",15944,"Leugene","Pool","Diptera",NA,2,3,212,181798.799589326,"suction",2,"terrestrial"
"37564",15945,"Leugene","Pool","Diptera",NA,1,3,212,181798.799589326,"suction",2,"terrestrial"
"37565",15946,"Leugene","Pool","Diptera",NA,1,3,212,181798.799589326,"suction",2,"terrestrial"
"37566",15947,"Leugene","Pool","Diptera",NA,1,3,212,181798.799589326,"suction",2,"terrestrial"
"37567",15948,"Leugene","Pool","Diptera",NA,1,3,212,181798.799589326,"suction",2,"terrestrial"
"37568",15949,"Leugene","Pool","Araneae",NA,3,3,212,181798.799589326,"suction",2,"terrestrial"
"37569",15950,"Leugene","Pool","Araneae",NA,3,3,212,181798.799589326,"suction",2,"terrestrial"
"37570",15951,"Leugene","Pool","Araneae",NA,3,3,212,181798.799589326,"suction",2,"terrestrial"
"37571",15952,"Leugene","Pool","Araneae",NA,3,3,212,181798.799589326,"suction",2,"terrestrial"
"37572",15953,"Leugene","Pool","Araneae",NA,3,3,212,181798.799589326,"suction",2,"terrestrial"
"37573",15954,"Leugene","Pool","Araneae",NA,3,3,212,181798.799589326,"suction",2,"terrestrial"
"37574",15955,"Leugene","Pool","Araneae",NA,2,3,212,181798.799589326,"suction",2,"terrestrial"
"37575",15956,"Leugene","Pool","Araneae",NA,2,3,212,181798.799589326,"suction",2,"terrestrial"
"37576",15957,"Leugene","Pool","Araneae",NA,2,3,212,181798.799589326,"suction",2,"terrestrial"
"37577",15958,"Leugene","Pool","Araneae",NA,2,3,212,181798.799589326,"suction",2,"terrestrial"
"37578",15959,"Leugene","Pool","Araneae",NA,2,3,212,181798.799589326,"suction",2,"terrestrial"
"37579",15960,"Leugene","Pool","Araneae",NA,2,3,212,181798.799589326,"suction",2,"terrestrial"
"37580",15961,"Leugene","Pool","Araneae",NA,2,3,212,181798.799589326,"suction",2,"terrestrial"
"37581",15962,"Leugene","Pool","Araneae",NA,1,3,212,181798.799589326,"suction",2,"terrestrial"
"37582",15963,"Leugene","Pool","Araneae",NA,1,3,212,181798.799589326,"suction",2,"terrestrial"
"37583",15964,"Leugene","Pool","Araneae",NA,1,3,212,181798.799589326,"suction",2,"terrestrial"
"37584",15965,"Leugene","Pool","Araneae",NA,1,3,212,181798.799589326,"suction",2,"terrestrial"
"37585",15966,"Leugene","Pool","Araneae",NA,1,3,212,181798.799589326,"suction",2,"terrestrial"
"37586",15967,"Leugene","Pool","Araneae",NA,1,3,212,181798.799589326,"suction",2,"terrestrial"
"37587",15968,"Leugene","Pool","Araneae",NA,1,3,212,181798.799589326,"suction",2,"terrestrial"
"37588",15969,"Leugene","Pool","Araneae",NA,1,3,212,181798.799589326,"suction",2,"terrestrial"
"37589",15970,"Leugene","Pool","Araneae",NA,1,3,212,181798.799589326,"suction",2,"terrestrial"
"37590",15971,"Leugene","Pool","Araneae",NA,1,3,212,181798.799589326,"suction",2,"terrestrial"
"37591",15972,"Leugene","Pool","Araneae",NA,1,3,212,181798.799589326,"suction",2,"terrestrial"
"37592",15973,"Leugene","Pool","Acari",NA,1,3,212,181798.799589326,"suction",2,"terrestrial"
"37593",15974,"Leugene","Pool","Acari",NA,1,3,212,181798.799589326,"suction",2,"terrestrial"
"37594",15975,"Leugene","Pool","Acari",NA,1,3,212,181798.799589326,"suction",2,"terrestrial"
"37595",15976,"Leugene","Pool","Acari",NA,1,3,212,181798.799589326,"suction",2,"terrestrial"
"37596",15977,"Leugene","Pool","Acari",NA,1,3,212,181798.799589326,"suction",2,"terrestrial"
"37597",15978,"Leugene","Pool","Acari",NA,0.5,3,212,181798.799589326,"suction",2,"terrestrial"
"37598",15979,"Leugene","Pool","Acari",NA,0.5,3,212,181798.799589326,"suction",2,"terrestrial"
"37599",15980,"Leugene","Pool","Acari",NA,0.5,3,212,181798.799589326,"suction",2,"terrestrial"
"37600",15981,"Leugene","Pool","Acari",NA,0.5,3,212,181798.799589326,"suction",2,"terrestrial"
"37601",15982,"Leugene","Pool","Acari",NA,1,3,212,181798.799589326,"suction",2,"terrestrial"
"37602",15983,"Leugene","Pool","Acari",NA,1,3,212,181798.799589326,"suction",2,"terrestrial"
"37603",15984,"Leugene","Pool","Pseudoscorpiones",NA,2,3,212,181798.799589326,"suction",2,"terrestrial"
"37604",15985,"Leugene","Pool","Pseudoscorpiones",NA,2,3,212,181798.799589326,"suction",2,"terrestrial"
"37605",15986,"Leugene","Pool","Pseudoscorpiones",NA,2,3,212,181798.799589326,"suction",2,"terrestrial"
"37606",15987,"Leugene","Pool","Pseudoscorpiones",NA,2,3,212,181798.799589326,"suction",2,"terrestrial"
"37607",15988,"Leugene","Pool","Pseudoscorpiones",NA,2,3,212,181798.799589326,"suction",2,"terrestrial"
"37608",15989,"Leugene","Pool","Opiliones",NA,6,3,212,181798.799589326,"suction",2,"terrestrial"
"37609",15990,"Leugene","Pool","Acari",NA,1,3,212,181798.799589326,"suction",2,"terrestrial"
"37610",15991,"Leugene","Pool","Acari",NA,1,3,212,181798.799589326,"suction",2,"terrestrial"
"37611",15992,"Leugene","Pool","Acari",NA,1,3,212,181798.799589326,"suction",2,"terrestrial"
"37612",15993,"Leugene","Pool","Acari",NA,1,3,212,181798.799589326,"suction",2,"terrestrial"
"37613",15994,"Leugene","Pool","Acari",NA,1,3,212,181798.799589326,"suction",2,"terrestrial"
"37614",15995,"Leugene","Pool","Acari",NA,1,3,212,181798.799589326,"suction",2,"terrestrial"
"37615",15996,"Leugene","Pool","Acari",NA,1,3,212,181798.799589326,"suction",2,"terrestrial"
"37616",15997,"Leugene","Pool","Acari",NA,1,3,212,181798.799589326,"suction",2,"terrestrial"
"37617",15998,"Leugene","Pool","Acari",NA,0.5,3,212,181798.799589326,"suction",2,"terrestrial"
"37618",15999,"Leugene","Pool","Acari",NA,0.5,3,212,181798.799589326,"suction",2,"terrestrial"
"37619",16000,"Leugene","Pool","Acari",NA,0.5,3,212,181798.799589326,"suction",2,"terrestrial"
"37620",16001,"Leugene","Pool","Acari",NA,0.5,3,212,181798.799589326,"suction",2,"terrestrial"
"37621",16002,"Leugene","Pool","Acari",NA,0.5,3,212,181798.799589326,"suction",2,"terrestrial"
"37622",16003,"Leugene","Pool","Acari",NA,0.5,3,212,181798.799589326,"suction",2,"terrestrial"
"37623",16004,"Leugene","Pool","Acari",NA,0.5,3,212,181798.799589326,"suction",2,"terrestrial"
"37624",16005,"Leugene","Pool","Acari",NA,0.5,3,212,181798.799589326,"suction",2,"terrestrial"
"37625",16006,"Leugene","Pool","Araneae",NA,1,3,212,181798.799589326,"suction",2,"terrestrial"
"37626",16007,"Leugene","Pool","Araneae",NA,2,3,212,181798.799589326,"suction",2,"terrestrial"
"37627",16008,"Leugene","Pool","Araneae",NA,3,3,212,181798.799589326,"suction",2,"terrestrial"
"37628",16010,"Leugene","Pool","Entomobryomorpha",NA,1,3,212,181798.799589326,"suction",2,"terrestrial"
"37629",16011,"Leugene","Pool","Entomobryomorpha",NA,1,3,212,181798.799589326,"suction",2,"terrestrial"
"37630",16012,"Leugene","Pool","Entomobryomorpha",NA,1,3,212,181798.799589326,"suction",2,"terrestrial"
"37631",16013,"Leugene","Pool","Entomobryomorpha",NA,1,3,212,181798.799589326,"suction",2,"terrestrial"
"37632",16014,"Leugene","Pool","Entomobryomorpha",NA,1,3,212,181798.799589326,"suction",2,"terrestrial"
"37633",16015,"Leugene","Pool","Entomobryomorpha",NA,1,3,212,181798.799589326,"suction",2,"terrestrial"
"37634",16016,"Leugene","Pool","Entomobryomorpha",NA,1,3,212,181798.799589326,"suction",2,"terrestrial"
"37635",16017,"Leugene","Pool","Entomobryomorpha",NA,1,3,212,181798.799589326,"suction",2,"terrestrial"
"37636",16018,"Leugene","Pool","Entomobryomorpha",NA,1,3,212,181798.799589326,"suction",2,"terrestrial"
"37637",16019,"Leugene","Pool","Entomobryomorpha",NA,1,3,212,181798.799589326,"suction",2,"terrestrial"
"37638",16020,"Leugene","Pool","Entomobryomorpha",NA,1,3,212,181798.799589326,"suction",2,"terrestrial"
"37639",16021,"Leugene","Pool","Entomobryomorpha",NA,1,3,212,181798.799589326,"suction",2,"terrestrial"
"37640",16022,"Leugene","Pool","Entomobryomorpha",NA,1,3,212,181798.799589326,"suction",2,"terrestrial"
"37641",16023,"Leugene","Pool","Entomobryomorpha",NA,1,3,212,181798.799589326,"suction",2,"terrestrial"
"37642",16024,"Leugene","Pool","Entomobryomorpha",NA,1,3,212,181798.799589326,"suction",2,"terrestrial"
"37643",16025,"Leugene","Pool","Entomobryomorpha",NA,1,3,212,181798.799589326,"suction",2,"terrestrial"
"37644",16026,"Leugene","Pool","Entomobryomorpha",NA,1,3,212,181798.799589326,"suction",2,"terrestrial"
"37645",16027,"Leugene","Pool","Entomobryomorpha",NA,1,3,212,181798.799589326,"suction",2,"terrestrial"
"37646",16028,"Leugene","Pool","Entomobryomorpha",NA,1,3,212,181798.799589326,"suction",2,"terrestrial"
"37647",16029,"Leugene","Pool","Entomobryomorpha",NA,1,3,212,181798.799589326,"suction",2,"terrestrial"
"37648",16030,"Leugene","Pool","Entomobryomorpha",NA,1,3,212,181798.799589326,"suction",2,"terrestrial"
"37649",16031,"Leugene","Pool","Entomobryomorpha",NA,1,3,212,181798.799589326,"suction",2,"terrestrial"
"37650",16032,"Leugene","Pool","Entomobryomorpha",NA,1,3,212,181798.799589326,"suction",2,"terrestrial"
"37651",16033,"Leugene","Pool","Entomobryomorpha",NA,1,3,212,181798.799589326,"suction",2,"terrestrial"
"37652",16034,"Leugene","Pool","Entomobryomorpha",NA,1,3,212,181798.799589326,"suction",2,"terrestrial"
"37653",16035,"Leugene","Pool","Entomobryomorpha",NA,1,3,212,181798.799589326,"suction",2,"terrestrial"
"37654",16036,"Leugene","Pool","Entomobryomorpha",NA,1,3,212,181798.799589326,"suction",2,"terrestrial"
"37655",16037,"Leugene","Pool","Entomobryomorpha",NA,1,3,212,181798.799589326,"suction",2,"terrestrial"
"37656",16038,"Leugene","Pool","Entomobryomorpha",NA,1,3,212,181798.799589326,"suction",2,"terrestrial"
"37657",16039,"Leugene","Pool","Entomobryomorpha",NA,1,3,212,181798.799589326,"suction",2,"terrestrial"
"37658",16040,"Leugene","Pool","Entomobryomorpha",NA,1,3,212,181798.799589326,"suction",2,"terrestrial"
"37659",16041,"Leugene","Pool","Entomobryomorpha",NA,1,3,212,181798.799589326,"suction",2,"terrestrial"
"37660",16042,"Leugene","Pool","Entomobryomorpha",NA,1,3,212,181798.799589326,"suction",2,"terrestrial"
"37661",16043,"Leugene","Pool","Entomobryomorpha",NA,1,3,212,181798.799589326,"suction",2,"terrestrial"
"37662",16044,"Leugene","Pool","Entomobryomorpha",NA,1,3,212,181798.799589326,"suction",2,"terrestrial"
"37663",16045,"Leugene","Pool","Entomobryomorpha",NA,1,3,212,181798.799589326,"suction",2,"terrestrial"
"37664",16046,"Leugene","Pool","Entomobryomorpha",NA,1,3,212,181798.799589326,"suction",2,"terrestrial"
"37665",16047,"Leugene","Pool","Entomobryomorpha",NA,1,3,212,181798.799589326,"suction",2,"terrestrial"
"37666",16048,"Leugene","Pool","Entomobryomorpha",NA,1,3,212,181798.799589326,"suction",2,"terrestrial"
"37667",16049,"Leugene","Pool","Entomobryomorpha",NA,1,3,212,181798.799589326,"suction",2,"terrestrial"
"37668",16050,"Leugene","Pool","Entomobryomorpha",NA,1,3,212,181798.799589326,"suction",2,"terrestrial"
"37669",16051,"Leugene","Pool","Entomobryomorpha",NA,1,3,212,181798.799589326,"suction",2,"terrestrial"
"37670",16052,"Leugene","Pool","Entomobryomorpha",NA,1,3,212,181798.799589326,"suction",2,"terrestrial"
"37671",16053,"Leugene","Pool","Entomobryomorpha",NA,1,3,212,181798.799589326,"suction",2,"terrestrial"
"37672",16054,"Leugene","Pool","Entomobryomorpha",NA,1,3,212,181798.799589326,"suction",2,"terrestrial"
"37673",16055,"Leugene","Pool","Entomobryomorpha",NA,1,3,212,181798.799589326,"suction",2,"terrestrial"
"37674",16056,"Leugene","Pool","Entomobryomorpha",NA,1,3,212,181798.799589326,"suction",2,"terrestrial"
"37675",16057,"Leugene","Pool","Entomobryomorpha",NA,1,3,212,181798.799589326,"suction",2,"terrestrial"
"37676",16058,"Leugene","Pool","Entomobryomorpha",NA,1,3,212,181798.799589326,"suction",2,"terrestrial"
"37677",16059,"Leugene","Pool","Entomobryomorpha",NA,1,3,212,181798.799589326,"suction",2,"terrestrial"
"37678",16060,"Leugene","Pool","Entomobryomorpha",NA,1,3,212,181798.799589326,"suction",2,"terrestrial"
"37679",16061,"Leugene","Pool","Entomobryomorpha",NA,1,3,212,181798.799589326,"suction",2,"terrestrial"
"37680",16062,"Leugene","Pool","Entomobryomorpha",NA,1,3,212,181798.799589326,"suction",2,"terrestrial"
"37681",16063,"Leugene","Pool","Entomobryomorpha",NA,1,3,212,181798.799589326,"suction",2,"terrestrial"
"37682",16064,"Leugene","Pool","Entomobryomorpha",NA,2,3,212,181798.799589326,"suction",2,"terrestrial"
"37683",16065,"Leugene","Pool","Entomobryomorpha",NA,2,3,212,181798.799589326,"suction",2,"terrestrial"
"37684",16066,"Leugene","Pool","Entomobryomorpha",NA,2,3,212,181798.799589326,"suction",2,"terrestrial"
"37685",16067,"Leugene","Pool","Entomobryomorpha",NA,2,3,212,181798.799589326,"suction",2,"terrestrial"
"37686",16068,"Leugene","Pool","Entomobryomorpha",NA,2,3,212,181798.799589326,"suction",2,"terrestrial"
"37687",16069,"Leugene","Pool","Entomobryomorpha",NA,2,3,212,181798.799589326,"suction",2,"terrestrial"
"37688",16070,"Leugene","Pool","Entomobryomorpha",NA,2,3,212,181798.799589326,"suction",2,"terrestrial"
"37689",16071,"Leugene","Pool","Entomobryomorpha",NA,2,3,212,181798.799589326,"suction",2,"terrestrial"
"37690",16072,"Leugene","Pool","Entomobryomorpha",NA,2,3,212,181798.799589326,"suction",2,"terrestrial"
"37691",16073,"Leugene","Pool","Entomobryomorpha",NA,2,3,212,181798.799589326,"suction",2,"terrestrial"
"37692",16074,"Leugene","Pool","Entomobryomorpha",NA,2,3,212,181798.799589326,"suction",2,"terrestrial"
"37693",16075,"Leugene","Pool","Entomobryomorpha",NA,2,3,212,181798.799589326,"suction",2,"terrestrial"
"37694",16076,"Leugene","Pool","Entomobryomorpha",NA,2,3,212,181798.799589326,"suction",2,"terrestrial"
"37695",16077,"Leugene","Pool","Entomobryomorpha",NA,2,3,212,181798.799589326,"suction",2,"terrestrial"
"37696",16078,"Leugene","Pool","Entomobryomorpha",NA,2,3,212,181798.799589326,"suction",2,"terrestrial"
"37697",16079,"Leugene","Pool","Entomobryomorpha",NA,2,3,212,181798.799589326,"suction",2,"terrestrial"
"37698",16080,"Leugene","Pool","Entomobryomorpha",NA,2,3,212,181798.799589326,"suction",2,"terrestrial"
"37699",16081,"Leugene","Pool","Entomobryomorpha",NA,2,3,212,181798.799589326,"suction",2,"terrestrial"
"37700",16082,"Leugene","Pool","Entomobryomorpha",NA,2,3,212,181798.799589326,"suction",2,"terrestrial"
"37701",16083,"Leugene","Pool","Entomobryomorpha",NA,2,3,212,181798.799589326,"suction",2,"terrestrial"
"37702",16084,"Leugene","Pool","Entomobryomorpha",NA,2,3,212,181798.799589326,"suction",2,"terrestrial"
"37703",16085,"Leugene","Pool","Entomobryomorpha",NA,2,3,212,181798.799589326,"suction",2,"terrestrial"
"37704",16086,"Leugene","Pool","Entomobryomorpha",NA,2,3,212,181798.799589326,"suction",2,"terrestrial"
"37705",16087,"Leugene","Pool","Entomobryomorpha",NA,2,3,212,181798.799589326,"suction",2,"terrestrial"
"37706",16088,"Leugene","Pool","Entomobryomorpha",NA,2,3,212,181798.799589326,"suction",2,"terrestrial"
"37707",16089,"Leugene","Pool","Entomobryomorpha",NA,2,3,212,181798.799589326,"suction",2,"terrestrial"
"37708",16090,"Leugene","Pool","Entomobryomorpha",NA,2,3,212,181798.799589326,"suction",2,"terrestrial"
"37709",16091,"Leugene","Pool","Entomobryomorpha",NA,2,3,212,181798.799589326,"suction",2,"terrestrial"
"37710",16092,"Leugene","Pool","Entomobryomorpha",NA,2,3,212,181798.799589326,"suction",2,"terrestrial"
"37711",16093,"Leugene","Pool","Entomobryomorpha",NA,2,3,212,181798.799589326,"suction",2,"terrestrial"
"37712",16094,"Leugene","Pool","Entomobryomorpha",NA,2,3,212,181798.799589326,"suction",2,"terrestrial"
"37713",16095,"Leugene","Pool","Entomobryomorpha",NA,2,3,212,181798.799589326,"suction",2,"terrestrial"
"37714",16096,"Leugene","Pool","Entomobryomorpha",NA,2,3,212,181798.799589326,"suction",2,"terrestrial"
"37715",16097,"Leugene","Pool","Entomobryomorpha",NA,2,3,212,181798.799589326,"suction",2,"terrestrial"
"37716",16098,"Leugene","Pool","Entomobryomorpha",NA,2,3,212,181798.799589326,"suction",2,"terrestrial"
"37717",16099,"Leugene","Pool","Entomobryomorpha",NA,2,3,212,181798.799589326,"suction",2,"terrestrial"
"37718",16100,"Leugene","Pool","Entomobryomorpha",NA,3,3,212,181798.799589326,"suction",2,"terrestrial"
"37719",16101,"Leugene","Pool","Entomobryomorpha",NA,0.5,3,212,181798.799589326,"suction",2,"terrestrial"
"37720",16102,"Leugene","Pool","Symphypleona",NA,1,3,212,181798.799589326,"suction",2,"terrestrial"
"37721",16103,"Leugene","Pool","Symphypleona",NA,1,3,212,181798.799589326,"suction",2,"terrestrial"
"37722",16104,"Leugene","Pool","Symphypleona",NA,1,3,212,181798.799589326,"suction",2,"terrestrial"
"37723",16105,"Leugene","Pool","Symphypleona",NA,1,3,212,181798.799589326,"suction",2,"terrestrial"
"37724",16106,"Leugene","Pool","Symphypleona",NA,1,3,212,181798.799589326,"suction",2,"terrestrial"
"37725",16107,"Leugene","Pool","Symphypleona",NA,1,3,212,181798.799589326,"suction",2,"terrestrial"
"37726",16108,"Leugene","Pool","Symphypleona",NA,1,3,212,181798.799589326,"suction",2,"terrestrial"
"37727",16109,"Leugene","Pool","Symphypleona",NA,1,3,212,181798.799589326,"suction",2,"terrestrial"
"37728",16110,"Leugene","Pool","Symphypleona",NA,1,3,212,181798.799589326,"suction",2,"terrestrial"
"37729",16111,"Leugene","Pool","Symphypleona",NA,1,3,212,181798.799589326,"suction",2,"terrestrial"
"37730",16112,"Leugene","Pool","Symphypleona",NA,1,3,212,181798.799589326,"suction",2,"terrestrial"
"37731",16113,"Leugene","Pool","Symphypleona",NA,1,3,212,181798.799589326,"suction",2,"terrestrial"
"37732",16114,"Leugene","Pool","Symphypleona",NA,1,3,212,181798.799589326,"suction",2,"terrestrial"
"37733",16115,"Leugene","Pool","Symphypleona",NA,1,3,212,181798.799589326,"suction",2,"terrestrial"
"37734",16116,"Leugene","Pool","Symphypleona",NA,1,3,212,181798.799589326,"suction",2,"terrestrial"
"37735",16117,"Leugene","Pool","Symphypleona",NA,1,3,212,181798.799589326,"suction",2,"terrestrial"
"37736",16118,"Leugene","Pool","Symphypleona",NA,1,3,212,181798.799589326,"suction",2,"terrestrial"
"37737",16119,"Leugene","Pool","Symphypleona",NA,1,3,212,181798.799589326,"suction",2,"terrestrial"
"37738",16120,"Leugene","Pool","Symphypleona",NA,1,3,212,181798.799589326,"suction",2,"terrestrial"
"37739",16121,"Leugene","Pool","Symphypleona",NA,1,3,212,181798.799589326,"suction",2,"terrestrial"
"37740",16122,"Leugene","Pool","Symphypleona",NA,1,3,212,181798.799589326,"suction",2,"terrestrial"
"37741",16123,"Leugene","Pool","Symphypleona",NA,1,3,212,181798.799589326,"suction",2,"terrestrial"
"37742",16124,"Leugene","Pool","Symphypleona",NA,1,3,212,181798.799589326,"suction",2,"terrestrial"
"37743",16125,"Leugene","Pool","Symphypleona",NA,1,3,212,181798.799589326,"suction",2,"terrestrial"
"37744",16126,"Leugene","Pool","Symphypleona",NA,1,3,212,181798.799589326,"suction",2,"terrestrial"
"37745",16127,"Leugene","Pool","Symphypleona",NA,1,3,212,181798.799589326,"suction",2,"terrestrial"
"37746",16128,"Leugene","Pool","Symphypleona",NA,1,3,212,181798.799589326,"suction",2,"terrestrial"
"37747",16129,"Leugene","Pool","Symphypleona",NA,1,3,212,181798.799589326,"suction",2,"terrestrial"
"37748",16130,"Leugene","Pool","Symphypleona",NA,1,3,212,181798.799589326,"suction",2,"terrestrial"
"37749",16131,"Leugene","Pool","Symphypleona",NA,1,3,212,181798.799589326,"suction",2,"terrestrial"
"37750",16132,"Leugene","Pool","Symphypleona",NA,1,3,212,181798.799589326,"suction",2,"terrestrial"
"37751",16133,"Leugene","Pool","Symphypleona",NA,1,3,212,181798.799589326,"suction",2,"terrestrial"
"37752",16134,"Leugene","Pool","Symphypleona",NA,1,3,212,181798.799589326,"suction",2,"terrestrial"
"37753",16135,"Leugene","Pool","Symphypleona",NA,1,3,212,181798.799589326,"suction",2,"terrestrial"
"37754",16136,"Leugene","Pool","Symphypleona",NA,1,3,212,181798.799589326,"suction",2,"terrestrial"
"37755",16137,"Leugene","Pool","Symphypleona",NA,1,3,212,181798.799589326,"suction",2,"terrestrial"
"37756",16138,"Leugene","Pool","Symphypleona",NA,1,3,212,181798.799589326,"suction",2,"terrestrial"
"37757",16139,"Leugene","Pool","Symphypleona",NA,1,3,212,181798.799589326,"suction",2,"terrestrial"
"37758",16140,"Leugene","Pool","Symphypleona",NA,1,3,212,181798.799589326,"suction",2,"terrestrial"
"37759",16141,"Leugene","Pool","Symphypleona",NA,1,3,212,181798.799589326,"suction",2,"terrestrial"
"37760",16142,"Leugene","Pool","Symphypleona",NA,1,3,212,181798.799589326,"suction",2,"terrestrial"
"37761",16143,"Leugene","Pool","Symphypleona",NA,1,3,212,181798.799589326,"suction",2,"terrestrial"
"37762",16144,"Leugene","Pool","Symphypleona",NA,1,3,212,181798.799589326,"suction",2,"terrestrial"
"37763",16145,"Leugene","Pool","Symphypleona",NA,1,3,212,181798.799589326,"suction",2,"terrestrial"
"37764",16146,"Leugene","Pool","Symphypleona",NA,1,3,212,181798.799589326,"suction",2,"terrestrial"
"37765",16147,"Leugene","Pool","Symphypleona",NA,1,3,212,181798.799589326,"suction",2,"terrestrial"
"37766",16148,"Leugene","Pool","Symphypleona",NA,1,3,212,181798.799589326,"suction",2,"terrestrial"
"37767",16149,"Leugene","Pool","Symphypleona",NA,1,3,212,181798.799589326,"suction",2,"terrestrial"
"37768",16150,"Leugene","Pool","Symphypleona",NA,1,3,212,181798.799589326,"suction",2,"terrestrial"
"37769",16151,"Leugene","Pool","Symphypleona",NA,1,3,212,181798.799589326,"suction",2,"terrestrial"
"37770",16152,"Leugene","Pool","Symphypleona",NA,1,3,212,181798.799589326,"suction",2,"terrestrial"
"37771",16153,"Leugene","Pool","Symphypleona",NA,1,3,212,181798.799589326,"suction",2,"terrestrial"
"37772",16154,"Leugene","Pool","Symphypleona",NA,1,3,212,181798.799589326,"suction",2,"terrestrial"
"37773",16155,"Leugene","Pool","Symphypleona",NA,1,3,212,181798.799589326,"suction",2,"terrestrial"
"37774",16156,"Leugene","Pool","Symphypleona",NA,1,3,212,181798.799589326,"suction",2,"terrestrial"
"37775",16157,"Leugene","Pool","Symphypleona",NA,1,3,212,181798.799589326,"suction",2,"terrestrial"
"37776",16158,"Leugene","Pool","Symphypleona",NA,1,3,212,181798.799589326,"suction",2,"terrestrial"
"37777",16159,"Leugene","Pool","Symphypleona",NA,1,3,212,181798.799589326,"suction",2,"terrestrial"
"37778",16160,"Leugene","Pool","Symphypleona",NA,1,3,212,181798.799589326,"suction",2,"terrestrial"
"37779",16161,"Leugene","Pool","Symphypleona",NA,1,3,212,181798.799589326,"suction",2,"terrestrial"
"37780",16162,"Leugene","Pool","Symphypleona",NA,1,3,212,181798.799589326,"suction",2,"terrestrial"
"37781",16163,"Leugene","Pool","Symphypleona",NA,1,3,212,181798.799589326,"suction",2,"terrestrial"
"37782",16164,"Leugene","Pool","Symphypleona",NA,1,3,212,181798.799589326,"suction",2,"terrestrial"
"37783",16165,"Leugene","Pool","Symphypleona",NA,1,3,212,181798.799589326,"suction",2,"terrestrial"
"37784",16166,"Leugene","Pool","Symphypleona",NA,1,3,212,181798.799589326,"suction",2,"terrestrial"
"37785",16167,"Leugene","Pool","Symphypleona",NA,1,3,212,181798.799589326,"suction",2,"terrestrial"
"37786",16168,"Leugene","Pool","Symphypleona",NA,1,3,212,181798.799589326,"suction",2,"terrestrial"
"37787",16169,"Leugene","Pool","Symphypleona",NA,1,3,212,181798.799589326,"suction",2,"terrestrial"
"37788",16170,"Leugene","Pool","Symphypleona",NA,1,3,212,181798.799589326,"suction",2,"terrestrial"
"37789",16171,"Leugene","Pool","Symphypleona",NA,1,3,212,181798.799589326,"suction",2,"terrestrial"
"37790",16172,"Leugene","Pool","Symphypleona",NA,1,3,212,181798.799589326,"suction",2,"terrestrial"
"37791",16173,"Leugene","Pool","Symphypleona",NA,1,3,212,181798.799589326,"suction",2,"terrestrial"
"37792",16174,"Leugene","Pool","Symphypleona",NA,1,3,212,181798.799589326,"suction",2,"terrestrial"
"37793",16175,"Leugene","Pool","Symphypleona",NA,1,3,212,181798.799589326,"suction",2,"terrestrial"
"37794",16176,"Leugene","Pool","Symphypleona",NA,1,3,212,181798.799589326,"suction",2,"terrestrial"
"37795",16177,"Leugene","Pool","Symphypleona",NA,1,3,212,181798.799589326,"suction",2,"terrestrial"
"37796",16178,"Leugene","Pool","Symphypleona",NA,1,3,212,181798.799589326,"suction",2,"terrestrial"
"37797",16179,"Leugene","Pool","Symphypleona",NA,1,3,212,181798.799589326,"suction",2,"terrestrial"
"37798",16180,"Leugene","Pool","Symphypleona",NA,1,3,212,181798.799589326,"suction",2,"terrestrial"
"37799",16181,"Leugene","Pool","Symphypleona",NA,1,3,212,181798.799589326,"suction",2,"terrestrial"
"37800",16182,"Leugene","Pool","Symphypleona",NA,1,3,212,181798.799589326,"suction",2,"terrestrial"
"37801",16183,"Leugene","Pool","Symphypleona",NA,1,3,212,181798.799589326,"suction",2,"terrestrial"
"37802",16184,"Leugene","Pool","Symphypleona",NA,1,3,212,181798.799589326,"suction",2,"terrestrial"
"37803",16185,"Leugene","Pool","Symphypleona",NA,1,3,212,181798.799589326,"suction",2,"terrestrial"
"37804",16186,"Leugene","Pool","Symphypleona",NA,1,3,212,181798.799589326,"suction",2,"terrestrial"
