"","X.1","X","site","location","order","family","length","ecomorphology","area_pool","human_influence","method","point","type","backbone_order","source.x","order_corrected","a","b","source.y","dry_weight"
"52407",52407,30814,"Ellikon","Inflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",2,"terrestrial",NA,NA,"Entomobryomorpha",NA,NA,NA,NA
"52408",52408,30815,"Ellikon","Inflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",2,"terrestrial",NA,NA,"Entomobryomorpha",NA,NA,NA,NA
"52409",52409,30816,"Ellikon","Inflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",2,"terrestrial",NA,NA,"Entomobryomorpha",NA,NA,NA,NA
"52410",52410,30817,"Ellikon","Inflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",2,"terrestrial",NA,NA,"Entomobryomorpha",NA,NA,NA,NA
"52411",52411,30818,"Ellikon","Inflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",2,"terrestrial",NA,NA,"Entomobryomorpha",NA,NA,NA,NA
"52412",52412,30819,"Ellikon","Inflow","Entomobryomorpha",NA,1,3,451,130586.530561878,"suction",2,"terrestrial",NA,NA,"Entomobryomorpha",NA,NA,NA,NA
"52413",52413,30820,"Ellikon","Inflow","Entomobryomorpha",NA,1,3,451,130586.530561878,"suction",2,"terrestrial",NA,NA,"Entomobryomorpha",NA,NA,NA,NA
"52414",52414,30821,"Ellikon","Inflow","Hymenoptera","Mymaridae",0.5,3,451,130586.530561878,"suction",3,"terrestrial","Hymenoptera","GBIF","Hymenoptera",NA,NA,NA,NA
"52415",52415,30822,"Ellikon","Inflow","Hymenoptera","Mymaridae",0.5,3,451,130586.530561878,"suction",3,"terrestrial","Hymenoptera","GBIF","Hymenoptera",NA,NA,NA,NA
"52416",52416,30823,"Ellikon","Inflow","Hymenoptera","Mymaridae",0.5,3,451,130586.530561878,"suction",3,"terrestrial","Hymenoptera","GBIF","Hymenoptera",NA,NA,NA,NA
"52417",52417,30824,"Ellikon","Inflow","Hymenoptera","Mymaridae",0.5,3,451,130586.530561878,"suction",3,"terrestrial","Hymenoptera","GBIF","Hymenoptera",NA,NA,NA,NA
"52418",52418,30825,"Ellikon","Inflow","Hymenoptera","Mymaridae",0.5,3,451,130586.530561878,"suction",3,"terrestrial","Hymenoptera","GBIF","Hymenoptera",NA,NA,NA,NA
"52419",52419,30826,"Ellikon","Inflow","Hymenoptera",NA,5,3,451,130586.530561878,"suction",3,"terrestrial",NA,NA,"Hymenoptera",NA,NA,NA,NA
"52420",52420,30827,"Ellikon","Inflow","Hymenoptera",NA,2,3,451,130586.530561878,"suction",3,"terrestrial",NA,NA,"Hymenoptera",NA,NA,NA,NA
"52421",52421,30828,"Ellikon","Inflow","Hymenoptera",NA,2,3,451,130586.530561878,"suction",3,"terrestrial",NA,NA,"Hymenoptera",NA,NA,NA,NA
"52422",52422,30829,"Ellikon","Inflow","Hymenoptera",NA,2,3,451,130586.530561878,"suction",3,"terrestrial",NA,NA,"Hymenoptera",NA,NA,NA,NA
"52423",52423,30830,"Ellikon","Inflow","Hymenoptera",NA,2,3,451,130586.530561878,"suction",3,"terrestrial",NA,NA,"Hymenoptera",NA,NA,NA,NA
"52424",52424,30831,"Ellikon","Inflow","Hymenoptera",NA,2,3,451,130586.530561878,"suction",3,"terrestrial",NA,NA,"Hymenoptera",NA,NA,NA,NA
"52425",52425,30832,"Ellikon","Inflow","Hymenoptera",NA,1,3,451,130586.530561878,"suction",3,"terrestrial",NA,NA,"Hymenoptera",NA,NA,NA,NA
"52426",52426,30833,"Ellikon","Inflow","Hymenoptera",NA,1,3,451,130586.530561878,"suction",3,"terrestrial",NA,NA,"Hymenoptera",NA,NA,NA,NA
"52427",52427,30834,"Ellikon","Inflow","Araneae","Thomisidae",1,3,451,130586.530561878,"suction",3,"terrestrial","Araneae","GBIF","Araneae",NA,NA,NA,NA
"52428",52428,30835,"Ellikon","Inflow","Hemiptera",NA,2,3,451,130586.530561878,"suction",3,"terrestrial",NA,NA,"Hemiptera",NA,NA,NA,NA
"52429",52429,30836,"Ellikon","Inflow","Hemiptera",NA,3,3,451,130586.530561878,"suction",3,"terrestrial",NA,NA,"Hemiptera",NA,NA,NA,NA
"52430",52430,30837,"Ellikon","Inflow","Diptera",NA,2,3,451,130586.530561878,"suction",3,"terrestrial",NA,NA,"Diptera",NA,NA,NA,NA
"52431",52431,30838,"Ellikon","Inflow","Hemiptera",NA,2,3,451,130586.530561878,"suction",3,"terrestrial",NA,NA,"Hemiptera",NA,NA,NA,NA
"52432",52432,30839,"Ellikon","Inflow","Diptera",NA,2,3,451,130586.530561878,"suction",3,"terrestrial",NA,NA,"Diptera",NA,NA,NA,NA
"52433",52433,30840,"Ellikon","Inflow","Diptera",NA,2,3,451,130586.530561878,"suction",3,"terrestrial",NA,NA,"Diptera",NA,NA,NA,NA
"52434",52434,30841,"Ellikon","Inflow","Diptera",NA,2,3,451,130586.530561878,"suction",3,"terrestrial",NA,NA,"Diptera",NA,NA,NA,NA
"52435",52435,30842,"Ellikon","Inflow","Diptera",NA,2,3,451,130586.530561878,"suction",3,"terrestrial",NA,NA,"Diptera",NA,NA,NA,NA
"52436",52436,30843,"Ellikon","Inflow","Diptera",NA,2,3,451,130586.530561878,"suction",3,"terrestrial",NA,NA,"Diptera",NA,NA,NA,NA
"52437",52437,30844,"Ellikon","Inflow","Diptera",NA,1,3,451,130586.530561878,"suction",3,"terrestrial",NA,NA,"Diptera",NA,NA,NA,NA
"52438",52438,30845,"Ellikon","Inflow","Diptera",NA,1,3,451,130586.530561878,"suction",3,"terrestrial",NA,NA,"Diptera",NA,NA,NA,NA
"52439",52439,30846,"Ellikon","Inflow","Diptera",NA,1,3,451,130586.530561878,"suction",3,"terrestrial",NA,NA,"Diptera",NA,NA,NA,NA
"52440",52440,30847,"Ellikon","Inflow","Diptera",NA,1,3,451,130586.530561878,"suction",3,"terrestrial",NA,NA,"Diptera",NA,NA,NA,NA
"52441",52441,30848,"Ellikon","Inflow","Diptera",NA,1,3,451,130586.530561878,"suction",3,"terrestrial",NA,NA,"Diptera",NA,NA,NA,NA
"52442",52442,30849,"Ellikon","Inflow","Diptera",NA,1,3,451,130586.530561878,"suction",3,"terrestrial",NA,NA,"Diptera",NA,NA,NA,NA
"52443",52443,30850,"Ellikon","Inflow","Diptera",NA,1,3,451,130586.530561878,"suction",3,"terrestrial",NA,NA,"Diptera",NA,NA,NA,NA
"52444",52444,30851,"Ellikon","Inflow","Hemiptera","Aphididae",0.5,3,451,130586.530561878,"suction",3,"terrestrial","Hemiptera","GBIF","Hemiptera",NA,NA,NA,NA
"52445",52445,30852,"Ellikon","Inflow","Hemiptera","Aphididae",0.5,3,451,130586.530561878,"suction",3,"terrestrial","Hemiptera","GBIF","Hemiptera",NA,NA,NA,NA
"52446",52446,30853,"Ellikon","Inflow","Hemiptera","Aphididae",0.5,3,451,130586.530561878,"suction",3,"terrestrial","Hemiptera","GBIF","Hemiptera",NA,NA,NA,NA
"52447",52447,30854,"Ellikon","Inflow","Hemiptera","Aphididae",0.5,3,451,130586.530561878,"suction",3,"terrestrial","Hemiptera","GBIF","Hemiptera",NA,NA,NA,NA
"52448",52448,30855,"Ellikon","Inflow","Hemiptera","Aphididae",2,3,451,130586.530561878,"suction",3,"terrestrial","Hemiptera","GBIF","Hemiptera",NA,NA,NA,NA
"52449",52449,30856,"Ellikon","Inflow","Hemiptera","Aphididae",2,3,451,130586.530561878,"suction",3,"terrestrial","Hemiptera","GBIF","Hemiptera",NA,NA,NA,NA
"52450",52450,30857,"Ellikon","Inflow","Hemiptera","Aphididae",2,3,451,130586.530561878,"suction",3,"terrestrial","Hemiptera","GBIF","Hemiptera",NA,NA,NA,NA
"52451",52451,30858,"Ellikon","Inflow","Hemiptera","Aphididae",2,3,451,130586.530561878,"suction",3,"terrestrial","Hemiptera","GBIF","Hemiptera",NA,NA,NA,NA
"52452",52452,30859,"Ellikon","Inflow","Hemiptera","Aphididae",1,3,451,130586.530561878,"suction",3,"terrestrial","Hemiptera","GBIF","Hemiptera",NA,NA,NA,NA
"52453",52453,30860,"Ellikon","Inflow","Hemiptera","Aphididae",1,3,451,130586.530561878,"suction",3,"terrestrial","Hemiptera","GBIF","Hemiptera",NA,NA,NA,NA
"52454",52454,30861,"Ellikon","Inflow","Hemiptera","Aphididae",1,3,451,130586.530561878,"suction",3,"terrestrial","Hemiptera","GBIF","Hemiptera",NA,NA,NA,NA
"52455",52455,30862,"Ellikon","Inflow","Hemiptera","Aphididae",1,3,451,130586.530561878,"suction",3,"terrestrial","Hemiptera","GBIF","Hemiptera",NA,NA,NA,NA
"52456",52456,30863,"Ellikon","Inflow","Hemiptera","Aphididae",1,3,451,130586.530561878,"suction",3,"terrestrial","Hemiptera","GBIF","Hemiptera",NA,NA,NA,NA
"52457",52457,30864,"Ellikon","Inflow","Hemiptera","Aphididae",1,3,451,130586.530561878,"suction",3,"terrestrial","Hemiptera","GBIF","Hemiptera",NA,NA,NA,NA
"52458",52458,30865,"Ellikon","Inflow","Thysanoptera","Thripidae",1,3,451,130586.530561878,"suction",3,"terrestrial","Thysanoptera","GBIF","Thysanoptera",NA,NA,NA,NA
"52459",52459,30866,"Ellikon","Inflow","Thysanoptera","Thripidae",2,3,451,130586.530561878,"suction",3,"terrestrial","Thysanoptera","GBIF","Thysanoptera",NA,NA,NA,NA
"52460",52460,30867,"Ellikon","Inflow","Thysanoptera","Thripidae",1,3,451,130586.530561878,"suction",3,"terrestrial","Thysanoptera","GBIF","Thysanoptera",NA,NA,NA,NA
"52461",52461,30868,"Ellikon","Inflow","Araneae",NA,1,3,451,130586.530561878,"suction",3,"terrestrial",NA,NA,"Araneae",NA,NA,NA,NA
"52462",52462,30869,"Ellikon","Inflow","Araneae",NA,1,3,451,130586.530561878,"suction",3,"terrestrial",NA,NA,"Araneae",NA,NA,NA,NA
"52463",52463,30870,"Ellikon","Inflow","Acari",NA,1,3,451,130586.530561878,"suction",3,"terrestrial",NA,NA,"Acari",NA,NA,NA,NA
"52464",52464,30871,"Ellikon","Inflow","Acari",NA,1,3,451,130586.530561878,"suction",3,"terrestrial",NA,NA,"Acari",NA,NA,NA,NA
"52465",52465,30872,"Ellikon","Inflow","Symphypleona",NA,0.5,3,451,130586.530561878,"suction",3,"terrestrial",NA,NA,"Symphypleona",NA,NA,NA,NA
"52466",52466,30873,"Ellikon","Inflow","Symphypleona",NA,0.5,3,451,130586.530561878,"suction",3,"terrestrial",NA,NA,"Symphypleona",NA,NA,NA,NA
"52467",52467,30874,"Ellikon","Inflow","Symphypleona",NA,3,3,451,130586.530561878,"suction",3,"terrestrial",NA,NA,"Symphypleona",NA,NA,NA,NA
"52468",52468,30875,"Ellikon","Inflow","Symphypleona",NA,1,3,451,130586.530561878,"suction",3,"terrestrial",NA,NA,"Symphypleona",NA,NA,NA,NA
"52469",52469,30876,"Ellikon","Inflow","Symphypleona",NA,1,3,451,130586.530561878,"suction",3,"terrestrial",NA,NA,"Symphypleona",NA,NA,NA,NA
"52470",52470,30877,"Ellikon","Inflow","Symphypleona",NA,1,3,451,130586.530561878,"suction",3,"terrestrial",NA,NA,"Symphypleona",NA,NA,NA,NA
"52471",52471,30878,"Ellikon","Inflow","Symphypleona",NA,1,3,451,130586.530561878,"suction",3,"terrestrial",NA,NA,"Symphypleona",NA,NA,NA,NA
"52472",52472,30879,"Ellikon","Inflow","Symphypleona",NA,1,3,451,130586.530561878,"suction",3,"terrestrial",NA,NA,"Symphypleona",NA,NA,NA,NA
"52473",52473,30880,"Ellikon","Inflow","Symphypleona",NA,1,3,451,130586.530561878,"suction",3,"terrestrial",NA,NA,"Symphypleona",NA,NA,NA,NA
"52474",52474,30881,"Ellikon","Inflow","Symphypleona",NA,1,3,451,130586.530561878,"suction",3,"terrestrial",NA,NA,"Symphypleona",NA,NA,NA,NA
"52475",52475,30882,"Ellikon","Inflow","Symphypleona",NA,1,3,451,130586.530561878,"suction",3,"terrestrial",NA,NA,"Symphypleona",NA,NA,NA,NA
"52476",52476,30883,"Ellikon","Inflow","Symphypleona",NA,1,3,451,130586.530561878,"suction",3,"terrestrial",NA,NA,"Symphypleona",NA,NA,NA,NA
"52477",52477,30884,"Ellikon","Inflow","Symphypleona",NA,1,3,451,130586.530561878,"suction",3,"terrestrial",NA,NA,"Symphypleona",NA,NA,NA,NA
"52478",52478,30885,"Ellikon","Inflow","Symphypleona",NA,1,3,451,130586.530561878,"suction",3,"terrestrial",NA,NA,"Symphypleona",NA,NA,NA,NA
"52479",52479,30886,"Ellikon","Inflow","Symphypleona",NA,1,3,451,130586.530561878,"suction",3,"terrestrial",NA,NA,"Symphypleona",NA,NA,NA,NA
"52480",52480,30887,"Ellikon","Inflow","Symphypleona",NA,1,3,451,130586.530561878,"suction",3,"terrestrial",NA,NA,"Symphypleona",NA,NA,NA,NA
"52481",52481,30888,"Ellikon","Inflow","Symphypleona",NA,1,3,451,130586.530561878,"suction",3,"terrestrial",NA,NA,"Symphypleona",NA,NA,NA,NA
"52482",52482,30889,"Ellikon","Inflow","Symphypleona",NA,2,3,451,130586.530561878,"suction",3,"terrestrial",NA,NA,"Symphypleona",NA,NA,NA,NA
"52483",52483,30890,"Ellikon","Inflow","Symphypleona",NA,2,3,451,130586.530561878,"suction",3,"terrestrial",NA,NA,"Symphypleona",NA,NA,NA,NA
"52484",52484,30891,"Ellikon","Inflow","Symphypleona",NA,2,3,451,130586.530561878,"suction",3,"terrestrial",NA,NA,"Symphypleona",NA,NA,NA,NA
"52485",52485,30892,"Ellikon","Inflow","Symphypleona",NA,2,3,451,130586.530561878,"suction",3,"terrestrial",NA,NA,"Symphypleona",NA,NA,NA,NA
"52486",52486,30893,"Ellikon","Inflow","Symphypleona",NA,2,3,451,130586.530561878,"suction",3,"terrestrial",NA,NA,"Symphypleona",NA,NA,NA,NA
"52487",52487,30894,"Ellikon","Inflow","Symphypleona",NA,2,3,451,130586.530561878,"suction",3,"terrestrial",NA,NA,"Symphypleona",NA,NA,NA,NA
"52488",52488,30895,"Ellikon","Inflow","Symphypleona",NA,2,3,451,130586.530561878,"suction",3,"terrestrial",NA,NA,"Symphypleona",NA,NA,NA,NA
"52489",52489,30896,"Ellikon","Inflow","Symphypleona",NA,2,3,451,130586.530561878,"suction",3,"terrestrial",NA,NA,"Symphypleona",NA,NA,NA,NA
"52490",52490,30897,"Ellikon","Inflow","Symphypleona",NA,2,3,451,130586.530561878,"suction",3,"terrestrial",NA,NA,"Symphypleona",NA,NA,NA,NA
"52491",52491,30898,"Ellikon","Inflow","Symphypleona",NA,2,3,451,130586.530561878,"suction",3,"terrestrial",NA,NA,"Symphypleona",NA,NA,NA,NA
"52492",52492,30899,"Ellikon","Inflow","Symphypleona",NA,2,3,451,130586.530561878,"suction",3,"terrestrial",NA,NA,"Symphypleona",NA,NA,NA,NA
"52493",52493,30900,"Ellikon","Inflow","Symphypleona",NA,2,3,451,130586.530561878,"suction",3,"terrestrial",NA,NA,"Symphypleona",NA,NA,NA,NA
"52494",52494,30901,"Ellikon","Inflow","Symphypleona",NA,2,3,451,130586.530561878,"suction",3,"terrestrial",NA,NA,"Symphypleona",NA,NA,NA,NA
"52495",52495,30902,"Ellikon","Inflow","Poduromorpha",NA,1,3,451,130586.530561878,"suction",3,"terrestrial",NA,NA,"Poduromorpha",NA,NA,NA,NA
"52496",52496,30903,"Ellikon","Inflow","Entomobryomorpha",NA,3,3,451,130586.530561878,"suction",3,"terrestrial",NA,NA,"Entomobryomorpha",NA,NA,NA,NA
"52497",52497,30904,"Ellikon","Inflow","Entomobryomorpha",NA,3,3,451,130586.530561878,"suction",3,"terrestrial",NA,NA,"Entomobryomorpha",NA,NA,NA,NA
"52498",52498,30905,"Ellikon","Inflow","Entomobryomorpha",NA,3,3,451,130586.530561878,"suction",3,"terrestrial",NA,NA,"Entomobryomorpha",NA,NA,NA,NA
"52499",52499,30906,"Ellikon","Inflow","Entomobryomorpha",NA,3,3,451,130586.530561878,"suction",3,"terrestrial",NA,NA,"Entomobryomorpha",NA,NA,NA,NA
"52500",52500,30907,"Ellikon","Inflow","Entomobryomorpha",NA,3,3,451,130586.530561878,"suction",3,"terrestrial",NA,NA,"Entomobryomorpha",NA,NA,NA,NA
"52501",52501,30908,"Ellikon","Inflow","Entomobryomorpha",NA,3,3,451,130586.530561878,"suction",3,"terrestrial",NA,NA,"Entomobryomorpha",NA,NA,NA,NA
"52502",52502,30909,"Ellikon","Inflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial",NA,NA,"Entomobryomorpha",NA,NA,NA,NA
"52503",52503,30910,"Ellikon","Inflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial",NA,NA,"Entomobryomorpha",NA,NA,NA,NA
"52504",52504,30911,"Ellikon","Inflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial",NA,NA,"Entomobryomorpha",NA,NA,NA,NA
"52505",52505,30912,"Ellikon","Inflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial",NA,NA,"Entomobryomorpha",NA,NA,NA,NA
"52506",52506,30913,"Ellikon","Inflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial",NA,NA,"Entomobryomorpha",NA,NA,NA,NA
"52507",52507,30914,"Ellikon","Inflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial",NA,NA,"Entomobryomorpha",NA,NA,NA,NA
"52508",52508,30915,"Ellikon","Inflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial",NA,NA,"Entomobryomorpha",NA,NA,NA,NA
"52509",52509,30916,"Ellikon","Inflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial",NA,NA,"Entomobryomorpha",NA,NA,NA,NA
"52510",52510,30917,"Ellikon","Inflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial",NA,NA,"Entomobryomorpha",NA,NA,NA,NA
"52511",52511,30918,"Ellikon","Inflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial",NA,NA,"Entomobryomorpha",NA,NA,NA,NA
"52512",52512,30919,"Ellikon","Inflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial",NA,NA,"Entomobryomorpha",NA,NA,NA,NA
"52513",52513,30920,"Ellikon","Inflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial",NA,NA,"Entomobryomorpha",NA,NA,NA,NA
"52514",52514,30921,"Ellikon","Inflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial",NA,NA,"Entomobryomorpha",NA,NA,NA,NA
"52515",52515,30922,"Ellikon","Inflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial",NA,NA,"Entomobryomorpha",NA,NA,NA,NA
"52516",52516,30923,"Ellikon","Inflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial",NA,NA,"Entomobryomorpha",NA,NA,NA,NA
"52517",52517,30924,"Ellikon","Inflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial",NA,NA,"Entomobryomorpha",NA,NA,NA,NA
"52518",52518,30925,"Ellikon","Inflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial",NA,NA,"Entomobryomorpha",NA,NA,NA,NA
"52519",52519,30926,"Ellikon","Inflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial",NA,NA,"Entomobryomorpha",NA,NA,NA,NA
"52520",52520,30927,"Ellikon","Inflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial",NA,NA,"Entomobryomorpha",NA,NA,NA,NA
"52521",52521,30928,"Ellikon","Inflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial",NA,NA,"Entomobryomorpha",NA,NA,NA,NA
"52522",52522,30929,"Ellikon","Inflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial",NA,NA,"Entomobryomorpha",NA,NA,NA,NA
"52523",52523,30930,"Ellikon","Inflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial",NA,NA,"Entomobryomorpha",NA,NA,NA,NA
"52524",52524,30931,"Ellikon","Inflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial",NA,NA,"Entomobryomorpha",NA,NA,NA,NA
"52525",52525,30932,"Ellikon","Inflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial",NA,NA,"Entomobryomorpha",NA,NA,NA,NA
"52526",52526,30933,"Ellikon","Inflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial",NA,NA,"Entomobryomorpha",NA,NA,NA,NA
"52527",52527,30934,"Ellikon","Inflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial",NA,NA,"Entomobryomorpha",NA,NA,NA,NA
"52528",52528,30935,"Ellikon","Inflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial",NA,NA,"Entomobryomorpha",NA,NA,NA,NA
"52529",52529,30936,"Ellikon","Inflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial",NA,NA,"Entomobryomorpha",NA,NA,NA,NA
"52530",52530,30937,"Ellikon","Inflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial",NA,NA,"Entomobryomorpha",NA,NA,NA,NA
"52531",52531,30938,"Ellikon","Inflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial",NA,NA,"Entomobryomorpha",NA,NA,NA,NA
"52532",52532,30939,"Ellikon","Inflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial",NA,NA,"Entomobryomorpha",NA,NA,NA,NA
"52533",52533,30940,"Ellikon","Inflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial",NA,NA,"Entomobryomorpha",NA,NA,NA,NA
"52534",52534,30941,"Ellikon","Inflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial",NA,NA,"Entomobryomorpha",NA,NA,NA,NA
"52535",52535,30942,"Ellikon","Inflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial",NA,NA,"Entomobryomorpha",NA,NA,NA,NA
"52536",52536,30943,"Ellikon","Inflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial",NA,NA,"Entomobryomorpha",NA,NA,NA,NA
"52537",52537,30944,"Ellikon","Inflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial",NA,NA,"Entomobryomorpha",NA,NA,NA,NA
"52538",52538,30945,"Ellikon","Inflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial",NA,NA,"Entomobryomorpha",NA,NA,NA,NA
"52539",52539,30946,"Ellikon","Inflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial",NA,NA,"Entomobryomorpha",NA,NA,NA,NA
"52540",52540,30947,"Ellikon","Inflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial",NA,NA,"Entomobryomorpha",NA,NA,NA,NA
"52541",52541,30948,"Ellikon","Inflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial",NA,NA,"Entomobryomorpha",NA,NA,NA,NA
"52542",52542,30949,"Ellikon","Inflow","Entomobryomorpha",NA,1,3,451,130586.530561878,"suction",3,"terrestrial",NA,NA,"Entomobryomorpha",NA,NA,NA,NA
"52543",52543,30950,"Ellikon","Inflow","Entomobryomorpha",NA,1,3,451,130586.530561878,"suction",3,"terrestrial",NA,NA,"Entomobryomorpha",NA,NA,NA,NA
"52544",52544,30951,"Ellikon","Inflow","Entomobryomorpha",NA,1,3,451,130586.530561878,"suction",3,"terrestrial",NA,NA,"Entomobryomorpha",NA,NA,NA,NA
"52545",52545,30952,"Ellikon","Inflow","Entomobryomorpha",NA,1,3,451,130586.530561878,"suction",3,"terrestrial",NA,NA,"Entomobryomorpha",NA,NA,NA,NA
"52546",52546,30953,"Ellikon","Inflow","Entomobryomorpha",NA,1,3,451,130586.530561878,"suction",3,"terrestrial",NA,NA,"Entomobryomorpha",NA,NA,NA,NA
"52547",52547,30954,"Ellikon","Inflow","Entomobryomorpha",NA,1,3,451,130586.530561878,"suction",3,"terrestrial",NA,NA,"Entomobryomorpha",NA,NA,NA,NA
"52548",52548,30955,"Ellikon","Inflow","Entomobryomorpha",NA,1,3,451,130586.530561878,"suction",3,"terrestrial",NA,NA,"Entomobryomorpha",NA,NA,NA,NA
"52549",52549,30956,"Ellikon","Inflow","Entomobryomorpha",NA,1,3,451,130586.530561878,"suction",3,"terrestrial",NA,NA,"Entomobryomorpha",NA,NA,NA,NA
"52550",52550,30957,"Ellikon","Inflow","Entomobryomorpha",NA,1,3,451,130586.530561878,"suction",3,"terrestrial",NA,NA,"Entomobryomorpha",NA,NA,NA,NA
"52551",52551,30958,"Ellikon","Inflow","Entomobryomorpha",NA,1,3,451,130586.530561878,"suction",3,"terrestrial",NA,NA,"Entomobryomorpha",NA,NA,NA,NA
"52552",52552,30959,"Ellikon","Inflow","Entomobryomorpha",NA,1,3,451,130586.530561878,"suction",3,"terrestrial",NA,NA,"Entomobryomorpha",NA,NA,NA,NA
"52553",52553,30960,"Ellikon","Inflow","Entomobryomorpha",NA,1,3,451,130586.530561878,"suction",3,"terrestrial",NA,NA,"Entomobryomorpha",NA,NA,NA,NA
"52554",52554,30961,"Ellikon","Inflow","Entomobryomorpha",NA,1,3,451,130586.530561878,"suction",3,"terrestrial",NA,NA,"Entomobryomorpha",NA,NA,NA,NA
"52555",52555,30962,"Ellikon","Inflow","Entomobryomorpha",NA,1,3,451,130586.530561878,"suction",3,"terrestrial",NA,NA,"Entomobryomorpha",NA,NA,NA,NA
"52556",52556,30963,"Ellikon","Inflow","Entomobryomorpha",NA,1,3,451,130586.530561878,"suction",3,"terrestrial",NA,NA,"Entomobryomorpha",NA,NA,NA,NA
"52557",52557,30964,"Ellikon","Inflow","Entomobryomorpha",NA,1,3,451,130586.530561878,"suction",3,"terrestrial",NA,NA,"Entomobryomorpha",NA,NA,NA,NA
"52558",52558,30965,"Ellikon","Inflow","Entomobryomorpha",NA,1,3,451,130586.530561878,"suction",3,"terrestrial",NA,NA,"Entomobryomorpha",NA,NA,NA,NA
"52559",52559,30966,"Ellikon","Inflow","Entomobryomorpha",NA,1,3,451,130586.530561878,"suction",3,"terrestrial",NA,NA,"Entomobryomorpha",NA,NA,NA,NA
"52560",52560,30967,"Ellikon","Inflow","Entomobryomorpha",NA,1,3,451,130586.530561878,"suction",3,"terrestrial",NA,NA,"Entomobryomorpha",NA,NA,NA,NA
"52561",52561,30968,"Ellikon","Inflow","Entomobryomorpha",NA,1,3,451,130586.530561878,"suction",3,"terrestrial",NA,NA,"Entomobryomorpha",NA,NA,NA,NA
"52562",52562,30969,"Ellikon","Inflow","Entomobryomorpha",NA,1,3,451,130586.530561878,"suction",3,"terrestrial",NA,NA,"Entomobryomorpha",NA,NA,NA,NA
"52563",52563,30970,"Ellikon","Inflow","Entomobryomorpha",NA,1,3,451,130586.530561878,"suction",3,"terrestrial",NA,NA,"Entomobryomorpha",NA,NA,NA,NA
"52564",52564,30971,"Ellikon","Inflow","Entomobryomorpha",NA,1,3,451,130586.530561878,"suction",3,"terrestrial",NA,NA,"Entomobryomorpha",NA,NA,NA,NA
