OBS,Date,Year,Pool,Pool Order,SiteDescription,CarpSighted,Gear,CommonName,MetricLength,Log2Length,Log2SC,MetricWeight,Family,Genus,Species,TrophicGuild
9465,10/18/2018,2018,Meldahl,4,MELLM04,FALSE,Boat Electrofishing,StripedBass,401.32,8.648609245,8.5,834.624,Moronidae,Morone,saxatilis,Piscivore
9517,11/15/2016,2016,RC Byrd,6,RCBLM07,FALSE,Boat Electrofishing,White/StripedBassHybrid,381,8.573647187,8.5,834.624,Moronidae,Morone,NA,Piscivore
2023,11/2/2017,2017,McAlpine,2,MCALO01,FALSE,Boat Electrofishing,RiverCarpsucker,410.0002214,8.679480879,8.5,837.013084,Catostomidae,Carpiodes,carpio,Detritivore
10141,11/15/2017,2017,Greenup,5,GRUT02,FALSE,Boat Electrofishing,FreshwaterDrum,414.0002236,8.693487737,8.5,838.0130996,Sciaenidae,Aplodinotus,grunniens,Invertivore
789,11/14/2017,2017,Greenup,5,GRELO07,FALSE,Boat Electrofishing,SmallmouthBuffalo,385.0002079,8.588715415,8.5,838.0130996,Catostomidae,Ictiobus,bubalus,Detritivore
9529,11/17/2017,2017,RC Byrd,6,RCBUM02,FALSE,Boat Electrofishing,White/StripedBassHybrid,459.0002479,8.842351122,8.5,838.0130996,Moronidae,Morone,NA,Piscivore
4096,10/12/2016,2016,Markland,3,MARUM06,FALSE,Boat Electrofishing,LargemouthBass,375.92,8.554281863,8.5,839.16,Centrarchidae,Micropterus,salmoides,Piscivore
4263,10/19/2015,2015,McAlpine,2,MCALO05,FALSE,Boat Electrofishing,LargemouthBass,386.08,8.59275601,8.5,839.16,Centrarchidae,Micropterus,salmoides,Piscivore
4556,10/15/2018,2018,Meldahl,4,MELLO04,FALSE,Boat Electrofishing,LargemouthBass,391.16,8.611615038,8.5,839.16,Centrarchidae,Micropterus,salmoides,Piscivore
9246,10/16/2018,2018,Meldahl,4,MELUP07,FALSE,Boat Electrofishing,LongnoseGar,690.88,9.432291338,9,839.16,Lepisosteidae,Lepisosteus,osseus,Piscivore
3139,11/15/2016,2016,RC Byrd,6,RCBLM05,FALSE,Boat Electrofishing,RiverCarpsucker,408.94,8.675745375,8.5,839.16,Catostomidae,Carpiodes,carpio,Detritivore
2645,10/19/2016,2016,Meldahl,4,MELUM03,FALSE,Boat Electrofishing,SmallmouthBuffalo,408.94,8.675745375,8.5,839.16,Catostomidae,Ictiobus,bubalus,Detritivore
2716,11/19/2017,2017,Meldahl,4,MELUM06,FALSE,Boat Electrofishing,SpottedSucker,386.08,8.59275601,8.5,839.16,Catostomidae,Minytrema,melanops,Invertivore
10021,11/15/2017,2017,Greenup,5,GREUM11,FALSE,Boat Electrofishing,FreshwaterDrum,413.000223,8.68999875,8.5,840.0131309,Sciaenidae,Aplodinotus,grunniens,Invertivore
3341,11/17/2017,2017,RC Byrd,6,RCBUM05,FALSE,Boat Electrofishing,SmallmouthBuffalo,409.0002209,8.675957812,8.5,840.0131309,Catostomidae,Ictiobus,bubalus,Detritivore
10313,10/31/2017,2017,McAlpine,2,MCAUP06,FALSE,Boat Electrofishing,FreshwaterDrum,404.0002182,8.658212262,8.5,841.0131465,Sciaenidae,Aplodinotus,grunniens,Invertivore
3045,11/20/2017,2017,RC Byrd,6,RBLM11,FALSE,Boat Electrofishing,SmallmouthBuffalo,404.0002182,8.658212262,8.5,842.0131621,Catostomidae,Ictiobus,bubalus,Detritivore
8787,10/20/2015,2015,McAlpine,2,MCALM01,FALSE,Boat Electrofishing,ChannelCatfish,487.68,8.929790998,8.5,843.696,Ictaluridae,Ictalurus,punctatus,Omnivore
9899,10/18/2018,2018,Cannelton,1,CANUP03,FALSE,Boat Electrofishing,FreshwaterDrum,386.08,8.59275601,8.5,843.696,Sciaenidae,Aplodinotus,grunniens,Invertivore
10177,10/16/2017,2017,Markland,3,MARLO05,FALSE,Boat Electrofishing,FreshwaterDrum,391.16,8.611615038,8.5,843.696,Sciaenidae,Aplodinotus,grunniens,Invertivore
10327,10/18/2018,2018,Meldahl,4,MELLM06,FALSE,Boat Electrofishing,FreshwaterDrum,396.24,8.630230716,8.5,843.696,Sciaenidae,Aplodinotus,grunniens,Invertivore
2969,11/28/2017,2017,Meldahl,4,MELUP07,FALSE,Boat Electrofishing,RiverCarpsucker,401.32,8.648609245,8.5,843.696,Catostomidae,Carpiodes,carpio,Detritivore
2264,10/21/2015,2015,McAlpine,2,MCAUM07,FALSE,Boat Electrofishing,SilverRedhorse,444.5,8.796039609,8.5,843.696,Catostomidae,Moxostoma,anisurum,Invertivore
2032,10/19/2015,2015,McAlpine,2,MCALO02,FALSE,Boat Electrofishing,SmallmouthBuffalo,383.54,8.583233236,8.5,843.696,Catostomidae,Ictiobus,bubalus,Detritivore
2818,10/25/2018,2018,Meldahl,4,MELUP02,FALSE,Boat Electrofishing,SmallmouthBuffalo,383.54,8.583233236,8.5,843.696,Catostomidae,Ictiobus,bubalus,Detritivore
569,10/17/2018,2018,Cannelton,1,CANUP10,TRUE,Boat Electrofishing,SmallmouthBuffalo,386.08,8.59275601,8.5,843.696,Catostomidae,Ictiobus,bubalus,Detritivore
318,10/13/2020,2020,Cannelton,1,CANLO05,TRUE,Boat Electrofishing,SmallmouthBuffalo,388.62,8.60221634,8.5,843.696,Catostomidae,Ictiobus,bubalus,Detritivore
21,11/2/2016,2016,Cannelton,1,CANLM01,FALSE,Boat Electrofishing,SmallmouthBuffalo,391.16,8.611615038,8.5,843.696,Catostomidae,Ictiobus,bubalus,Detritivore
8991,10/22/2019,2019,Cannelton,1,CANUM04,FALSE,Boat Electrofishing,SpottedGar,614.68,9.263691734,9,843.696,Lepisosteidae,Lepisosteus,oculatus,Piscivore
706,11/14/2017,2017,Greenup,5,GRELO01,FALSE,Boat Electrofishing,SpottedSucker,412.0002225,8.686501306,8.5,844.0131934,Catostomidae,Minytrema,melanops,Invertivore
4380,10/31/2017,2017,McAlpine,2,MCAUP06,FALSE,Boat Electrofishing,SmallmouthBass,387.000209,8.596190535,8.5,845.013209,Centrarchidae,Micropterus,dolomieu,Piscivore
3069,11/6/2017,2017,RC Byrd,6,RCBLM02,FALSE,Boat Electrofishing,SmallmouthBuffalo,416.0002246,8.700440497,8.5,846.0132247,Catostomidae,Ictiobus,bubalus,Detritivore
9201,10/22/2015,2015,McAlpine,2,MCAUP04,FALSE,Boat Electrofishing,LongnoseGar,721.36,9.494575617,9,848.232,Lepisosteidae,Lepisosteus,osseus,Piscivore
9172,10/16/2019,2019,McAlpine,2,MCAUM07,FALSE,Boat Electrofishing,LongnoseGar,723.9,9.499646606,9.5,848.232,Lepisosteidae,Lepisosteus,osseus,Piscivore
9202,10/4/2016,2016,McAlpine,2,MCAUP04,FALSE,Boat Electrofishing,LongnoseGar,769.62,9.58800248,9.5,848.232,Lepisosteidae,Lepisosteus,osseus,Piscivore
1248,10/28/2019,2019,Markland,3,MARLM02,FALSE,Boat Electrofishing,RiverCarpsucker,393.7,8.620952902,8.5,848.232,Catostomidae,Carpiodes,carpio,Detritivore
2209,10/8/2020,2020,McAlpine,2,MCAUM05,FALSE,Boat Electrofishing,RiverCarpsucker,406.4,8.666756592,8.5,848.232,Catostomidae,Carpiodes,carpio,Detritivore
456,11/4/2016,2016,Cannelton,1,CANUP01,FALSE,Boat Electrofishing,RiverCarpsucker,424.18,8.728532789,8.5,848.232,Catostomidae,Carpiodes,carpio,Detritivore
1670,10/12/2016,2016,Markland,3,MARUM05,FALSE,Boat Electrofishing,RiverCarpsucker,439.42,8.779456725,8.5,848.232,Catostomidae,Carpiodes,carpio,Detritivore
4670,11/15/2016,2016,RC Byrd,6,RCBLM02,FALSE,Boat Electrofishing,SmallmouthBass,403.86,8.657711452,8.5,848.232,Centrarchidae,Micropterus,dolomieu,Piscivore
2013,10/19/2015,2015,McAlpine,2,MCALO01,FALSE,Boat Electrofishing,SmallmouthBuffalo,383.54,8.583233236,8.5,848.232,Catostomidae,Ictiobus,bubalus,Detritivore
2864,11/28/2017,2017,Meldahl,4,MELUP04,FALSE,Boat Electrofishing,SmallmouthBuffalo,386.08,8.59275601,8.5,848.232,Catostomidae,Ictiobus,bubalus,Detritivore
837,11/15/2017,2017,Greenup,5,GREUM07,FALSE,Boat Electrofishing,Quillback,400.000216,8.643856969,8.5,850.0132872,Catostomidae,Carpiodes,cyprinus,Detritivore
8631,10/24/2018,2018,Cannelton,1,CANUM06,FALSE,Boat Electrofishing,ChannelCatfish,477.52,8.899417349,8.5,852.768,Ictaluridae,Ictalurus,punctatus,Omnivore
9895,10/21/2020,2020,Cannelton,1,CANUP02,FALSE,Boat Electrofishing,FreshwaterDrum,403.86,8.657711452,8.5,852.768,Sciaenidae,Aplodinotus,grunniens,Invertivore
10275,10/21/2015,2015,McAlpine,2,MCAUM07,FALSE,Boat Electrofishing,FreshwaterDrum,436.88,8.771093252,8.5,852.768,Sciaenidae,Aplodinotus,grunniens,Invertivore
3409,10/7/2020,2020,Cannelton,1,CANLM02,FALSE,Boat Electrofishing,LargemouthBass,378.46,8.563997017,8.5,852.768,Centrarchidae,Micropterus,salmoides,Piscivore
4403,10/18/2016,2016,Meldahl,4,MELLM03,FALSE,Boat Electrofishing,LargemouthBass,398.78,8.639449246,8.5,852.768,Centrarchidae,Micropterus,salmoides,Piscivore
4537,10/17/2016,2016,Meldahl,4,MELLO04,FALSE,Boat Electrofishing,LargemouthBass,398.78,8.639449246,8.5,852.768,Centrarchidae,Micropterus,salmoides,Piscivore
9049,10/17/2018,2018,Cannelton,1,CANUP04,TRUE,Boat Electrofishing,LongnoseGar,695.96,9.44286058,9,852.768,Lepisosteidae,Lepisosteus,osseus,Piscivore
9006,10/5/2017,2017,Cannelton,1,CANUP01,FALSE,Boat Electrofishing,LongnoseGar,744.22,9.539585351,9.5,852.768,Lepisosteidae,Lepisosteus,osseus,Piscivore
2698,10/17/2018,2018,Meldahl,4,MELUM05,FALSE,Boat Electrofishing,RiverCarpsucker,383.54,8.583233236,8.5,852.768,Catostomidae,Carpiodes,carpio,Detritivore
2950,11/1/2016,2016,Meldahl,4,MELUP07,FALSE,Boat Electrofishing,RiverCarpsucker,393.7,8.620952902,8.5,852.768,Catostomidae,Carpiodes,carpio,Detritivore
139,10/31/2016,2016,Cannelton,1,CANLO02,FALSE,Boat Electrofishing,RiverCarpsucker,398.78,8.639449246,8.5,852.768,Catostomidae,Carpiodes,carpio,Detritivore
2410,10/15/2019,2019,McAlpine,2,MCAUP05,FALSE,Boat Electrofishing,RiverCarpsucker,414.02,8.693556651,8.5,852.768,Catostomidae,Carpiodes,carpio,Detritivore
441,10/24/2018,2018,Cannelton,1,CANUM06,FALSE,Boat Electrofishing,RiverCarpsucker,416.56,8.702380502,8.5,852.768,Catostomidae,Carpiodes,carpio,Detritivore
2263,10/21/2015,2015,McAlpine,2,MCAUM07,FALSE,Boat Electrofishing,SilverRedhorse,439.42,8.779456725,8.5,852.768,Catostomidae,Moxostoma,anisurum,Invertivore
172,10/13/2020,2020,Cannelton,1,CANLO02,TRUE,Boat Electrofishing,SmallmouthBuffalo,388.62,8.60221634,8.5,852.768,Catostomidae,Ictiobus,bubalus,Detritivore
465,10/17/2019,2019,Cannelton,1,CANUP01,FALSE,Boat Electrofishing,SmallmouthBuffalo,398.78,8.639449246,8.5,852.768,Catostomidae,Ictiobus,bubalus,Detritivore
31,10/3/2017,2017,Cannelton,1,CANLM02,FALSE,Boat Electrofishing,SmallmouthBuffalo,419.1,8.711150711,8.5,852.768,Catostomidae,Ictiobus,bubalus,Detritivore
8981,10/31/2016,2016,Cannelton,1,CANLO05,FALSE,Boat Electrofishing,SpottedGar,650.24,9.344828497,9,852.768,Lepisosteidae,Lepisosteus,oculatus,Piscivore
324,10/13/2020,2020,Cannelton,1,CANLO05,TRUE,Boat Electrofishing,SpottedSucker,472.44,8.883987308,8.5,852.768,Catostomidae,Minytrema,melanops,Invertivore
9439,10/16/2019,2019,McAlpine,2,MCAUM01,FALSE,Boat Electrofishing,StripedBass,381,8.573647187,8.5,852.768,Moronidae,Morone,saxatilis,Piscivore
9496,11/1/2016,2016,Meldahl,4,MELUP06,FALSE,Boat Electrofishing,WhiteBass,381,8.573647187,8.5,852.768,Moronidae,Morone,chrysops,Piscivore
2430,10/31/2017,2017,McAlpine,2,MCAUP06,FALSE,Boat Electrofishing,SmallmouthBuffalo,390.0002106,8.607331093,8.5,855.0133654,Catostomidae,Ictiobus,bubalus,Detritivore
8830,11/2/2017,2017,McAlpine,2,MCALO06,FALSE,Boat Electrofishing,ChannelCatfish,456.0002462,8.832890793,8.5,856.013381,Ictaluridae,Ictalurus,punctatus,Omnivore
10446,11/6/2017,2017,RC Byrd,6,RCBLM05,FALSE,Boat Electrofishing,FreshwaterDrum,396.0002138,8.629357399,8.5,856.013381,Sciaenidae,Aplodinotus,grunniens,Invertivore
8841,10/8/2020,2020,McAlpine,2,MCAUM01,FALSE,Boat Electrofishing,ChannelCatfish,462.28,8.852623137,8.5,857.304,Ictaluridae,Ictalurus,punctatus,Omnivore
10281,10/30/2017,2017,McAlpine,2,MCAUP01,FALSE,Boat Electrofishing,FreshwaterDrum,381,8.573647187,8.5,857.304,Sciaenidae,Aplodinotus,grunniens,Invertivore
10131,11/17/2016,2016,Greenup,5,GRUT02,FALSE,Boat Electrofishing,FreshwaterDrum,396.24,8.630230716,8.5,857.304,Sciaenidae,Aplodinotus,grunniens,Invertivore
9919,12/4/2015,2015,Greenup,5,GRELM01,FALSE,Boat Electrofishing,FreshwaterDrum,414.02,8.693556651,8.5,857.304,Sciaenidae,Aplodinotus,grunniens,Invertivore
9696,10/15/2018,2018,Meldahl,4,MELLO04,FALSE,Boat Electrofishing,Sauger,467.36,8.868390453,8.5,857.304,Percidae,Sander,canadensis,Piscivore
9984,11/13/2017,2017,Greenup,5,GREUM02,FALSE,Boat Electrofishing,FreshwaterDrum,408.0002203,8.672426121,8.5,858.0134123,Sciaenidae,Aplodinotus,grunniens,Invertivore
3379,11/17/2017,2017,RC Byrd,6,RCBUM07,FALSE,Boat Electrofishing,Quillback,404.0002182,8.658212262,8.5,858.0134123,Catostomidae,Carpiodes,cyprinus,Detritivore
2431,10/31/2017,2017,McAlpine,2,MCAUP06,FALSE,Boat Electrofishing,RiverCarpsucker,424.000229,8.727921234,8.5,861.0134592,Catostomidae,Carpiodes,carpio,Detritivore
8814,10/23/2019,2019,McAlpine,2,MCALM06,FALSE,Boat Electrofishing,ChannelCatfish,462.28,8.852623137,8.5,861.84,Ictaluridae,Ictalurus,punctatus,Omnivore
8611,10/22/2019,2019,Cannelton,1,CANUM04,FALSE,Boat Electrofishing,ChannelCatfish,464.82,8.860528335,8.5,861.84,Ictaluridae,Ictalurus,punctatus,Omnivore
8833,10/25/2019,2019,McAlpine,2,MCALO06,FALSE,Boat Electrofishing,ChannelCatfish,472.44,8.883987308,8.5,861.84,Ictaluridae,Ictalurus,punctatus,Omnivore
10004,11/5/2018,2018,Greenup,5,GREUM10,FALSE,Boat Electrofishing,FreshwaterDrum,398.78,8.639449246,8.5,861.84,Sciaenidae,Aplodinotus,grunniens,Invertivore
10005,11/5/2018,2018,Greenup,5,GREUM10,FALSE,Boat Electrofishing,FreshwaterDrum,403.86,8.657711452,8.5,861.84,Sciaenidae,Aplodinotus,grunniens,Invertivore
4163,10/29/2019,2019,Markland,3,MARUP03,FALSE,Boat Electrofishing,LargemouthBass,383.54,8.583233236,8.5,861.84,Centrarchidae,Micropterus,salmoides,Piscivore
9001,10/22/2019,2019,Cannelton,1,CANUM05,FALSE,Boat Electrofishing,LongnoseGar,688.34,9.426977538,9,861.84,Lepisosteidae,Lepisosteus,osseus,Piscivore
9008,10/18/2018,2018,Cannelton,1,CANUP01,TRUE,Boat Electrofishing,LongnoseGar,703.58,9.458570663,9,861.84,Lepisosteidae,Lepisosteus,osseus,Piscivore
140,10/31/2016,2016,Cannelton,1,CANLO02,FALSE,Boat Electrofishing,RiverCarpsucker,398.78,8.639449246,8.5,861.84,Catostomidae,Carpiodes,carpio,Detritivore
232,10/22/2018,2018,Cannelton,1,CANLO04,TRUE,Boat Electrofishing,RiverCarpsucker,406.4,8.666756592,8.5,861.84,Catostomidae,Carpiodes,carpio,Detritivore
1842,10/16/2017,2017,Markland,3,MARUP04,TRUE,Boat Electrofishing,RiverCarpsucker,416.56,8.702380502,8.5,861.84,Catostomidae,Carpiodes,carpio,Detritivore
1564,10/16/2017,2017,Markland,3,MARLO05,FALSE,Boat Electrofishing,SmallmouthBuffalo,383.54,8.583233236,8.5,861.84,Catostomidae,Ictiobus,bubalus,Detritivore
844,11/6/2018,2018,Greenup,5,GREUM07,FALSE,Boat Electrofishing,SmallmouthBuffalo,388.62,8.60221634,8.5,861.84,Catostomidae,Ictiobus,bubalus,Detritivore
1769,11/5/2015,2015,Markland,3,MARUP02,FALSE,Boat Electrofishing,SmallmouthBuffalo,388.62,8.60221634,8.5,861.84,Catostomidae,Ictiobus,bubalus,Detritivore
190,10/22/2018,2018,Cannelton,1,CANLO03,FALSE,Boat Electrofishing,SmallmouthBuffalo,391.16,8.611615038,8.5,861.84,Catostomidae,Ictiobus,bubalus,Detritivore
334,10/22/2018,2018,Cannelton,1,CANLO06,TRUE,Boat Electrofishing,SmallmouthBuffalo,391.16,8.611615038,8.5,861.84,Catostomidae,Ictiobus,bubalus,Detritivore
1072,11/5/2018,2018,Greenup,5,GRUM14,FALSE,Boat Electrofishing,SmallmouthBuffalo,401.32,8.648609245,8.5,861.84,Catostomidae,Ictiobus,bubalus,Detritivore
470,11/4/2016,2016,Cannelton,1,CANUP02,FALSE,Boat Electrofishing,SmallmouthBuffalo,416.56,8.702380502,8.5,861.84,Catostomidae,Ictiobus,bubalus,Detritivore
9284,11/3/2016,2016,Cannelton,1,CANUM01,FALSE,Boat Electrofishing,White/StripedBassHybrid,439.42,8.779456725,8.5,861.84,Moronidae,Morone,NA,Piscivore
2105,11/2/2017,2017,McAlpine,2,MCALO05,FALSE,Boat Electrofishing,RiverCarpsucker,415.0002241,8.696968305,8.5,863.0134904,Catostomidae,Carpiodes,carpio,Detritivore
3247,11/17/2017,2017,RC Byrd,6,RCBUM02,FALSE,Boat Electrofishing,RiverCarpsucker,421.0002273,8.717677202,8.5,864.013506,Catostomidae,Carpiodes,carpio,Detritivore
3049,11/20/2017,2017,RC Byrd,6,RBLM11,FALSE,Boat Electrofishing,ShortheadRedhorse,423.0002284,8.724514632,8.5,864.013506,Catostomidae,Moxostoma,breviceps,Invertivore
10118,11/15/2017,2017,Greenup,5,GRUT01,FALSE,Boat Electrofishing,FreshwaterDrum,412.0002225,8.686501306,8.5,866.0135373,Sciaenidae,Aplodinotus,grunniens,Invertivore
10119,11/15/2017,2017,Greenup,5,GRUT01,FALSE,Boat Electrofishing,FreshwaterDrum,412.0002225,8.686501306,8.5,866.0135373,Sciaenidae,Aplodinotus,grunniens,Invertivore
4391,11/19/2017,2017,Meldahl,4,MELLM01,FALSE,Boat Electrofishing,LargemouthBass,378.46,8.563997017,8.5,866.376,Centrarchidae,Micropterus,salmoides,Piscivore
9260,10/26/2018,2018,RC Byrd,6,RCBUM06,FALSE,Boat Electrofishing,LongnoseGar,713.74,9.479254817,9,866.376,Lepisosteidae,Lepisosteus,osseus,Piscivore
2697,10/17/2018,2018,Meldahl,4,MELUM05,FALSE,Boat Electrofishing,RiverCarpsucker,381,8.573647187,8.5,866.376,Catostomidae,Carpiodes,carpio,Detritivore
1808,11/5/2015,2015,Markland,3,MARUP03,FALSE,Boat Electrofishing,RiverCarpsucker,408.94,8.675745375,8.5,866.376,Catostomidae,Carpiodes,carpio,Detritivore
2384,10/4/2016,2016,McAlpine,2,MCAUP04,FALSE,Boat Electrofishing,SmallmouthBuffalo,401.32,8.648609245,8.5,866.376,Catostomidae,Ictiobus,bubalus,Detritivore
9626,11/15/2017,2017,Greenup,5,GRUR01,FALSE,Boat Electrofishing,Walleye,465.0002511,8.861087685,8.5,868.0135686,Percidae,Sander,vitreus,Piscivore
9511,11/6/2017,2017,RC Byrd,6,RCBLM05,FALSE,Boat Electrofishing,White/StripedBassHybrid,450.000243,8.81378197,8.5,868.0135686,Moronidae,Morone,NA,Piscivore
3066,11/6/2017,2017,RC Byrd,6,RCBLM02,FALSE,Boat Electrofishing,RiverCarpsucker,405.0002187,8.661778877,8.5,870.0135998,Catostomidae,Carpiodes,carpio,Detritivore
8950,11/15/2016,2016,RC Byrd,6,RCBLM07,FALSE,Boat Electrofishing,ChannelCatfish,464.82,8.860528335,8.5,870.912,Ictaluridae,Ictalurus,punctatus,Omnivore
8794,10/23/2019,2019,McAlpine,2,MCALM01,FALSE,Boat Electrofishing,ChannelCatfish,469.9,8.876209958,8.5,870.912,Ictaluridae,Ictalurus,punctatus,Omnivore
9149,10/8/2020,2020,McAlpine,2,MCAUM02,FALSE,Boat Electrofishing,LongnoseGar,660.4,9.36719631,9,870.912,Lepisosteidae,Lepisosteus,osseus,Piscivore
319,10/13/2020,2020,Cannelton,1,CANLO05,TRUE,Boat Electrofishing,RiverCarpsucker,398.78,8.639449246,8.5,870.912,Catostomidae,Carpiodes,carpio,Detritivore
2175,10/8/2020,2020,McAlpine,2,MCAUM02,FALSE,Boat Electrofishing,RiverCarpsucker,424.18,8.728532789,8.5,870.912,Catostomidae,Carpiodes,carpio,Detritivore
1970,10/7/2016,2016,McAlpine,2,MCALM04,FALSE,Boat Electrofishing,SmallmouthBuffalo,383.54,8.583233236,8.5,870.912,Catostomidae,Ictiobus,bubalus,Detritivore
653,12/4/2015,2015,Greenup,5,GRELM04,FALSE,Boat Electrofishing,SmallmouthBuffalo,398.78,8.639449246,8.5,870.912,Catostomidae,Ictiobus,bubalus,Detritivore
1493,10/16/2017,2017,Markland,3,MARLO03,FALSE,Boat Electrofishing,SmallmouthBuffalo,419.1,8.711150711,8.5,870.912,Catostomidae,Ictiobus,bubalus,Detritivore
1020,11/15/2017,2017,Greenup,5,GRUM02,FALSE,Boat Electrofishing,RiverCarpsucker,414.0002236,8.693487737,8.5,872.0136311,Catostomidae,Carpiodes,carpio,Detritivore
8886,10/18/2016,2016,Meldahl,4,MELLM03,FALSE,Boat Electrofishing,ChannelCatfish,393.7,8.620952902,8.5,875.448,Ictaluridae,Ictalurus,punctatus,Omnivore
8893,10/18/2018,2018,Meldahl,4,MELLM03,FALSE,Boat Electrofishing,ChannelCatfish,474.98,8.891722957,8.5,875.448,Ictaluridae,Ictalurus,punctatus,Omnivore
10274,10/21/2015,2015,McAlpine,2,MCAUM07,FALSE,Boat Electrofishing,FreshwaterDrum,426.72,8.73714592,8.5,875.448,Sciaenidae,Aplodinotus,grunniens,Invertivore
4570,11/20/2017,2017,Meldahl,4,MELLO05,FALSE,Boat Electrofishing,LargemouthBass,393.7,8.620952902,8.5,875.448,Centrarchidae,Micropterus,salmoides,Piscivore
2210,10/8/2020,2020,McAlpine,2,MCAUM05,FALSE,Boat Electrofishing,RiverCarpsucker,414.02,8.693556651,8.5,875.448,Catostomidae,Carpiodes,carpio,Detritivore
4160,11/6/2019,2019,Markland,3,MARUP02,FALSE,Boat Electrofishing,SmallmouthBass,424.18,8.728532789,8.5,875.448,Centrarchidae,Micropterus,dolomieu,Piscivore
1304,10/28/2019,2019,Markland,3,MARLM04,FALSE,Boat Electrofishing,SmallmouthBuffalo,391.16,8.611615038,8.5,875.448,Catostomidae,Ictiobus,bubalus,Detritivore
1630,10/30/2019,2019,Markland,3,MARUM01,FALSE,Boat Electrofishing,SmallmouthBuffalo,393.7,8.620952902,8.5,875.448,Catostomidae,Ictiobus,bubalus,Detritivore
9939,11/13/2017,2017,Greenup,5,GRELM03,FALSE,Boat Electrofishing,FreshwaterDrum,416.0002246,8.700440497,8.5,878.0137249,Sciaenidae,Aplodinotus,grunniens,Invertivore
10248,11/2/2017,2017,McAlpine,2,MCALO06,FALSE,Boat Electrofishing,FreshwaterDrum,450.000243,8.81378197,8.5,878.0137249,Sciaenidae,Aplodinotus,grunniens,Invertivore
8634,10/6/2020,2020,Cannelton,1,CANUM06,TRUE,Boat Electrofishing,ChannelCatfish,431.8,8.754219433,8.5,879.984,Ictaluridae,Ictalurus,punctatus,Omnivore
9881,10/24/2018,2018,Cannelton,1,CANUM05,TRUE,Boat Electrofishing,FreshwaterDrum,406.4,8.666756592,8.5,879.984,Sciaenidae,Aplodinotus,grunniens,Invertivore
9038,10/17/2019,2019,Cannelton,1,CANUP02,FALSE,Boat Electrofishing,LongnoseGar,695.96,9.44286058,9,879.984,Lepisosteidae,Lepisosteus,osseus,Piscivore
9243,11/1/2016,2016,Meldahl,4,MELUP07,FALSE,Boat Electrofishing,LongnoseGar,695.96,9.44286058,9,879.984,Lepisosteidae,Lepisosteus,osseus,Piscivore
9233,11/1/2016,2016,Meldahl,4,MELUP01,FALSE,Boat Electrofishing,LongnoseGar,701.04,9.453352954,9,879.984,Lepisosteidae,Lepisosteus,osseus,Piscivore
9115,10/29/2019,2019,Markland,3,MARUP06,FALSE,Boat Electrofishing,LongnoseGar,703.58,9.458570663,9,879.984,Lepisosteidae,Lepisosteus,osseus,Piscivore
2951,11/1/2016,2016,Meldahl,4,MELUP07,FALSE,Boat Electrofishing,RiverCarpsucker,393.7,8.620952902,8.5,879.984,Catostomidae,Carpiodes,carpio,Detritivore
9740,11/15/2016,2016,RC Byrd,6,RCBLM02,FALSE,Boat Electrofishing,Saugeye,464.82,8.860528335,8.5,879.984,Percidae,Sander,NA,Piscivore
2293,10/22/2015,2015,McAlpine,2,MCAUP01,FALSE,Boat Electrofishing,SmallmouthBuffalo,388.62,8.60221634,8.5,879.984,Catostomidae,Ictiobus,bubalus,Detritivore
1806,11/5/2015,2015,Markland,3,MARUP03,FALSE,Boat Electrofishing,SmallmouthBuffalo,391.16,8.611615038,8.5,879.984,Catostomidae,Ictiobus,bubalus,Detritivore
483,10/18/2018,2018,Cannelton,1,CANUP02,FALSE,Boat Electrofishing,SmallmouthBuffalo,393.7,8.620952902,8.5,879.984,Catostomidae,Ictiobus,bubalus,Detritivore
9482,10/17/2018,2018,Meldahl,4,MELUM07,FALSE,Boat Electrofishing,StripedBass,421.64,8.719867928,8.5,879.984,Moronidae,Morone,saxatilis,Piscivore
9279,10/31/2016,2016,Cannelton,1,CANLO03,FALSE,Boat Electrofishing,White/StripedBassHybrid,434.34,8.762681012,8.5,879.984,Moronidae,Morone,NA,Piscivore
3338,11/17/2017,2017,RC Byrd,6,RCBUM05,FALSE,Boat Electrofishing,SmallmouthBuffalo,399.0002155,8.640245715,8.5,880.0137562,Catostomidae,Ictiobus,bubalus,Detritivore
4428,11/10/2015,2015,Meldahl,4,MELLM04,FALSE,Boat Electrofishing,LargemouthBass,396.24,8.630230716,8.5,884.52,Centrarchidae,Micropterus,salmoides,Piscivore
4248,10/19/2015,2015,McAlpine,2,MCALO03,FALSE,Boat Electrofishing,LargemouthBass,406.4,8.666756592,8.5,884.52,Centrarchidae,Micropterus,salmoides,Piscivore
2548,11/21/2017,2017,Meldahl,4,MELLO02,FALSE,Boat Electrofishing,RiverCarpsucker,411.48,8.6846785,8.5,884.52,Catostomidae,Carpiodes,carpio,Detritivore
1852,10/29/2019,2019,Markland,3,MARUP04,FALSE,Boat Electrofishing,RiverCarpsucker,426.72,8.73714592,8.5,884.52,Catostomidae,Carpiodes,carpio,Detritivore
2630,10/19/2016,2016,Meldahl,4,MELUM02,FALSE,Boat Electrofishing,SmallmouthBuffalo,393.7,8.620952902,8.5,884.52,Catostomidae,Ictiobus,bubalus,Detritivore
2015,10/19/2015,2015,McAlpine,2,MCALO01,FALSE,Boat Electrofishing,SpottedSucker,419.1,8.711150711,8.5,884.52,Catostomidae,Minytrema,melanops,Invertivore
