"","...1","laufnummer","site","location_old","order","family","size","ecomorphology","area_pool","human_influence","location","method"
"8493",8493,139,"Chriesbach","Pool","Ephemeroptera","Ephemerellidae",3,3,2202,131760.231971219,"beaver","kick_net"
"8494",8494,139,"Chriesbach","Pool","Ephemeroptera","Ephemerellidae",3,3,2202,131760.231971219,"beaver","kick_net"
"8495",8495,139,"Chriesbach","Pool","Ephemeroptera","Ephemerellidae",4,3,2202,131760.231971219,"beaver","kick_net"
"8496",8496,139,"Chriesbach","Pool","Ephemeroptera","Ephemerellidae",4,3,2202,131760.231971219,"beaver","kick_net"
"8497",8497,139,"Chriesbach","Pool","Ephemeroptera","Ephemerellidae",6,3,2202,131760.231971219,"beaver","kick_net"
"8498",8498,139,"Chriesbach","Pool","Heteroptera","Veliidae",6,3,2202,131760.231971219,"beaver","kick_net"
"8499",8499,139,"Chriesbach","Pool","Heteroptera","Veliidae",6,3,2202,131760.231971219,"beaver","kick_net"
"8500",8500,139,"Chriesbach","Pool","Coleoptera","Elmidae",3,3,2202,131760.231971219,"beaver","kick_net"
"8501",8501,139,"Chriesbach","Pool","Coleoptera","Haliplidae",3,3,2202,131760.231971219,"beaver","kick_net"
"8502",8502,139,"Chriesbach","Pool","Coleoptera","Haliplidae",3,3,2202,131760.231971219,"beaver","kick_net"
"8503",8503,139,"Chriesbach","Pool","Diptera","Chironomidae",3,3,2202,131760.231971219,"beaver","kick_net"
"8504",8504,139,"Chriesbach","Pool","Diptera","Chironomidae",3,3,2202,131760.231971219,"beaver","kick_net"
"8505",8505,139,"Chriesbach","Pool","Diptera","Chironomidae",4,3,2202,131760.231971219,"beaver","kick_net"
"8506",8506,139,"Chriesbach","Pool","Diptera","Chironomidae",4,3,2202,131760.231971219,"beaver","kick_net"
"8507",8507,139,"Chriesbach","Pool","Diptera","Chironomidae",4,3,2202,131760.231971219,"beaver","kick_net"
"8508",8508,139,"Chriesbach","Pool","Diptera","Chironomidae",5,3,2202,131760.231971219,"beaver","kick_net"
"8509",8509,139,"Chriesbach","Pool","Oligochaeta",NA,6,3,2202,131760.231971219,"beaver","kick_net"
"8510",8510,139,"Chriesbach","Pool","Gastropoda","Hydrobiidae",3,3,2202,131760.231971219,"beaver","kick_net"
"8511",8511,139,"Chriesbach","Pool","Gastropoda","Hydrobiidae",4,3,2202,131760.231971219,"beaver","kick_net"
"8512",8512,139,"Chriesbach","Pool","Arachnida","Hydracarina",2,3,2202,131760.231971219,"beaver","kick_net"
"8513",8513,139,"Chriesbach","Pool","Ephemeroptera","Baetidae",4,3,2202,131760.231971219,"beaver","kick_net"
"8514",8514,139,"Chriesbach","Pool","Ephemeroptera","Ephemerellidae",3,3,2202,131760.231971219,"beaver","kick_net"
"8515",8515,139,"Chriesbach","Pool","Ephemeroptera","Ephemerellidae",4,3,2202,131760.231971219,"beaver","kick_net"
"8516",8516,139,"Chriesbach","Pool","Ephemeroptera","Ephemerellidae",6,3,2202,131760.231971219,"beaver","kick_net"
"8517",8517,139,"Chriesbach","Pool","Coleoptera","Haliplidae",6,3,2202,131760.231971219,"beaver","kick_net"
"8518",8518,139,"Chriesbach","Pool","Diptera","Chironomidae",4,3,2202,131760.231971219,"beaver","kick_net"
"8519",8519,139,"Chriesbach","Pool","Diptera","Chironomidae",7,3,2202,131760.231971219,"beaver","kick_net"
"8520",8520,139,"Chriesbach","Pool","Diptera","Chironomidae",7,3,2202,131760.231971219,"beaver","kick_net"
"8521",8521,139,"Chriesbach","Pool","Diptera","Chironomidae",8,3,2202,131760.231971219,"beaver","kick_net"
"8522",8522,139,"Chriesbach","Pool","Diptera","Chironomidae",8,3,2202,131760.231971219,"beaver","kick_net"
"8523",8523,139,"Chriesbach","Pool","Arachnida","Hydracarina",1,3,2202,131760.231971219,"beaver","kick_net"
"8524",8524,139,"Chriesbach","Pool","Amphipoda","Gammaridae",2,3,2202,131760.231971219,"beaver","kick_net"
"8525",8525,139,"Chriesbach","Pool","Amphipoda","Gammaridae",4,3,2202,131760.231971219,"beaver","kick_net"
"8526",8526,139,"Chriesbach","Pool","Amphipoda","Gammaridae",5,3,2202,131760.231971219,"beaver","kick_net"
"8527",8527,139,"Chriesbach","Pool","Amphipoda","Gammaridae",5,3,2202,131760.231971219,"beaver","kick_net"
"8528",8528,139,"Chriesbach","Pool","Amphipoda","Gammaridae",10,3,2202,131760.231971219,"beaver","kick_net"
"8529",8529,139,"Chriesbach","Pool","Amphipoda","Gammaridae",12,3,2202,131760.231971219,"beaver","kick_net"
"8530",8530,139,"Chriesbach","Pool","Amphipoda","Gammaridae",12,3,2202,131760.231971219,"beaver","kick_net"
"8531",8531,139,"Chriesbach","Pool","Amphipoda","Gammaridae",13,3,2202,131760.231971219,"beaver","kick_net"
"8532",8532,139,"Chriesbach","Pool","Amphipoda","Gammaridae",13,3,2202,131760.231971219,"beaver","kick_net"
"8533",8533,139,"Chriesbach","Pool","Amphipoda","Gammaridae",13,3,2202,131760.231971219,"beaver","kick_net"
"8534",8534,139,"Chriesbach","Pool","Isopoda","Asellidae",5,3,2202,131760.231971219,"beaver","kick_net"
"8535",8535,139,"Chriesbach","Pool","Isopoda","Asellidae",6,3,2202,131760.231971219,"beaver","kick_net"
"8536",8536,139,"Chriesbach","Pool","Ephemeroptera","Baetidae",3,3,2202,131760.231971219,"beaver","kick_net"
"8537",8537,139,"Chriesbach","Pool","Ephemeroptera","Baetidae",3,3,2202,131760.231971219,"beaver","kick_net"
"8538",8538,139,"Chriesbach","Pool","Ephemeroptera","Baetidae",6,3,2202,131760.231971219,"beaver","kick_net"
"8539",8539,139,"Chriesbach","Pool","Ephemeroptera","Baetidae",6,3,2202,131760.231971219,"beaver","kick_net"
"8540",8540,139,"Chriesbach","Pool","Ephemeroptera","Ephemerellidae",3,3,2202,131760.231971219,"beaver","kick_net"
"8541",8541,139,"Chriesbach","Pool","Ephemeroptera","Ephemerellidae",4,3,2202,131760.231971219,"beaver","kick_net"
"8542",8542,139,"Chriesbach","Pool","Ephemeroptera","Ephemerellidae",5,3,2202,131760.231971219,"beaver","kick_net"
"8543",8543,139,"Chriesbach","Pool","Ephemeroptera","Ephemerellidae",5,3,2202,131760.231971219,"beaver","kick_net"
"8544",8544,139,"Chriesbach","Pool","Ephemeroptera","Ephemerellidae",5,3,2202,131760.231971219,"beaver","kick_net"
"8545",8545,139,"Chriesbach","Pool","Ephemeroptera","Ephemerellidae",5,3,2202,131760.231971219,"beaver","kick_net"
"8546",8546,139,"Chriesbach","Pool","Ephemeroptera","Ephemerellidae",6,3,2202,131760.231971219,"beaver","kick_net"
"8547",8547,139,"Chriesbach","Pool","Ephemeroptera","Ephemerellidae",6,3,2202,131760.231971219,"beaver","kick_net"
"8548",8548,139,"Chriesbach","Pool","Ephemeroptera","Ephemerellidae",6,3,2202,131760.231971219,"beaver","kick_net"
"8549",8549,139,"Chriesbach","Pool","Ephemeroptera","Ephemerellidae",7,3,2202,131760.231971219,"beaver","kick_net"
"8550",8550,139,"Chriesbach","Pool","Odonata","Calopterygidae",6,3,2202,131760.231971219,"beaver","kick_net"
"8551",8551,139,"Chriesbach","Pool","Coleoptera","Elmidae",3,3,2202,131760.231971219,"beaver","kick_net"
"8552",8552,139,"Chriesbach","Pool","Coleoptera","Elmidae",3,3,2202,131760.231971219,"beaver","kick_net"
"8553",8553,139,"Chriesbach","Pool","Trichoptera","Hydropsychidae",6,3,2202,131760.231971219,"beaver","kick_net"
"8554",8554,139,"Chriesbach","Pool","Trichoptera","Hydropsychidae",6,3,2202,131760.231971219,"beaver","kick_net"
"8555",8555,139,"Chriesbach","Pool","Trichoptera","Hydropsychidae",6,3,2202,131760.231971219,"beaver","kick_net"
"8556",8556,139,"Chriesbach","Pool","Trichoptera","Hydropsychidae",8,3,2202,131760.231971219,"beaver","kick_net"
"8557",8557,139,"Chriesbach","Pool","Trichoptera","Hydropsychidae",8,3,2202,131760.231971219,"beaver","kick_net"
"8558",8558,139,"Chriesbach","Pool","Trichoptera","Hydropsychidae",9,3,2202,131760.231971219,"beaver","kick_net"
"8559",8559,139,"Chriesbach","Pool","Trichoptera","Hydropsychidae",11,3,2202,131760.231971219,"beaver","kick_net"
"8560",8560,139,"Chriesbach","Pool","Trichoptera","Hydropsychidae",11,3,2202,131760.231971219,"beaver","kick_net"
"8561",8561,139,"Chriesbach","Pool","Trichoptera","Hydropsychidae",12,3,2202,131760.231971219,"beaver","kick_net"
"8562",8562,139,"Chriesbach","Pool","Trichoptera","Hydropsychidae",12,3,2202,131760.231971219,"beaver","kick_net"
"8563",8563,139,"Chriesbach","Pool","Trichoptera","Hydropsychidae",13,3,2202,131760.231971219,"beaver","kick_net"
"8564",8564,139,"Chriesbach","Pool","Trichoptera","Lepidostomatidae",6,3,2202,131760.231971219,"beaver","kick_net"
"8565",8565,139,"Chriesbach","Pool","Diptera","Chironomidae",2,3,2202,131760.231971219,"beaver","kick_net"
"8566",8566,139,"Chriesbach","Pool","Diptera","Chironomidae",3,3,2202,131760.231971219,"beaver","kick_net"
"8567",8567,139,"Chriesbach","Pool","Diptera","Chironomidae",3,3,2202,131760.231971219,"beaver","kick_net"
"8568",8568,139,"Chriesbach","Pool","Diptera","Chironomidae",3,3,2202,131760.231971219,"beaver","kick_net"
"8569",8569,139,"Chriesbach","Pool","Diptera","Chironomidae",3,3,2202,131760.231971219,"beaver","kick_net"
"8570",8570,139,"Chriesbach","Pool","Diptera","Chironomidae",4,3,2202,131760.231971219,"beaver","kick_net"
"8571",8571,139,"Chriesbach","Pool","Diptera","Chironomidae",5,3,2202,131760.231971219,"beaver","kick_net"
"8572",8572,139,"Chriesbach","Pool","Diptera","Chironomidae",8,3,2202,131760.231971219,"beaver","kick_net"
"8573",8573,139,"Chriesbach","Pool","Diptera","Chironomidae",8,3,2202,131760.231971219,"beaver","kick_net"
"8574",8574,140,"Chriesbach","Outflow","Gastropoda","Hydrobiidae",4,3,2202,131760.231971219,"beaver","kick_net"
"8575",8575,140,"Chriesbach","Outflow","Arachnida","Hydracarina",1,3,2202,131760.231971219,"beaver","kick_net"
"8576",8576,140,"Chriesbach","Outflow","Arachnida","Hydracarina",1,3,2202,131760.231971219,"beaver","kick_net"
"8577",8577,140,"Chriesbach","Outflow","Amphipoda","Gammaridae",3,3,2202,131760.231971219,"beaver","kick_net"
"8578",8578,140,"Chriesbach","Outflow","Amphipoda","Gammaridae",3,3,2202,131760.231971219,"beaver","kick_net"
"8579",8579,140,"Chriesbach","Outflow","Amphipoda","Gammaridae",5,3,2202,131760.231971219,"beaver","kick_net"
"8580",8580,140,"Chriesbach","Outflow","Amphipoda","Gammaridae",7,3,2202,131760.231971219,"beaver","kick_net"
"8581",8581,140,"Chriesbach","Outflow","Amphipoda","Gammaridae",11,3,2202,131760.231971219,"beaver","kick_net"
"8582",8582,140,"Chriesbach","Outflow","Amphipoda","Gammaridae",14,3,2202,131760.231971219,"beaver","kick_net"
"8583",8583,140,"Chriesbach","Outflow","Isopoda","Asellidae",3,3,2202,131760.231971219,"beaver","kick_net"
"8584",8584,140,"Chriesbach","Outflow","Isopoda","Asellidae",3,3,2202,131760.231971219,"beaver","kick_net"
"8585",8585,140,"Chriesbach","Outflow","Isopoda","Asellidae",3,3,2202,131760.231971219,"beaver","kick_net"
"8586",8586,140,"Chriesbach","Outflow","Isopoda","Asellidae",4,3,2202,131760.231971219,"beaver","kick_net"
"8587",8587,140,"Chriesbach","Outflow","Isopoda","Asellidae",4,3,2202,131760.231971219,"beaver","kick_net"
"8588",8588,140,"Chriesbach","Outflow","Isopoda","Asellidae",4,3,2202,131760.231971219,"beaver","kick_net"
"8589",8589,140,"Chriesbach","Outflow","Isopoda","Asellidae",4,3,2202,131760.231971219,"beaver","kick_net"
"8590",8590,140,"Chriesbach","Outflow","Isopoda","Asellidae",5,3,2202,131760.231971219,"beaver","kick_net"
"8591",8591,140,"Chriesbach","Outflow","Isopoda","Asellidae",5,3,2202,131760.231971219,"beaver","kick_net"
"8592",8592,140,"Chriesbach","Outflow","Isopoda","Asellidae",5,3,2202,131760.231971219,"beaver","kick_net"
"8593",8593,140,"Chriesbach","Outflow","Isopoda","Asellidae",5,3,2202,131760.231971219,"beaver","kick_net"
"8594",8594,140,"Chriesbach","Outflow","Isopoda","Asellidae",5,3,2202,131760.231971219,"beaver","kick_net"
"8595",8595,140,"Chriesbach","Outflow","Isopoda","Asellidae",5,3,2202,131760.231971219,"beaver","kick_net"
"8596",8596,140,"Chriesbach","Outflow","Isopoda","Asellidae",5,3,2202,131760.231971219,"beaver","kick_net"
"8597",8597,140,"Chriesbach","Outflow","Isopoda","Asellidae",6,3,2202,131760.231971219,"beaver","kick_net"
"8598",8598,140,"Chriesbach","Outflow","Isopoda","Asellidae",6,3,2202,131760.231971219,"beaver","kick_net"
"8599",8599,140,"Chriesbach","Outflow","Isopoda","Asellidae",6,3,2202,131760.231971219,"beaver","kick_net"
"8600",8600,140,"Chriesbach","Outflow","Ephemeroptera","Ephemerellidae",4,3,2202,131760.231971219,"beaver","kick_net"
"8601",8601,140,"Chriesbach","Outflow","Ephemeroptera","Ephemerellidae",5,3,2202,131760.231971219,"beaver","kick_net"
"8602",8602,140,"Chriesbach","Outflow","Odonata","Calopterygidae",12,3,2202,131760.231971219,"beaver","kick_net"
"8603",8603,140,"Chriesbach","Outflow","Coleoptera","Elmidae",1,3,2202,131760.231971219,"beaver","kick_net"
"8604",8604,140,"Chriesbach","Outflow","Coleoptera","Elmidae",3,3,2202,131760.231971219,"beaver","kick_net"
"8605",8605,140,"Chriesbach","Outflow","Coleoptera","Elmidae",3,3,2202,131760.231971219,"beaver","kick_net"
"8606",8606,140,"Chriesbach","Outflow","Coleoptera","Elmidae",3,3,2202,131760.231971219,"beaver","kick_net"
"8607",8607,140,"Chriesbach","Outflow","Coleoptera","Elmidae",4,3,2202,131760.231971219,"beaver","kick_net"
"8608",8608,140,"Chriesbach","Outflow","Coleoptera","Elmidae",4,3,2202,131760.231971219,"beaver","kick_net"
"8609",8609,140,"Chriesbach","Outflow","Diptera","Chironomidae",4,3,2202,131760.231971219,"beaver","kick_net"
"8610",8610,140,"Chriesbach","Outflow","Diptera","Chironomidae",4,3,2202,131760.231971219,"beaver","kick_net"
"8611",8611,140,"Chriesbach","Outflow","Diptera","Chironomidae",5,3,2202,131760.231971219,"beaver","kick_net"
"8612",8612,140,"Chriesbach","Outflow","Diptera","Chironomidae",7,3,2202,131760.231971219,"beaver","kick_net"
"8613",8613,140,"Chriesbach","Outflow","Hirudinea","Glossiphoniidae",10,3,2202,131760.231971219,"beaver","kick_net"
"8614",8614,140,"Chriesbach","Outflow","Gastropoda","Hydrobiidae",8,3,2202,131760.231971219,"beaver","kick_net"
"8615",8615,140,"Chriesbach","Outflow","Gastropoda","Physidae",5,3,2202,131760.231971219,"beaver","kick_net"
"8616",8616,140,"Chriesbach","Outflow","Isopoda","Asellidae",4,3,2202,131760.231971219,"beaver","kick_net"
"8617",8617,140,"Chriesbach","Outflow","Isopoda","Asellidae",4,3,2202,131760.231971219,"beaver","kick_net"
"8618",8618,140,"Chriesbach","Outflow","Isopoda","Asellidae",5,3,2202,131760.231971219,"beaver","kick_net"
"8619",8619,140,"Chriesbach","Outflow","Isopoda","Asellidae",5,3,2202,131760.231971219,"beaver","kick_net"
"8620",8620,140,"Chriesbach","Outflow","Coleoptera","Haliplidae",4,3,2202,131760.231971219,"beaver","kick_net"
"8621",8621,140,"Chriesbach","Outflow","Trichoptera","Limnephilidae",8,3,2202,131760.231971219,"beaver","kick_net"
"8622",8622,140,"Chriesbach","Outflow","Trichoptera","Limnephilidae",8,3,2202,131760.231971219,"beaver","kick_net"
"8623",8623,140,"Chriesbach","Outflow","Trichoptera","Limnephilidae",10,3,2202,131760.231971219,"beaver","kick_net"
"8624",8624,140,"Chriesbach","Outflow","Trichoptera","Limnephilidae",15,3,2202,131760.231971219,"beaver","kick_net"
"8625",8625,140,"Chriesbach","Outflow","Hirudinea","Glossiphoniidae",7,3,2202,131760.231971219,"beaver","kick_net"
"8626",8626,140,"Chriesbach","Outflow","Amphipoda","Gammaridae",5,3,2202,131760.231971219,"beaver","kick_net"
"8627",8627,140,"Chriesbach","Outflow","Amphipoda","Gammaridae",6,3,2202,131760.231971219,"beaver","kick_net"
"8628",8628,140,"Chriesbach","Outflow","Amphipoda","Gammaridae",10,3,2202,131760.231971219,"beaver","kick_net"
"8629",8629,140,"Chriesbach","Outflow","Isopoda","Asellidae",4,3,2202,131760.231971219,"beaver","kick_net"
"8630",8630,140,"Chriesbach","Outflow","Isopoda","Asellidae",4,3,2202,131760.231971219,"beaver","kick_net"
"8631",8631,140,"Chriesbach","Outflow","Isopoda","Asellidae",5,3,2202,131760.231971219,"beaver","kick_net"
"8632",8632,140,"Chriesbach","Outflow","Isopoda","Asellidae",5,3,2202,131760.231971219,"beaver","kick_net"
"8633",8633,140,"Chriesbach","Outflow","Isopoda","Asellidae",5,3,2202,131760.231971219,"beaver","kick_net"
"8634",8634,140,"Chriesbach","Outflow","Isopoda","Asellidae",5,3,2202,131760.231971219,"beaver","kick_net"
"8635",8635,140,"Chriesbach","Outflow","Diptera","Chironomidae",4,3,2202,131760.231971219,"beaver","kick_net"
"8636",8636,140,"Chriesbach","Outflow","Diptera","Chironomidae",7,3,2202,131760.231971219,"beaver","kick_net"
"8637",8637,140,"Chriesbach","Outflow","Diptera","Chironomidae",8,3,2202,131760.231971219,"beaver","kick_net"
"8638",8638,140,"Chriesbach","Outflow","Hirudinea","Erpobdellidae",35,3,2202,131760.231971219,"beaver","kick_net"
"8639",8639,140,"Chriesbach","Outflow","Gastropoda","Hydrobiidae",3,3,2202,131760.231971219,"beaver","kick_net"
"8640",8640,140,"Chriesbach","Outflow","Isopoda","Asellidae",4,3,2202,131760.231971219,"beaver","kick_net"
"8641",8641,140,"Chriesbach","Outflow","Isopoda","Asellidae",4,3,2202,131760.231971219,"beaver","kick_net"
"8642",8642,140,"Chriesbach","Outflow","Isopoda","Asellidae",5,3,2202,131760.231971219,"beaver","kick_net"
"8643",8643,140,"Chriesbach","Outflow","Isopoda","Asellidae",6,3,2202,131760.231971219,"beaver","kick_net"
"8644",8644,140,"Chriesbach","Outflow","Diptera","Chironomidae",6,3,2202,131760.231971219,"beaver","kick_net"
"8645",8645,140,"Chriesbach","Outflow","Diptera","Chironomidae",7,3,2202,131760.231971219,"beaver","kick_net"
"8646",8646,140,"Chriesbach","Outflow","Diptera","Chironomidae",8,3,2202,131760.231971219,"beaver","kick_net"
"8647",8647,149,"Leugene","Control","Oligochaeta",NA,4,3,212,181798.799589326,"Control","kick_net"
"8648",8648,149,"Leugene","Control","Oligochaeta",NA,6,3,212,181798.799589326,"Control","kick_net"
"8649",8649,149,"Leugene","Control","Oligochaeta",NA,7,3,212,181798.799589326,"Control","kick_net"
"8650",8650,149,"Leugene","Control","Oligochaeta",NA,17,3,212,181798.799589326,"Control","kick_net"
"8651",8651,149,"Leugene","Control","Gastropoda","Hydrobiidae",1,3,212,181798.799589326,"Control","kick_net"
"8652",8652,149,"Leugene","Control","Gastropoda","Hydrobiidae",1,3,212,181798.799589326,"Control","kick_net"
"8653",8653,149,"Leugene","Control","Amphipoda","Gammaridae",1,3,212,181798.799589326,"Control","kick_net"
"8654",8654,149,"Leugene","Control","Amphipoda","Gammaridae",1,3,212,181798.799589326,"Control","kick_net"
"8655",8655,149,"Leugene","Control","Amphipoda","Gammaridae",1,3,212,181798.799589326,"Control","kick_net"
"8656",8656,149,"Leugene","Control","Amphipoda","Gammaridae",1,3,212,181798.799589326,"Control","kick_net"
"8657",8657,149,"Leugene","Control","Amphipoda","Gammaridae",2,3,212,181798.799589326,"Control","kick_net"
"8658",8658,149,"Leugene","Control","Amphipoda","Gammaridae",2,3,212,181798.799589326,"Control","kick_net"
"8659",8659,149,"Leugene","Control","Amphipoda","Gammaridae",2,3,212,181798.799589326,"Control","kick_net"
"8660",8660,149,"Leugene","Control","Amphipoda","Gammaridae",2,3,212,181798.799589326,"Control","kick_net"
"8661",8661,149,"Leugene","Control","Amphipoda","Gammaridae",2,3,212,181798.799589326,"Control","kick_net"
"8662",8662,149,"Leugene","Control","Amphipoda","Gammaridae",2,3,212,181798.799589326,"Control","kick_net"
"8663",8663,149,"Leugene","Control","Amphipoda","Gammaridae",2,3,212,181798.799589326,"Control","kick_net"
"8664",8664,149,"Leugene","Control","Amphipoda","Gammaridae",2,3,212,181798.799589326,"Control","kick_net"
"8665",8665,149,"Leugene","Control","Amphipoda","Gammaridae",2,3,212,181798.799589326,"Control","kick_net"
"8666",8666,149,"Leugene","Control","Amphipoda","Gammaridae",3,3,212,181798.799589326,"Control","kick_net"
"8667",8667,149,"Leugene","Control","Amphipoda","Gammaridae",3,3,212,181798.799589326,"Control","kick_net"
"8668",8668,149,"Leugene","Control","Amphipoda","Gammaridae",3,3,212,181798.799589326,"Control","kick_net"
"8669",8669,149,"Leugene","Control","Amphipoda","Gammaridae",3,3,212,181798.799589326,"Control","kick_net"
"8670",8670,149,"Leugene","Control","Amphipoda","Gammaridae",3,3,212,181798.799589326,"Control","kick_net"
"8671",8671,149,"Leugene","Control","Amphipoda","Gammaridae",3,3,212,181798.799589326,"Control","kick_net"
"8672",8672,149,"Leugene","Control","Amphipoda","Gammaridae",3,3,212,181798.799589326,"Control","kick_net"
"8673",8673,149,"Leugene","Control","Amphipoda","Gammaridae",3,3,212,181798.799589326,"Control","kick_net"
"8674",8674,149,"Leugene","Control","Amphipoda","Gammaridae",3,3,212,181798.799589326,"Control","kick_net"
"8675",8675,149,"Leugene","Control","Amphipoda","Gammaridae",3,3,212,181798.799589326,"Control","kick_net"
"8676",8676,149,"Leugene","Control","Amphipoda","Gammaridae",3,3,212,181798.799589326,"Control","kick_net"
"8677",8677,149,"Leugene","Control","Amphipoda","Gammaridae",3,3,212,181798.799589326,"Control","kick_net"
"8678",8678,149,"Leugene","Control","Amphipoda","Gammaridae",3,3,212,181798.799589326,"Control","kick_net"
"8679",8679,149,"Leugene","Control","Amphipoda","Gammaridae",3,3,212,181798.799589326,"Control","kick_net"
"8680",8680,149,"Leugene","Control","Amphipoda","Gammaridae",3,3,212,181798.799589326,"Control","kick_net"
"8681",8681,149,"Leugene","Control","Amphipoda","Gammaridae",3,3,212,181798.799589326,"Control","kick_net"
"8682",8682,149,"Leugene","Control","Amphipoda","Gammaridae",3,3,212,181798.799589326,"Control","kick_net"
"8683",8683,149,"Leugene","Control","Amphipoda","Gammaridae",4,3,212,181798.799589326,"Control","kick_net"
"8684",8684,149,"Leugene","Control","Amphipoda","Gammaridae",4,3,212,181798.799589326,"Control","kick_net"
"8685",8685,149,"Leugene","Control","Amphipoda","Gammaridae",4,3,212,181798.799589326,"Control","kick_net"
"8686",8686,149,"Leugene","Control","Amphipoda","Gammaridae",4,3,212,181798.799589326,"Control","kick_net"
"8687",8687,149,"Leugene","Control","Amphipoda","Gammaridae",4,3,212,181798.799589326,"Control","kick_net"
"8688",8688,149,"Leugene","Control","Amphipoda","Gammaridae",4,3,212,181798.799589326,"Control","kick_net"
"8689",8689,149,"Leugene","Control","Amphipoda","Gammaridae",4,3,212,181798.799589326,"Control","kick_net"
"8690",8690,149,"Leugene","Control","Amphipoda","Gammaridae",4,3,212,181798.799589326,"Control","kick_net"
"8691",8691,149,"Leugene","Control","Amphipoda","Gammaridae",4,3,212,181798.799589326,"Control","kick_net"
"8692",8692,149,"Leugene","Control","Amphipoda","Gammaridae",4,3,212,181798.799589326,"Control","kick_net"
"8693",8693,149,"Leugene","Control","Amphipoda","Gammaridae",4,3,212,181798.799589326,"Control","kick_net"
"8694",8694,149,"Leugene","Control","Amphipoda","Gammaridae",5,3,212,181798.799589326,"Control","kick_net"
"8695",8695,149,"Leugene","Control","Amphipoda","Gammaridae",5,3,212,181798.799589326,"Control","kick_net"
"8696",8696,149,"Leugene","Control","Amphipoda","Gammaridae",5,3,212,181798.799589326,"Control","kick_net"
"8697",8697,149,"Leugene","Control","Amphipoda","Gammaridae",5,3,212,181798.799589326,"Control","kick_net"
"8698",8698,149,"Leugene","Control","Amphipoda","Gammaridae",5,3,212,181798.799589326,"Control","kick_net"
"8699",8699,149,"Leugene","Control","Amphipoda","Gammaridae",5,3,212,181798.799589326,"Control","kick_net"
"8700",8700,149,"Leugene","Control","Amphipoda","Gammaridae",6,3,212,181798.799589326,"Control","kick_net"
"8701",8701,149,"Leugene","Control","Amphipoda","Gammaridae",6,3,212,181798.799589326,"Control","kick_net"
"8702",8702,149,"Leugene","Control","Amphipoda","Gammaridae",6,3,212,181798.799589326,"Control","kick_net"
"8703",8703,149,"Leugene","Control","Amphipoda","Gammaridae",6,3,212,181798.799589326,"Control","kick_net"
"8704",8704,149,"Leugene","Control","Amphipoda","Gammaridae",6,3,212,181798.799589326,"Control","kick_net"
"8705",8705,149,"Leugene","Control","Amphipoda","Gammaridae",6,3,212,181798.799589326,"Control","kick_net"
"8706",8706,149,"Leugene","Control","Amphipoda","Gammaridae",6,3,212,181798.799589326,"Control","kick_net"
"8707",8707,149,"Leugene","Control","Amphipoda","Gammaridae",6,3,212,181798.799589326,"Control","kick_net"
"8708",8708,149,"Leugene","Control","Amphipoda","Gammaridae",6,3,212,181798.799589326,"Control","kick_net"
"8709",8709,149,"Leugene","Control","Amphipoda","Gammaridae",6,3,212,181798.799589326,"Control","kick_net"
"8710",8710,149,"Leugene","Control","Amphipoda","Gammaridae",6,3,212,181798.799589326,"Control","kick_net"
"8711",8711,149,"Leugene","Control","Amphipoda","Gammaridae",7,3,212,181798.799589326,"Control","kick_net"
"8712",8712,149,"Leugene","Control","Amphipoda","Gammaridae",7,3,212,181798.799589326,"Control","kick_net"
"8713",8713,149,"Leugene","Control","Amphipoda","Gammaridae",7,3,212,181798.799589326,"Control","kick_net"
"8714",8714,149,"Leugene","Control","Amphipoda","Gammaridae",7,3,212,181798.799589326,"Control","kick_net"
"8715",8715,149,"Leugene","Control","Amphipoda","Gammaridae",7,3,212,181798.799589326,"Control","kick_net"
"8716",8716,149,"Leugene","Control","Amphipoda","Gammaridae",7,3,212,181798.799589326,"Control","kick_net"
"8717",8717,149,"Leugene","Control","Amphipoda","Gammaridae",8,3,212,181798.799589326,"Control","kick_net"
"8718",8718,149,"Leugene","Control","Amphipoda","Gammaridae",8,3,212,181798.799589326,"Control","kick_net"
"8719",8719,149,"Leugene","Control","Amphipoda","Gammaridae",8,3,212,181798.799589326,"Control","kick_net"
"8720",8720,149,"Leugene","Control","Amphipoda","Gammaridae",8,3,212,181798.799589326,"Control","kick_net"
"8721",8721,149,"Leugene","Control","Amphipoda","Gammaridae",8,3,212,181798.799589326,"Control","kick_net"
"8722",8722,149,"Leugene","Control","Amphipoda","Gammaridae",9,3,212,181798.799589326,"Control","kick_net"
"8723",8723,149,"Leugene","Control","Amphipoda","Gammaridae",13,3,212,181798.799589326,"Control","kick_net"
"8724",8724,149,"Leugene","Control","Amphipoda","Gammaridae",14,3,212,181798.799589326,"Control","kick_net"
"8725",8725,149,"Leugene","Control","Amphipoda","Gammaridae",17,3,212,181798.799589326,"Control","kick_net"
"8726",8726,149,"Leugene","Control","Ephemeroptera","Ephemerellidae",3,3,212,181798.799589326,"Control","kick_net"
"8727",8727,149,"Leugene","Control","Ephemeroptera","Ephemerellidae",3,3,212,181798.799589326,"Control","kick_net"
"8728",8728,149,"Leugene","Control","Ephemeroptera","Ephemerellidae",4,3,212,181798.799589326,"Control","kick_net"
"8729",8729,149,"Leugene","Control","Ephemeroptera","Ephemerellidae",4,3,212,181798.799589326,"Control","kick_net"
"8730",8730,149,"Leugene","Control","Ephemeroptera","Ephemerellidae",4,3,212,181798.799589326,"Control","kick_net"
